miliseconds,C,B,T
0,0.9911083225458479,0.997966491863482,1.0019715781045457
100,0.928065704450945,0.9962323401147501,0.9951982821573809
200,0.859563776380133,0.9890280448602318,0.9870896046405696
300,0.8093581524792629,0.9908278806329548,0.9886553253378668
400,0.7462652999173837,0.9849696923868219,0.9720823566406874
500,0.6907379871070437,0.9783196732638507,0.9672392079815831
600,0.6578518022949766,0.9789765586480818,0.9623159468656253
700,0.5983255484487398,0.973489207426488,0.9531478312129037
800,0.5491255282848804,0.9670569737315896,0.955882228382609
900,0.5112722157885521,0.9587735098184053,0.9389955041806348
1000,0.46742224614995465,0.9602055583296338,0.9388695603804673
1100,0.4309286395247039,0.9521449737713334,0.9328218154916752
1200,0.41321988248082203,0.9408982770408155,0.9168382969855582
1300,0.3677634735199561,0.9419989334526657,0.9046668967748941
1400,0.3479495928623202,0.928504660321843,0.8991843616749727
1500,0.3130478126704199,0.9230563737583092,0.8827156363159264
1600,0.29103930626848123,0.9197325554763843,0.8783190095007757
1700,0.252857728231047,0.9098259067383672,0.8656089952557728
1800,0.2574787647856738,0.9095218013400772,0.8557364474760079
1900,0.21588317299120505,0.901593798961772,0.8418312442344092
2000,0.207393894317285,0.8875357693657716,0.8342887076562944
2100,0.19638577073109917,0.8879646143966891,0.8283425891861279
2200,0.16752485204704015,0.8756647977324117,0.8181533793163188
2300,0.15168468933656482,0.8732358419983445,0.80026009639317
2400,0.1486551201596982,0.8655149632170378,0.7970114712242335
2500,0.13320670620043343,0.8595775721457597,0.7805070923469413
2600,0.1376769916778111,0.8497637982047498,0.7664246497485317
2700,0.10886625356679305,0.8455394192015592,0.7646682341853231
2800,0.1187682922955858,0.8293266608893548,0.7437489266814142
2900,0.09073992925028944,0.8236378913437844,0.7333148185747338
3000,0.0846553479483109,0.8151339774342067,0.7212810536402756
3100,0.09730326032216582,0.8126829371375396,0.7162525871243901
3200,0.07975104275449343,0.8026723081626995,0.7083560413993168
3300,0.06593967842973059,0.7966891732032237,0.6866421673725753
3400,0.05451868005485757,0.7893446951003674,0.6848208758102409
3500,0.059813872344702736,0.78144553040151,0.6718150684004168
3600,0.053595109454010824,0.7724531290649321,0.657665664930833
3700,0.058522046932044436,0.7723608284636493,0.6561499864794047
3800,0.05573036658426774,0.7581814045594727,0.6443674958175921
3900,0.042198926881315456,0.7536453117581977,0.623667349056863
4000,0.05457145394336746,0.7524820185449255,0.6128041760555138
4100,0.04647007115609737,0.7404372594448375,0.6015141102077931
4200,0.04193724325195644,0.7361426816526908,0.6035971359528396
4300,0.0374823261748502,0.7312894829187598,0.5827398924741574
4400,0.03945868345401594,0.724098055180327,0.5835142441859388
4500,0.0414590922099,0.7115242677384837,0.568424246664831
4600,0.029490876168928797,0.7035635809020393,0.5584739537744398
4700,0.0252680744319087,0.7020756384167721,0.5524710034222682
4800,0.026337990438135745,0.6915122981510348,0.5447041489646279
4900,0.022749140009427807,0.6865412437503774,0.5384519688628727
5000,0.014196198901808288,0.6767380688269875,0.527285653801368
