miliseconds,C,B,T
0,0.9948946789794516,1.0013714620320073,1.0072818986299021
100,0.9455477224980015,0.9938265242439381,0.9905365779103626
200,0.8703801775353837,0.9980864839091242,0.9842967885417239
300,0.7959827201965433,0.9875813419907374,0.9903311749940878
400,0.765354955603922,0.9829947432790664,0.9779065325298062
500,0.7011133473474955,0.9764234795653247,0.9728002574925575
600,0.65810401602876,0.9788896971361254,0.9687103375703144
700,0.5861468172538483,0.9766921966240284,0.9550227813961117
800,0.5498947566004063,0.9647920420708757,0.945674040203779
900,0.5239461130123967,0.9566957182883576,0.9410155464492113
1000,0.47934099604765174,0.9604181084550603,0.931371227046619
1100,0.44479842113392754,0.954449136637649,0.9263503670357258
1200,0.4023076205665206,0.9397666628230336,0.9227275744815769
1300,0.3619806928895038,0.9374883861220945,0.9073374942492323
1400,0.3421047631201075,0.9279200186438894,0.8989288810929673
1500,0.3242566666634326,0.9246810825954302,0.8828002137342016
1600,0.2844578939507277,0.9217434048532714,0.8772088952501026
1700,0.27430010976084207,0.9163191960497983,0.8654271497941773
1800,0.2538207739598441,0.904017904718749,0.855500159951904
1900,0.23569321974287835,0.8954612376977528,0.8412795607510163
2000,0.21546044168365322,0.890634938513812,0.8302538736592152
2100,0.1853631638477836,0.8867726766289504,0.817667929860527
2200,0.17619230623443632,0.8824210697610764,0.8097138677903524
2300,0.15879271627598796,0.8715537049256746,0.8088238853029419
2400,0.1465639204717254,0.8675802871404183,0.7883866058200528
2500,0.14730769403890215,0.8518949669936923,0.7811834755107555
2600,0.11591019582203411,0.8503299882658155,0.7631757694421452
2700,0.1172817449258496,0.8433373989465303,0.760442121651654
2800,0.11525682070931967,0.8314435179649814,0.7513367608073171
2900,0.08968260070885603,0.8247125380925757,0.728445551949418
3000,0.09053127638680537,0.8206210137480247,0.7313341299779035
3100,0.08278271901297615,0.8159903917207533,0.7059069421980394
3200,0.06683900726586393,0.8030527857888791,0.695714471063332
3300,0.06037334900551714,0.7944084442519657,0.686815823107797
3400,0.06055350063355141,0.7869917373512824,0.6736478868243495
3500,0.07223340877953766,0.7876101661421901,0.6691995384846522
3600,0.06962385200190009,0.7805273657063837,0.6667631191295105
3700,0.061341362747582465,0.7733407153701364,0.6443288933391514
3800,0.03651112520801911,0.7595647499365172,0.6456583375520206
3900,0.04343047666191097,0.7570914564819516,0.6218178611663955
4000,0.03402516095951292,0.75102644739014,0.6173191570927906
4100,0.03752906728874492,0.7452452404874862,0.6147727129638727
4200,0.05027563777638697,0.7341713233087036,0.6016751500788525
4300,0.04779033720081932,0.730270872811748,0.58921932536348
4400,0.03176791149680054,0.7226641799942745,0.5791061060455254
4500,0.022139273216148933,0.7083477067880003,0.5736276990263333
4600,0.027884799413931943,0.7071062858864666,0.5665804538186446
4700,0.03240514922703456,0.704233101873128,0.5562544629781907
4800,0.030193942489465254,0.6954460791588939,0.5493650871491718
4900,0.028295685303534955,0.6910181931036429,0.526560952543829
5000,0.010979377344582963,0.6805457175753429,0.5291992539399921
