miliseconds,C,B,T
0,0.987887768756363,1.0017572850899117,0.9931507182074906
100,0.9431359200332566,0.9991116157418068,1.0006280352410593
200,0.882359495973082,0.997457609200674,0.98547629052351
300,0.8189836906188345,0.9929225245673418,0.9832061985619257
400,0.7410385422536296,0.9850542946311668,0.9829599053808344
500,0.700580918279094,0.9838443823126177,0.9682285323429146
600,0.6364704533985596,0.9733466794031255,0.9727015374651785
700,0.5913023149921269,0.9744885569224855,0.9513767951852984
800,0.5673442864854631,0.9664110604765307,0.948280737789242
900,0.5227868285918404,0.958831636932044,0.9408787205976333
1000,0.48600627056213996,0.9591893330175069,0.9364338777562828
1100,0.4433005582044209,0.9482350672930137,0.9221314811813202
1200,0.41504648970787666,0.9452081123859887,0.9149436982844688
1300,0.37136406081672935,0.9335800592032111,0.9026587891357156
1400,0.3323745784072884,0.9366732294569841,0.9040391265827586
1500,0.31639265956319396,0.9294343352531176,0.8926396176261241
1600,0.2963076858523211,0.9237592281324594,0.8759954998121343
1700,0.26548020350632984,0.9123644467843502,0.8739781047490222
1800,0.2311704827009911,0.9059338622239086,0.8523500819630245
1900,0.22434548441634353,0.9004941577932393,0.8411514457609605
2000,0.20052372986468467,0.8948838789690333,0.8406583471839271
2100,0.1818706688059609,0.8828680266130534,0.8223123349782323
2200,0.18452250998683847,0.8769424394795984,0.8122903325136126
2300,0.1606832809418474,0.8719388717966087,0.7951973237686728
2400,0.14881254877055525,0.8621910112349058,0.7852755420268746
2500,0.14224340176852085,0.8581049250595221,0.7810335902456498
2600,0.11512052792784472,0.8524476047745625,0.7681866617602854
2700,0.10843744672814945,0.8367800314326637,0.7619455755954967
2800,0.10415749622944713,0.833378038400893,0.7492563200668279
2900,0.11123933881509054,0.831159356789441,0.7326747759955116
3000,0.09790641344051855,0.8162001034275943,0.7251912130840267
3100,0.09105548821647061,0.816155837359618,0.7083238483517889
3200,0.06827526287413586,0.8023991999552315,0.7093427499332599
3300,0.08100277545357755,0.8017510259458067,0.6850263381243599
3400,0.058903812093891825,0.7894341745484578,0.6853057938899115
3500,0.05613519450298469,0.7822866979501816,0.670321853961933
3600,0.0675041338051459,0.7811123934563635,0.6577690850842778
3700,0.05530417805888685,0.7718434937403419,0.6548932742140693
3800,0.05598691394762245,0.7577473282680517,0.6437752490359713
3900,0.05622788512904818,0.7582543579370856,0.6340143318040038
4000,0.044896250266815624,0.7505764009979913,0.6216585441574388
4100,0.04787913924983547,0.7404755913373888,0.6073440404167798
4200,0.03231149578369952,0.7375383715033345,0.5971656177156831
4300,0.04527869773125398,0.7267167644267096,0.586999586357613
4400,0.0328924286447829,0.7215956328562121,0.5856414232573175
4500,0.025157420582986405,0.7161124664113319,0.5667775322868066
4600,0.02411885365868746,0.7050518262024214,0.5664433346619944
4700,0.015242650823745296,0.7037226949411314,0.5585405974403114
4800,0.012168508073599748,0.6967196491569217,0.5471124566658127
4900,0.017279839380633454,0.6840562076580691,0.5283066603332484
5000,0.0337316066431013,0.6802778427115729,0.5258321193107018
