milliseconds,PII,PIIUMP,GLN,PIIUMP2,PIIUMP3,GS,AMP,GLU,AZGLU,ATP,ADP,AZGLN
0,0.0029801906907337295,8.248440591109525e-07,0.9925477211495844,-1.0354657904567011e-05,2.3678314874508733e-05,0.014069609890774338,6.128542601466714e-05,0.959376151668624,1.0019999841325056,2.688310116147234,2.714631616773865,0.9970910029655653
100,0.0024203322543924146,0.00046032706092237593,0.34069436209789594,3.751828373130076e-05,3.3880292976263405e-06,0.013225882220559619,0.0006988366741637127,2.600560436503509,0.47873660316843614,5.198576160020516,0.19566784036557697,0.5665334558500434
200,0.0020134017778234968,0.0007813121069464891,0.33619341874260916,0.00015133629181356205,0.00010286067712520512,0.012569000970217771,0.0013864067775062859,3.1242758722199286,0.5561668709723736,5.145444822122566,0.17204603592092704,0.4147183010565416
300,0.001783536722834933,0.0009197981364644557,0.33161349367011483,0.00026924214274463734,1.2166449833107204e-05,0.01192238614815233,0.002077314400812228,3.30977595068628,0.6040792366807525,5.205214202480215,0.19230470076992287,0.36909477719554695
400,0.0013901014644247924,0.00104395173266633,0.2599407189887153,0.0004065221963281905,6.139286478426846e-05,0.011064077351447496,0.0027387621531371384,3.4153060317536528,0.6335473700254193,5.241944148755446,0.12151577751165799,0.32597781032889767
500,0.0010595900847468042,0.001070773162935679,0.23762150955783162,0.0005460052366710825,0.00019791321773061606,0.010428031369741773,0.0034143840478334255,3.36986874598802,0.6240114735840155,5.209961885512615,0.1273140239703155,0.29810563635796694
600,0.0008415053790587254,0.0010204731764363992,0.1821739091263216,0.0006861789721943729,0.000423121022348985,0.010005439151915289,0.004103675019559362,3.1994889971245026,0.61067538885872,5.269934503902061,0.12360034324814213,0.25760287918234415
700,0.0005669920204923169,0.0008788584905112105,0.14306423316822742,0.0007762119919834664,0.0008056345371414858,0.00943658688500949,0.004563396759988508,2.9751713664757813,0.5630934845261686,5.2620515820804945,0.07985503785246009,0.2140688131202942
800,0.00038014009778927077,0.0006913207330009463,0.12455421620768733,0.0008013783526379698,0.0010868496326875761,0.008843452050775998,0.00519221283182685,2.7704631017582924,0.518216345839888,5.247902332344763,0.0749067456866396,0.1780183650049135
900,0.00022926413400993216,0.0004836239734713386,0.09753587172809464,0.0007011286064766784,0.0015684181343612075,0.008628262424085986,0.005371386098492678,2.5450265337019413,0.47228663245506697,5.298005066863955,0.12380986195904206,0.14686753118773596
1000,9.906348743526267e-05,0.0003003492311045695,0.11124832546127303,0.0005433048796787915,0.0021031186595080933,0.009056071710026693,0.005087919817804591,2.360287566188063,0.4396810362594027,5.255111233167529,0.12222994513266959,0.153510948364423
1100,-2.792482305121837e-05,0.00013172658754362257,0.10253521441609383,0.00036644987274113373,0.0024975932511704328,0.010695917209113379,0.003194900921246848,2.1481198992344837,0.41032629026778966,5.27896741802053,0.08697256791021211,0.1584885964365586
1200,-2.6260406384261613e-05,0.00010397272752921248,0.22574206631457647,0.00027802755401386747,0.0026884582228151412,0.013335041550865042,0.0006582161359267342,2.3414676706225936,0.41453551622820417,5.1513422948286065,0.216775030844136,0.22443062179165937
1300,4.378950836397661e-05,6.968689650532389e-05,0.3744614712496477,0.00028515749725932537,0.002642691052520167,0.01380788613029891,0.0002365967505273264,2.8107171761916017,0.4840120545938934,5.1041134948932765,0.20905656059860872,0.33354554042143
1400,4.174999620634105e-05,5.192717526066184e-05,0.49583099356277793,0.0003134492591226331,0.0025988217511170564,0.013694790362223697,0.0003561978989889739,3.2113005646237647,0.5526797508545527,5.150982329504087,0.24593721669014462,0.4238538376046266
1500,6.086630869083237e-06,8.30557453116613e-05,0.5963023482082452,0.00034599133911984383,0.0025613273727029783,0.013665323180641776,0.0004932983015102185,3.4316589039950784,0.622684069121114,5.102079328438435,0.23690210855538857,0.48893670653740057
1600,-5.059886542797175e-05,3.969012285844672e-05,0.6659826901273979,0.00038275814678135673,0.0024834366235973737,0.013575698769175663,0.0006064892285069443,3.662864036043942,0.6638637713669553,5.105356667134782,0.22543839065183033,0.5474005046664916
1700,5.7239928751873055e-05,4.888110748937032e-05,0.7252817287066214,0.00042756582720168766,0.00258365529550354,0.013402531940393057,0.000741754464679919,3.7648949676324652,0.6864803538692172,5.152299459543636,0.26393910943640386,0.5741328023290508
1800,3.634311125675378e-05,8.107602188028593e-05,0.7374519543078673,0.00043501369404223605,0.002475065894394802,0.01320533586553704,0.0007283297246287988,3.9358989768622767,0.7272378186280933,5.115184201975721,0.22387042887772418,0.6019077220841569
1900,-4.409263807240621e-05,7.101046290585357e-05,0.721812108829161,0.00046277887888560883,0.0025190770973819885,0.012970100370111629,0.0010137382566902055,4.044599731172399,0.7357162458077136,5.144457800903898,0.2397399677094937,0.5972007688787734
2000,4.50214168294639e-05,6.52416907458962e-05,0.7200135024791033,0.0004913395082533532,0.0024251847659303816,0.01277116591208226,0.0010956135938088962,4.04664230179369,0.7449882484475325,5.162535619058019,0.22994655218683163,0.5992190885366653
2100,-2.9903436432583413e-05,9.664810465918858e-05,0.7071169557844842,0.0004944002278476112,0.0024466743180927247,0.012726839305489498,0.0013094560828222801,4.206707029624263,0.753119617768072,5.125372896049399,0.23015479565979372,0.5853673337192999
2200,3.96013842462133e-05,7.858242849590724e-05,0.654934974233107,0.0005104153659636714,0.0023359036934631244,0.012544788556765196,0.0013961667888321419,4.1182838488963345,0.7603232753581866,5.183210033841916,0.20562767465365908,0.5760891981428504
2300,5.9982044076801314e-05,9.577650915279809e-05,0.6451491414031914,0.0004919993278215507,0.00237175478756553,0.01257432661381087,0.0015799531560479923,4.1567769625955115,0.7765146742323982,5.180674614955038,0.20511442588859002,0.5635946646614037
2400,6.824129680997689e-05,0.00010773070625162951,0.615627071897271,0.0005127005539496945,0.002423825986216077,0.012413894539831707,0.0015174815835520337,4.110160912069913,0.7647453210468148,5.152364430847668,0.2096864615842962,0.5604526104270671
2500,2.9319696713773854e-05,0.0001244468216303299,0.5853310961494202,0.0004967760884463411,0.0024265466230964554,0.012453430362996835,0.001640367842193207,4.154262406984097,0.7648589779117754,5.163511986268087,0.17774902616860822,0.538989525441009
