milliseconds,PII,PIIUMP,GLN,PIIUMP2,PIIUMP3,GS,AMP,GLU,AZGLU,ATP,ADP,AZGLN
0,0.002940970287817702,2.4393179658460673e-06,0.9969239199577301,-9.470963430527156e-07,1.2820572434289343e-05,0.014006575167914806,5.930468686240041e-05,1.0441672965623991,1.0040241392139255,2.716086360699703,2.668908365108791,0.991276660420823
100,0.0025206074693725194,0.000473766370196694,0.3479872316723285,3.291232416251314e-05,-7.455528442416447e-05,0.013314097333544059,0.0007760357816827932,2.7120368987730896,0.48254489816017826,5.137195275494033,0.1709118565697701,0.5575637432915515
200,0.0020187954238044,0.000743525864876919,0.3608823307375163,0.00014506535373927569,3.407148946008413e-06,0.012387975324564069,0.0014816852410456224,3.135038927060001,0.5618342838295309,5.204583068881021,0.2122162981830132,0.39802503107163995
300,0.0017588011129858077,0.0009149445217175321,0.32543774024134225,0.0002906666014110561,4.157374797267584e-05,0.011872818562726189,0.0022376012727793613,3.4048854049091704,0.6020337591126316,5.178780630375505,0.17769667398892858,0.34819991611967477
400,0.001479047391368823,0.0010576026250066078,0.26285833282243043,0.0004137320277623074,0.00018698875157261428,0.0110710155034283,0.002771323146155331,3.416546529292673,0.6341844230121652,5.221415431159729,0.16215750709340293,0.33108358542289484
500,0.0011043415315568812,0.0010535214116754686,0.2331133894435976,0.000557408187358103,0.00029430630320881974,0.010407204905492478,0.0034181673699343242,3.3592857851628963,0.6259885839486196,5.2059190681010445,0.12428586951528522,0.28696991457951365
600,0.0007994958172505713,0.0010268225568991587,0.16749355193930662,0.0006775043566794715,0.0004364281041232312,0.009868447153314601,0.0040005316516781705,3.2441270652135845,0.5963073293023631,5.266644368692562,0.0903851402017159,0.2550482853436771
700,0.0005375024923043285,0.0008833693955543947,0.14887170657555948,0.0007650400633976368,0.0007726110963173748,0.00921864579064683,0.004599464944780322,3.0897452588404466,0.5692232833972533,5.28006423149695,0.13071446162803285,0.21919845036611124
800,0.0003480124435858335,0.0007279142074603777,0.1170579895537174,0.0007761309767307134,0.0011076610521386044,0.00878520614982888,0.005172027152697162,2.8351771077885304,0.5381078619816012,5.256954422778538,0.0754917435243607,0.18904967536793327
900,0.00017244375510095097,0.0004994672210101315,0.10559705749238807,0.0007110934407287619,0.0016115255385810096,0.008734763173326113,0.005239386769613667,2.5380623992961238,0.48479356341571883,5.251313347492723,0.0854261941524624,0.16587420319738727
1000,5.558568489857989e-05,0.00026734439389153157,0.10151181362787517,0.0005402814127310526,0.0020048182078739483,0.009056514427803168,0.004956405387443323,2.279130332471907,0.4279694355385858,5.307561537088987,0.1218230039916825,0.12953731859175738
1100,0.00010516406816747569,0.00016002440453101774,0.12549445527042163,0.00035974684223652974,0.0024293418022778078,0.010842836447310444,0.00321552797723434,2.262645204803545,0.39753209796309924,5.284633721011588,0.07819364182394381,0.13894221701064274
1200,5.766694875995551e-05,7.448971265737647e-05,0.24965981538386645,0.0002776302010565966,0.0026020496701237173,0.013412755159468577,0.0007711893434619247,2.334681597286774,0.4153205546019555,5.153544186631838,0.18509231756951783,0.20375314059641486
1300,3.628713671263287e-05,4.470015604182657e-05,0.39886692558140885,0.0002819088238653813,0.0025704442008376927,0.013799453919603667,0.00022455991812500017,2.760145293070993,0.4937526084670606,5.147615380238035,0.263602065891864,0.325845513088419
1400,-3.335361516162607e-05,6.581779450993185e-05,0.5008095288790269,0.0003202684358534515,0.002580499840372579,0.013605584484218365,0.00037465163646634663,3.198547543084607,0.5613876280804442,5.105727482408362,0.28231877515015635,0.42121538415096227
1500,-3.652945808700671e-05,8.303530813208931e-05,0.6035637428467033,0.000347112433686812,0.0025249914334104645,0.013625353860451042,0.0004607891788336255,3.390114745597062,0.628072165748749,5.093868959973996,0.22509133882430632,0.477034371026275
1600,4.984084244121363e-05,6.388812533675945e-05,0.6747577711862712,0.00038912264603450984,0.0025136555853008673,0.013477599821774482,0.0004332560889435846,3.7264551779882376,0.6670991954036783,5.128904253394355,0.26365758096581227,0.5351295594670401
