milliseconds,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS
0,113.9728254991659,-1.076991466031533,-0.01940455356765245,-0.007366403908249733,6.995761969135367e-06,0.014418244029863119,1.4434039929988018,64.46341626971106,2.784513212094427e-06,-6.805870239006414e-09,-0.0012209151143752948,4.739661899371739,-1.0132204335030305e-05,-8.889119979778958e-06,-3.173666718180885e-05,91.70748982273507,7.35859899876189,5.11609042376948,5.772772476739363,-0.003905714062303153,0.0001398679311831323,-0.03060223266028847,1.5108328656712182e-05
100,23.347487865692788,81.83261424556206,0.028035706809217784,4.84417429334216,0.00025850210253218123,0.0070848648117949505,1.4434040127294996,64.32846146437934,1.1767356964707733e-06,3.332811150659862e-09,0.019823609232282692,4.739233906488286,-1.4925723016923908e-05,1.8926652077365033e-05,0.0001188395084989669,2.1883122396084125,0.09240494989159923,3.570059265611112,5.77273722430472,0.009800755248529797,0.4569010217958124,1.5069102604383413,5.13307070142331e-05
200,22.11913419954627,84.92261115588074,0.15369925627951098,3.7781723151542232,0.0004010228711673283,0.0086923751297366,1.4434040063955351,64.33708172583503,-1.385293071931961e-07,5.459088994936821e-10,0.03872006494420076,4.739580760254743,9.199987458643373e-06,-1.68498592487529e-05,-0.0002817910020681056,-0.5328874028272563,-0.04245870665604873,2.439911223808612,5.772881756628621,0.024648668120455384,0.4695809219491035,2.693153554487202,0.00011769330997127834
300,22.264132400142035,84.52994325523608,0.14213906753929645,3.1164962794502036,0.0005007839821388927,-0.0009488729042590825,1.4434040091080487,64.25185613598832,4.776325995762215e-06,-5.294483140118872e-09,0.04252535679507562,4.739746245899185,-1.5404124932562932e-05,8.902815618909217e-05,-0.00019812798522709482,-0.8208567178571612,0.02374981827191795,1.7006156510350403,5.772790210319409,0.04947101435596613,0.4705122489014392,3.352081579271071,0.00021372329310670349
400,22.116907272512908,84.40927628145036,0.10705340432675946,2.760917500128598,0.000548930550560073,0.0011449788102474495,1.4434040034513926,64.04312524320088,4.064590904960546e-06,-5.43638006002538e-09,0.06581335866702628,4.739435200283652,-1.4526103853131435e-05,0.00016755411467572396,-8.726331735595474e-05,0.6440794439373856,0.0806024000432622,1.4125464260873188,5.772675597663094,0.06989685917860064,0.4639521386254492,3.6028513069729162,0.000278488381352429
500,20.872869446470165,83.43710614614587,0.15366726569538305,2.382399177431904,0.0005820183557845604,0.01886023152866435,1.4434040089064915,64.13022151936353,2.0414193231578063e-07,4.164286760954414e-10,0.06348908169013563,4.739494089672505,4.4710342230528486e-05,-3.214656111517001e-05,-0.0002528740684601298,1.0235053879731153,0.05244548782897843,0.9647055946824036,5.772664895034981,0.08775832066331174,0.46864581635673574,3.9560519675901418,0.0003464288907328993
600,22.005071895664912,84.61873985899167,0.33359073126271677,2.2552525060911286,0.0006209899988898672,-0.0020507892516571577,1.443403987682125,64.08103715514031,2.7096066861539925e-06,-1.916855370049407e-09,0.06839329297195043,4.7395938425898,3.964089142084248e-05,0.0001571550264309219,-5.8367946347656264e-05,-0.9851129946597721,0.05145482450645648,0.876005262463081,5.772598141844098,0.11902854150255454,0.46249080556966093,4.177336344652148,0.0003857042095800872
700,22.005256385990446,84.5709634223567,0.38278470249616947,2.1375137461040303,0.0006270676987577095,0.02039471090567077,1.4434039992840124,63.912442006224545,3.4894169973300063e-06,-5.572464505600942e-09,0.09316028659125863,4.739134804625954,4.735456153457963e-05,3.052299607139812e-05,0.00014403362048528905,-0.8320813850673434,0.07553141105626021,0.6888969527876577,5.772580466346407,0.1393183255956749,0.46736601964756136,4.298696650016321,0.0004337175180183684
800,21.633669343374038,84.33107564513216,0.32248856590042196,1.9369122243645447,0.0006536743736223362,0.018419283787228936,1.4434040028953932,63.8737397007301,8.549271564112572e-07,8.718524976989158e-09,0.09954176866495047,4.739520893558123,8.666491777691086e-05,0.00011405001470935662,-0.00010518297915621218,0.47522645700323335,-0.043881607909963094,0.5921600406308409,5.772628931050853,0.14649982632031414,0.4713343962647712,4.401230405329035,0.0004770590867364666
900,23.16950086542999,84.25187147897078,0.399469415325796,1.9354071358319607,0.000648929897845477,0.003562297284086604,1.4434039923062891,63.6976005620461,-2.0980584881675872e-06,-5.12999709698845e-09,0.092149430716869,4.7396730656758415,6.297787319623899e-05,0.00011925973770721581,0.00025980353129345917,0.27472992547036296,-0.018227248660080814,0.5135063696914639,5.772501703093422,0.16420910239664027,0.46223496927812696,4.459850390619949,0.0004928532241295545
