milliseconds,cyclin_D_Cdk4_6,transcription_factor_E2F_active,cyclin_E_Cdk2,cyclin_A_Cdk2,cyclin_B_Cdk1,Cdc20_active,E2F_total,Cdc20_total
0,0.7205,2.4855,2.0,2.6,1.0,0.5,3.0,5.0
100,0.7149053426355735,2.5162140783524993,1.9653651267783532,2.6319063389593427,1.0409236463154932,0.5058205575742936,3.0,5.0
200,0.7093312553304377,2.541259203020536,1.9303231992326486,2.664150235904329,1.0823469078012726,0.5122484662854163,3.0,5.0
300,0.7037779766946468,2.560609518971849,1.8947518818404343,2.696619372732183,1.1242595660666432,0.5192838795482593,3.0,5.0
400,0.698245717799559,2.5742566531793654,1.8585312814500246,2.7291986930981906,1.1666481776684885,0.526925935498201,3.0,5.0
500,0.6927346900621216,2.582199376477347,1.8215463963154988,2.761773825762301,1.2094971940368826,0.5351737281362513,3.0,5.0
600,0.6872451064005441,2.584441774238921,1.7836872724054433,2.7942306414862483,1.2527886226795213,0.5440262741922848,3.0,5.0
700,0.6817771815896099,2.5809891606459145,1.7448489967014438,2.8264551513891907,1.296502017423222,0.5534824831783576,3.0,5.0
800,0.6763311323356437,2.571843320851796,1.7049316340151524,2.8583334411268884,1.3406145324504963,0.5635411265378919,3.0,5.0
900,0.6709071772420594,2.556998342812576,1.6638402021482521,2.8897515812420242,1.3851009524387494,0.5742008058831508,3.0,5.0
1000,0.6655055367627977,2.5364377746544404,1.621484643700378,2.9205954849727487,1.4299337038666624,0.5854599206268861,3.0,5.0
1100,0.6601264331672891,2.5101334756628035,1.577779797481398,2.950750726349577,1.4750828568795722,0.5973166348420323,3.0,5.0
1200,0.6547700905141066,2.4780461205478725,1.532645402351451,2.980102347772502,1.5205161228143291,0.6097688431560816,3.0,5.0
1300,0.6494367346269675,2.4401269988487764,1.4860061741733863,3.008534685760491,1.5661988491909282,0.6228141355791216,3.0,5.0
1400,0.6441265930694269,2.3963206049599206,1.4377919917858468,3.035931235437365,1.6120940128574963,0.636449761241335,3.0,5.0
1500,0.6388398951170067,2.3465675341292567,1.3879382200692545,3.0621745645853182,1.658162211977614,0.6506725910598395,3.0,5.0
1600,0.6335768717265808,2.2908073234304034,1.3363861931733259,3.0871462799204625,1.7043616577868879,0.6654790793822002,3.0,5.0
1700,0.6283377555030829,2.228981031965295,1.2830838815435919,3.110727042838754,1.7506481671669656,0.6808652246773843,3.0,5.0
1800,0.6231227806634501,2.1610334933381248,1.2279867709745877,3.1327966292902034,1.7969751570546064,0.6968265292921977,3.0,5.0
1900,0.6179321829973144,2.086915276601725,1.171058988960506,3.1532340281312803,1.8432936415904475,0.7133579580965225,3.0,5.0
2000,0.6127661998289188,2.0065843482146106,1.112274848674275,3.171917572238165,1.889552232918418,0.7304538991830151,3.0,5.0
2100,0.6076250699683268,1.9200077946982363,1.0516206446199623,3.1887251011013036,1.9356971459678496,0.7481081189253761,3.0,5.0
2200,0.6025090336661637,1.8271634423133032,0.9890971773186467,3.203534153066513,1.9816722083585492,0.7663137210640006,3.0,5.0
2300,0.5974183325157988,1.7280411792779264,0.9247222448123436,3.216222181862954,2.0274189588602627,0.7850631308128162,3.0,5.0
2400,0.592353209335334,1.622644196323437,0.8585335622255614,3.2266667663726327,2.0728767822466794,0.8043480934954682,3.0,5.0
2500,0.5873139085808217,1.5109967646849185,0.7906025467716209,3.2347459882848453,2.117982120662491,0.8241593748235385,3.0,5.0
2600,0.5823006757505215,1.393142892519508,0.7210346446519753,3.2403387889468958,2.1626694346948563,0.8444869985425206,3.0,5.0
2700,0.5773137574875258,1.2691534575299763,0.6499849247713437,3.2433254329890606,2.2068709584943407,0.8653201158768631,3.0,5.0
2800,0.5723534014869489,1.1391325010729825,0.5776731670156595,3.2435879650001156,2.250516817511196,0.8866469977717953,3.0,5.0
