miliseconds,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta
0,-7.973361599078325e-06,0.0180542227923517,0.0038140189720039302,2.3077304930989782e-07,3.603312624037106e-06,-0.00011450894781789938,-0.01258693172424732
100,0.0019392718516078589,0.028239663585861885,0.015178812601601263,8.075002384147058e-08,4.135612326278651e-05,0.0006867113528809246,0.19097863113326116
200,0.0009383654215441584,0.09332265538566618,0.006629684955132629,1.1062084116309163e-07,1.9808578893963758e-05,-0.00015845050480251628,0.4401481941237602
300,0.0006347428391221496,0.12517490721223964,0.005921735252022508,9.332555577131278e-08,-4.384234615505758e-05,0.000687515712916411,0.5115607370018231
400,0.0004840498235823935,0.15692306607813916,0.022102076946518,2.0607758039486586e-07,-1.8408587918163894e-05,0.0008492686952975409,0.7357625248980889
500,0.00036821831106800346,0.19661701717758673,0.029938046277957382,3.676295032624214e-07,2.2623254940116815e-05,0.0006358906507668991,0.9523111921457066
600,0.00030753934002126414,0.236331534296298,0.07311889290221378,1.3203131553071353e-07,3.968528878150445e-05,0.0003561673972460421,1.167037329320579
700,0.0002679365689302828,0.2446102517475714,0.09173962346374019,2.397376278236069e-07,2.9608233632977312e-05,-0.00040613008882541674,1.3918319789432638
800,0.00023626037919471438,0.307399077631151,0.08943728879716213,2.2911709839539184e-07,1.0058980918904343e-05,0.0007157075271809675,1.6192260304678816
900,0.00022866856543713154,0.3422781714326707,0.11833428691190234,1.720218400541822e-07,5.920138083985056e-05,0.0008270420115335938,1.6650078377411142
1000,0.00018363301898165853,0.364520702774944,0.1503409065581592,3.2451356105984747e-07,8.254713072149214e-05,0.001061474116227977,1.932465434713537
1100,0.00017894260924520067,0.3933778073682452,0.16777993994575502,7.912674448571841e-07,7.952719426290054e-05,0.0016841596117434595,2.1350565655215927
1200,0.0001720483607623149,0.41960363867366995,0.173680109407959,9.898009304395853e-07,0.00011271836919995705,0.0008299362823153903,2.2710792264257926
1300,0.00014490343819265294,0.4351980774341272,0.21233902689883058,1.0543093951723893e-06,0.00011943979890128114,0.0010879117823513708,2.535413717418552
1400,0.00012601635789307982,0.4803222340557249,0.24410726282523657,1.435120451803631e-06,9.275846196878088e-05,0.002217179257774494,2.7593986917039732
1500,0.00014343145206669074,0.5045708272890187,0.25047580185697016,1.6165680044432387e-06,0.00016603626987709124,0.002519673745105899,2.9335716153779314
1600,0.00013066698512723444,0.5327604309774215,0.26722032848988364,1.688596447216921e-06,0.00014035350434279468,0.004071100870303237,3.0762235956227224
1700,0.0001317832876617106,0.554303310975535,0.28224860461750695,2.064763946836552e-06,0.0001476970125314846,0.003749234203120627,3.1646829490418447
1800,0.00011491544714598095,0.5539765999902991,0.32548897918040937,2.304907131358558e-06,0.000208539050893126,0.004394082104720945,3.366914601938355
1900,0.00011883075544818803,0.5880058093797086,0.3317417642355594,2.7464494718257204e-06,0.00022498990371880233,0.0056959453679268635,3.57182313389633
2000,8.878426565465925e-05,0.6375547375715337,0.37011447784746354,3.112229519566156e-06,0.0002958888085523144,0.00500716130480049,3.7830043747872275
2100,8.36739946282367e-05,0.6428880054532536,0.4114080423289311,3.1597333024462795e-06,0.0003280293751868668,0.007203748398507927,3.8996022810779207
2200,8.605600909929704e-05,0.656281953953101,0.4272551384870953,3.616432419600286e-06,0.0003365192342690487,0.006382905869472114,4.062646383120208
2300,8.053271745419994e-05,0.68096982672498,0.4547131800041248,4.343664404759259e-06,0.00035677451729005625,0.007933769487450712,4.109879513588462
2400,7.538960626730595e-05,0.7234286116257416,0.47031520121221776,4.4936612104047805e-06,0.0004301740391364347,0.009173416986660136,4.364152435056066
2500,7.543375886898503e-05,0.7646512979319179,0.4785493548243577,5.032384028729788e-06,0.00047699223531344416,0.009417523973661615,4.384569291025839
2600,8.186454601146087e-05,0.7540967180361554,0.5046794080879187,5.315790505993373e-06,0.0005228630308760815,0.010282920077725036,4.612000197750982
2700,8.265470907797442e-05,0.7926808341596301,0.5377344621997268,6.227899595439033e-06,0.0006344269646237435,0.0121405376477955,4.703836457919764
