miliseconds,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta
0,-4.638582973751311e-06,0.007513238188910309,-0.008232751154554019,-8.349764357020703e-08,1.023925621425287e-05,0.0004978080479307027,0.0015346027816922942
100,0.001937081807464237,0.03975086307764859,0.002757442167852258,-5.1104773873374796e-08,-3.7304772474966975e-05,0.00013049670009488754,0.20575542796451238
200,0.0009464051960821899,0.07473826257412168,0.0007250762133180792,-1.1310017518947443e-07,-3.3818135194093774e-05,0.0004746432771116166,0.4131867746729586
300,0.0006417532260973249,0.14250202029634437,0.010547586756184373,-3.1205877762970977e-07,-2.220656479680473e-05,-0.000523157887983841,0.637454775733396
400,0.0004712742065232533,0.1569584700165435,0.026028656896003394,2.857187989561642e-07,-2.7703382099213773e-05,0.00028632835418115,0.758709112592838
500,0.00037214876988044297,0.18735318902372766,0.04261677630884337,2.508138282585481e-07,3.9694742511539195e-05,0.00017393361965608022,0.9321329864955239
600,0.00030836000525408437,0.21616125862434116,0.06088960831056402,2.490560654338348e-07,4.313875661050954e-07,-1.1238597703354045e-05,1.130779267316305
700,0.00028508188438022315,0.269027531543839,0.06750693014641904,-1.6312579315673724e-08,-2.5960158904638914e-05,0.0006244910957606,1.4307729407789995
800,0.00023503880220028078,0.2871908874177342,0.09571001350720171,4.746605587613408e-07,5.0477986815391234e-05,-6.472897391140119e-05,1.4949126858820434
900,0.0002153263150746544,0.3316284991780818,0.10120496789326178,6.71414679086023e-07,4.408314788035139e-05,-4.0045536435212386e-05,1.8292971100602364
1000,0.00018493443414337678,0.3428624761150331,0.14629047313000557,4.491145628106461e-07,7.409795981083512e-05,0.0009015680788059478,1.9024859322577705
1100,0.0001700920391882241,0.37913642379181844,0.1428616220360906,3.4266422286559926e-07,3.972947411715004e-05,0.0018589736795989354,2.1541513839932906
1200,0.00015489819257525348,0.4132041475447273,0.17392269232628316,1.072454753523744e-06,6.269932643608986e-05,0.0013330931153973258,2.2835307823438145
1300,0.00015445682902034375,0.44226843534512905,0.21913068119375942,1.065101865698248e-06,0.0001336388310477972,0.0017140585535017662,2.580278908729899
1400,0.00014248075685559665,0.47694537085401706,0.24211340762570724,1.0847811096596211e-06,0.00015209218975079482,0.0017107916171284654,2.7484462983179014
1500,0.0001354762255007977,0.5039722810461899,0.2379965223335578,1.6379123125377558e-06,0.00015255943384848974,0.0020875523088689234,2.8469316433012204
1600,0.0001222556266877718,0.5282333421382875,0.2595425847400852,1.819964176463347e-06,0.00018784906416278717,0.003187012864315597,3.0901866346925426
1700,0.00012399842023705314,0.5469337825374525,0.28797723655439533,1.9507688681097083e-06,0.00014910767841121834,0.003229573592588059,3.22933504652351
1800,0.00011561215458661525,0.5844591080228401,0.33324455198900055,2.400592474995011e-06,0.00021127562195191401,0.004986074754186487,3.3422820266474407
1900,0.00010902296204805586,0.6021855572137058,0.34318961645760493,2.57616431550633e-06,0.00024094207228810206,0.005583526409523722,3.5116063042530135
2000,8.91934535842526e-05,0.627559261745453,0.37312351208942324,3.236995009535385e-06,0.0002789806210715905,0.005502543914285277,3.801664693893256
2100,0.00010109748219866541,0.6382438150426537,0.4001636686826407,3.4701984977938886e-06,0.00033772737765143797,0.007112445865645718,3.836168368373615
