miliseconds,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta
1500,0.00012209906220509743,0.47045508616936,0.2620157323629121,1.4025380306147524e-06,0.00011584931046904986,0.0028008007211561604,2.7994618142350824
1600,0.00012798232689825015,0.5099008347529341,0.28513252682140583,1.925717146086409e-06,0.0001724894093662196,0.0032419355201802995,2.9873640379411226
1700,0.00010236769645394866,0.5574622987254771,0.3004825385531956,2.087498119653276e-06,0.00015692575991914774,0.0037150459812854146,3.1695177002731167
1800,0.00011354234756115095,0.5640759115362253,0.32617171959723557,2.5484285276108106e-06,0.0002053473722515158,0.00490770663513803,3.3820500568451766
1900,0.00011667632184754695,0.5770417378074666,0.35828881113881683,2.5729579225825793e-06,0.0002142521351959346,0.004706788581992105,3.497401972282839
2000,9.692264163959521e-05,0.6217074145652597,0.3612882449633095,2.972930911815399e-06,0.00032426914006583336,0.005608313026603571,3.634069350269689
2100,8.384171002490394e-05,0.658806537107257,0.3836440195986023,3.1279173553648473e-06,0.0002976602527173281,0.006827190817648427,3.9620678123025668
2200,9.830352126818316e-05,0.6785334516386905,0.40608668524552877,3.834395360183286e-06,0.0003231529752298627,0.0077413308572719785,4.036082000528469
2300,0.00010410974148198103,0.6791818975772275,0.4387600189670018,4.411002391658622e-06,0.00041662141140967574,0.008354577594018723,4.249662285781477
2400,7.574964148709087e-05,0.7262982883692017,0.46352207224673686,4.2299296511744185e-06,0.00048286243201205506,0.008332024622959653,4.38923839686886
2500,8.788527225569701e-05,0.7590438382532511,0.47668830743890933,5.067249322608461e-06,0.0004656670391061128,0.009108282481368045,4.525574613962915
2600,9.392650468489981e-05,0.7826534823378455,0.5354962187647664,5.271324963975816e-06,0.0005144407186968669,0.011551626369219746,4.5319983547075395
2700,7.459445684543043e-05,0.8004580622131718,0.5445067908700433,5.849438923126524e-06,0.0005737626431195848,0.011967464094995996,4.671307417933372
2800,8.087949577907679e-05,0.8251519772135685,0.5631389439550776,6.613075901824113e-06,0.0006312333566283509,0.013735989138282056,4.863500718102061
2900,6.702117660645035e-05,0.8637612590537636,0.5880786275413491,7.066872893040966e-06,0.0007540277573094336,0.015190898391584272,4.911845902687329
3000,6.583097807021714e-05,0.8873090330733103,0.6008783312815332,7.3618824685180345e-06,0.0007891597979240726,0.015589991657981634,5.102383923351837
3100,6.242191232758174e-05,0.9123610974553746,0.627904717413332,7.940856267591017e-06,0.0008700353758637345,0.018535653656910504,5.0995890189932345
3200,7.699081258547825e-05,0.9291745289472411,0.6697265216619847,8.611036560790603e-06,0.0009819103304963448,0.018547168368626594,5.2796535997851155
3300,8.069950136106956e-05,0.9580367356523668,0.702011792110148,9.531623398715003e-06,0.0009928615721467482,0.020249996393382052,5.326559447709509
3400,6.0002117670954915e-05,0.9741944496784755,0.7241623396051521,9.743183482283667e-06,0.0011282760884882392,0.022794116050523252,5.339331582566258
3500,8.167502652546387e-05,1.0106229021983142,0.7242648825046916,1.0810347949063083e-05,0.0012532440552127711,0.023966715744990773,5.358498065917935
3600,7.88437680721273e-05,1.0100136600829062,0.7481383390812296,1.1291387293447471e-05,0.001348881752621696,0.02567230452964736,5.44203402112887
3700,8.037826493467378e-05,1.0319985189118446,0.8046779464552795,1.2441919283944194e-05,0.0013772002459294106,0.027762908082876687,5.452272577461472
3800,6.742484838015338e-05,1.0585179403060248,0.815531156254152,1.3074883415001335e-05,0.0015482564407539028,0.029893876369798348,5.552628477392638
3900,7.042875842013336e-05,1.0894010015364504,0.8498328689426612,1.3659024571021518e-05,0.0016066123345395773,0.03256136760799929,5.604595431503243
4000,6.158448008855021e-05,1.1424097889468006,0.8477969834574434,1.4009379943490946e-05,0.0017468380371734706,0.03519686523336358,5.560193482801338
4100,7.986726628936827e-05,1.1665473904807224,0.8945016660657553,1.5352146041891777e-05,0.0018263808085434566,0.0364159871302524,5.638062876262377
4200,6.430762040687025e-05,1.1704458428354825,0.8960953191718702,1.5904611781721662e-05,0.0019764041916769085,0.03984195538747251,5.472675747778819
4300,8.394626692194762e-05,1.2222891606208544,0.9321594926616381,1.6865452739828963e-05,0.0020719588348811517,0.04212139237926187,5.61502302886507
4400,8.43461328150085e-05,1.215131494802136,0.9574412280402865,1.7771571470280314e-05,0.002223894364489144,0.04415165155383621,5.556194016108875
4500,6.574944823322156e-05,1.2727352021630052,0.9941094612272214,1.8226283918497316e-05,0.0023768418004427427,0.047454806699887726,5.561994574892522
4600,6.896727264459166e-05,1.2986281337504697,1.00536244003132,1.9119577169295e-05,0.0025351595042362347,0.0506259786130353,5.596176602269064
4700,7.57057375999306e-05,1.3069098008306588,1.0309579256030683,2.0399681971808322e-05,0.002681438279506596,0.05377846000491658,5.610677988582493
4800,7.179257642662257e-05,1.3406556422817628,1.0558118736065627,2.084446805275082e-05,0.0027997231155849588,0.05635689924097166,5.622396930907616
4900,6.959444277097957e-05,1.3616166759469146,1.0674623110210721,2.1760351540665333e-05,0.003007912254457876,0.05930231516005504,5.613166444585168
5000,7.39794928603294e-05,1.3844717725267095,1.112036891657211,2.2685647030080576e-05,0.0031870447638924996,0.06249588283878558,5.606858055230557
