milliseconds,H1,H2,M1,M2
0,3907495.0417440017,-0.15436328945491096,5996.522379531326,-506.94744456918625
100,269472.7227280905,0.05485061280947016,3100.10332238498,-379.5205016928424
200,2479535.6289055552,-0.48839959745373157,8141.729327380955,-92.54258688007594
300,-1274588.1038710985,-0.22953631081569342,-1490.492775161212,455.14612171628863
400,-100014.0696293211,0.036665042777339014,-3289.3459114120915,-347.3130508531496
500,-603199.2110795679,-0.5173562782820499,9167.048207234533,320.63077050751394
600,1366581.2610985595,0.11742762107716964,-6415.891877026077,-416.08986509845704
700,-2229073.165767783,0.5479358558186821,5162.0558516782285,513.7109679267518
800,2778592.7145103444,-0.13737429015327204,-4905.957154633022,-564.578368724208
900,2853486.1961274426,0.6080724020234642,5950.761780261511,327.16653163794103
1000,-653908.7999902475,-0.3439344058102738,-1732.8598045283327,-184.50552714663468
1100,208768.56847039878,0.18275632517312904,9078.159498449631,640.5353943439374
1200,-2975021.791031762,-0.29137410382291273,8748.692863113534,-656.5926974699388
1300,-3842573.102131231,0.11533550290753061,463.26791797794203,361.89273743418164
1400,-536248.087727486,0.38687296204110155,-4565.99693879508,-505.42678576234414
1500,-3252911.1744697345,-0.13427213823605041,2583.9291160009525,325.79307538916913
1600,-1162471.0929832926,0.5620130707990536,9805.07081669774,-550.3649981045096
1700,-4148456.3503249525,0.09827096519265856,-4158.869112927853,-217.48075554439168
1800,-1317834.8448639165,-0.2785083606248709,1498.8818518733879,187.237414470259
1900,10093753.442402665,0.4708011107531196,-2095.8379465873063,-76.92055974403094
2000,103755577.00886203,-0.45979890950679403,8223.8893450803,-185.9902592337127
2100,96413302.85126169,-0.21893906722750153,23268.190797827086,705.1871072460247
2200,98216294.69011466,-0.33100751649723104,25871.005984085845,891.767978681968
2300,95448598.13709,-0.009449097478073383,37079.15758429093,816.7253012135793
2400,102676790.08189422,0.6844133503724541,45671.54233821192,971.4676393586631
2500,97921040.19766207,-0.07252769329518893,56399.8262134186,579.035888953749
2600,96762289.99647932,0.5820975702406695,67793.64439815961,429.54702022608194
2700,98310118.23835333,0.014509261687616015,77238.37064325387,1112.382494526609
2800,98876613.46393286,0.03849055331796247,88650.1457691156,1434.6455345521556
2900,102747829.13632081,0.16066976028299407,89769.57825753106,2692.2479608661984
3000,95183900.33879626,0.6095539389165038,99556.4737888651,2900.588672524752
3100,103924193.94505297,1.5624622110176998,105971.49182317097,3632.5469271311404
3200,96940521.57738356,2.0745305155617055,120378.05690798786,3900.988923792073
3300,98735445.46208628,1.5487685846141228,136458.90911619237,4998.02398613739
3400,100568052.28637318,2.9921916725772384,134495.95548596678,5489.182356582588
3500,100413653.62018043,2.6817617060955046,150918.66644423653,6259.033705824639
3600,95446104.74310386,4.171470056007125,165621.5721912166,6598.421355731315
3700,101958009.37259106,3.8069898146530647,174380.07520316113,8038.666962960271
3800,101435140.98349534,4.589198095247732,176294.3737850133,8872.029941409697
3900,100861922.6150445,5.731298447513471,183185.53307203422,8892.388205379906
4000,103391874.2446452,6.4956114450006694,197265.36389556678,9663.89361448787
4100,99543555.33215728,7.452589264596167,212032.61750807677,11667.316305281276
4200,104343275.78299679,9.157121580551216,219765.32174052004,12708.408871496855
4300,102257833.3160265,10.388331680530552,216721.67932066318,13726.704631265971
4400,98140982.62793332,11.858619214105522,229043.55429047652,15519.130245742603
4500,103708417.85252848,13.536325556059358,248838.74354101397,16213.697065662975
4600,97119441.1523328,14.795607421014877,256218.9788779977,17708.924639857654
4700,102635553.20556241,16.327167061814766,264358.21400539146,20055.708139540333
4800,100227020.49865514,19.017498870148692,277747.69952893315,21926.018568116637
4900,101672455.91387264,21.061302147895272,280023.33533127856,23116.162283781534
5000,97324371.87549926,23.758310318122792,291296.85972638556,25358.102369179527
