milliseconds,C,B,z
0,5.58870159451821,343.2050035992796,92.32467147101362
100,5.515781492380662,344.73767213859657,92.23930402982643
200,5.443965950744937,346.2386614571565,92.15591241620555
300,5.3732480380656895,347.70819679956423,92.07448223975602
400,5.303612097434607,349.14675443658416,91.99498342616342
500,5.235038281435425,350.5549353286342,91.91737803606419
600,5.167516517703858,351.9330433547822,91.84164688653277
700,5.101029633349409,353.2815958634858,91.76775731960802
800,5.035562534444858,354.60104560925265,91.69568075638112
900,4.971099568792994,355.8918621258686,91.62538755878319
1000,4.90762474750838,357.15452242378325,91.55684761889911
1100,4.8451228234586505,358.38948120919326,91.49003223674342
1200,4.7835786646500384,359.5971881924697,91.42491302890413
1300,4.722978248902766,360.7780566179361,91.36146391625735
1400,4.663306253470954,361.9325427944766,91.29965609818098
1500,4.604549155494975,363.0610430971961,91.23946456187561
1600,4.546693258969283,364.16395962480397,91.1808639328427
1700,4.489723527752107,365.2417390944753,91.12382601669586
1800,4.433625729713855,366.29480147727145,91.06832430943959
1900,4.378388461532901,367.3234728465665,91.01433824149548
2000,4.323996772582424,368.32819701341293,90.96183980221093
2100,4.270436952425293,369.3093766204484,90.9108035828265
2200,4.217696963965311,370.2673597016051,90.86120762541417
2300,4.165764089522055,371.2025164674905,90.81302857070548
2400,4.114625339648253,372.1152259697058,90.76624250079131
2500,4.0642683451977675,373.00584741963434,90.72082675125051
2600,4.014681223071097,373.87472532684245,90.67675958594697
2700,3.9658518963084037,374.7222090430876,90.63401896375471
2800,3.9177686432436767,375.5486369768157,90.59258353466187
2900,3.8704196393455015,376.35435282809965,90.55243161302705
3000,3.8237934952951456,377.1396848864712,90.51354248782964
3100,3.7778790040086054,377.90495576406613,90.47589580665432
3200,3.732664998897199,378.6504877007285,90.43947124004772
3300,3.6881403377817574,379.37660311969023,90.4042484464
3400,3.6442943069016294,380.0836096043695,90.37020802235159
3500,3.6011162606569753,380.7718132946665,90.33733065530879
3600,3.558595600189046,381.4415201262717,90.30559704497391
3700,3.5167220024213934,382.0930264627499,90.27498849611453
3800,3.4754852721412495,382.7266251454961,90.2454865357433
3900,3.4348753503522693,383.34260550687503,90.21707291226225
4000,3.3948823318007793,383.9412523843249,90.18972965786521
4100,3.355496496235011,384.522844252153,90.16343920679176
4200,3.316708269855555,385.0876555254446,90.13818424949403
4300,3.2785082369457292,385.635955864976,90.11394777663443
4400,3.240887085226524,386.1680124257621,90.09071293691949
4500,3.203835226186707,386.6841054798045,90.06846204933923
4600,3.1673439520654725,387.18448080829114,90.04717961320793
4700,3.131404429601197,387.6693911070647,90.02684969027071
4800,3.0960079844201434,388.1390842845277,90.00745664457769
4900,3.061146101036454,388.59380346164266,89.98898514248403
5000,3.0268104228521553,389.0337869719322,89.9714201526499
