miliseconds,Cdk,Anaphase_promoting_complex_Phosphorylated,Securin
0,0.30167726106131204,0.0010789281902779796,0.34728452402350524
100,0.30294506479556094,0.004788808470329624,0.35595261993444
200,0.31479014164724944,0.008895282988057524,0.3723683450882009
300,0.3152716852113818,0.01101400880671913,0.37793634368528295
400,0.319800060096313,0.011599888137504443,0.3837777633890999
500,0.32896256701958304,0.013576132464265476,0.3939369720621181
600,0.33279406654873794,0.015579471527905278,0.4103421159802383
700,0.33805321526577276,0.01494533791233579,0.417470074367714
800,0.34123444943129955,0.015807480524661216,0.42385863469729723
900,0.3477037981276478,0.017663221027101054,0.4338548681035996
1000,0.3538642881791323,0.017431223852409545,0.44186046128549217
1100,0.36038160749135584,0.020102915537268066,0.44686553944172985
1200,0.3696908936150424,0.019535040952698726,0.45570984086018107
1300,0.3693820247569193,0.02025353442753057,0.46792742137327437
1400,0.3776421162787867,0.022048311426900464,0.4816015433650392
1500,0.3857228374201533,0.023022044901013436,0.4828010640562716
1600,0.38805317572147996,0.02284277768682101,0.48926177008760463
1700,0.3934310792888206,0.025841265360417906,0.49691361612264584
1800,0.4002265023137884,0.02611720284908802,0.513277273676588
1900,0.4058753084149035,0.02762825766362478,0.5150336431263145
2000,0.4097957729254635,0.02863230399452859,0.5293293510135544
2100,0.4212144779180015,0.029748709679422405,0.5400307183407819
2200,0.4249708561863731,0.030392084167411095,0.547694136632159
2300,0.43155174258522366,0.03240530628793734,0.5510939741826434
2400,0.4372299320469099,0.0326423821636733,0.5638827927799309
2500,0.43743418675257445,0.03526046059021003,0.5742439770326737
2600,0.4427504447558473,0.03632110003207665,0.5754383977990842
2700,0.4505057228711138,0.03666892911870305,0.5825270603170067
2800,0.45886340683307775,0.039909590141349774,0.5992295410009079
2900,0.4575131309975419,0.04007520309638278,0.6063796069034113
3000,0.46759287311217596,0.041518067622659055,0.605595574251144
3100,0.4681707543764261,0.04294994169273591,0.6130760798216939
3200,0.47888744307579334,0.045344769446011325,0.619192988001789
3300,0.4822484165462316,0.047355762322426546,0.637944261180233
3400,0.48679135586475675,0.05022333138496725,0.6432677241956236
3500,0.49558344807903876,0.05095568261694898,0.6489272042932483
3600,0.5028493715736949,0.05492909608051515,0.6507521490951861
3700,0.500884436209504,0.05647702524506398,0.660409072091109
3800,0.5116407242758246,0.05733601335293384,0.674738785110081
3900,0.5184717329292708,0.061651636169993536,0.6793866082388833
4000,0.5226376297677472,0.0639883642895446,0.6784691324660689
4100,0.5218066113130525,0.0649202308697697,0.685959161340189
4200,0.5339299075358082,0.06845810637016685,0.6968666006427644
4300,0.5367613894977896,0.07121392940849693,0.700209253216338
4400,0.5378572102881671,0.07380127399357721,0.7050397824334188
4500,0.5496428603111193,0.07657919691357289,0.7120880172736593
4600,0.5515341476977287,0.08078490869516834,0.727048234461452
4700,0.5551774441238563,0.08210410019146488,0.7308663948408765
4800,0.5650310041600516,0.0864437316847894,0.735023730314138
4900,0.5693716841758706,0.09061889095190387,0.7418650237459553
5000,0.5700644920808193,0.0925153665039073,0.742244290169304
