miliseconds,UnInfected_Tumour_Cells_Xu,Infected_Tumour_Cells_Xi,Virus_Xv,Effector_Cytotoxic_CD8_TCells__Xe,M1_Macrophage_Xm1,M2_Macrophage_Xm2
0,507858.6346843222,0.0,0.0,1.0199162890081972,0.5896784197606758,-0.004423498123878775
100,472808.6700739511,0.0,0.0,-1.0363964019585943,0.5612184246952222,0.014071843173308951
200,712591.3489834241,0.0,0.0,-0.9920118313984794,0.059412508582645907,0.004004673346753272
300,585502.1275240408,0.0,0.0,0.9302824899706521,0.20713523582703103,0.00916656692304917
400,668910.2834384849,0.0,0.0,0.9657381315415553,1.3840546234131796,0.012415638317341361
500,710244.3352787188,0.0,0.0,-0.2531033088548007,1.0657332194453852,0.018232089480062053
600,787546.471129307,0.0,0.0,-0.2629773549486003,0.6316843976740683,0.015128848669561056
700,864265.427890602,0.0,0.0,-0.5117844662621764,2.094184921002281,0.01463137670589509
800,1028757.4414928465,0.0,0.0,0.44355825989895714,1.6238888792283166,0.017893036489314854
900,950454.1699940038,0.0,0.0,2.632170553583242,2.049137503161246,0.030027001944096715
1000,1195583.9580351424,0.0,0.0,0.5534657226723128,2.401076886036269,0.04132284698138715
1100,1160633.0803835334,0.0,0.0,1.9140789825100823,3.262498439141216,0.044829611125388594
1200,1263635.1281520082,0.0,0.0,1.6606827497785135,2.6274798335463463,0.03453269903274154
1300,1244100.1524603372,0.0,0.0,3.121870111496372,4.0178342902430755,0.05918424910332065
1400,1327475.4596416154,0.0,0.0,4.2156845827821865,3.7349109139358956,0.050284650361223794
1500,1446567.5821468472,0.0,0.0,3.6554811647284655,3.835367726118244,0.0727957121316224
1600,1508165.689484938,0.0,0.0,6.051687594217528,4.58958157666562,0.07316775411070778
1700,1655338.5600520817,0.0,0.0,5.202788932689823,5.669297579825486,0.09131062447021984
1800,1779039.8593594497,0.0,0.0,8.477709493578644,6.229822113486442,0.07439594995115706
1900,1892860.6667171519,0.0,0.0,6.7696981432195,6.801658243381333,0.10388629437858335
2000,1847944.1393037755,0.0,0.0,9.282503901101613,7.353234995694917,0.1087041593519017
2100,2013809.8460108289,0.0,0.0,8.78611411333596,8.03182653160575,0.10889171246108058
2200,2139589.38782927,0.0,0.0,12.047906494584339,8.726579142518855,0.1349186110475736
2300,2220802.0163507704,0.0,0.0,13.724379319312666,9.37767644900353,0.13986305536986438
2400,2285221.829470203,0.0,0.0,13.39105835611834,9.077825258492132,0.13728426566999175
2500,2405817.73428825,0.0,0.0,16.385115485525937,10.932239055557535,0.1556206922414443
2600,2739148.368024514,0.0,0.0,17.279176705073954,10.488243914116639,0.167116656328686
2700,2888769.8202025294,0.0,0.0,18.91396571819129,12.437416155368144,0.20341468270891022
2800,2927834.269625095,0.0,0.0,21.773981020803877,13.347900347262579,0.19353822876851248
2900,3131037.732928857,0.0,0.0,23.744645343643246,13.797654892080269,0.20982046201661614
3000,3291290.4686101493,0.0,0.0,25.027705425840637,14.920854181960614,0.23907621073274862
3100,3340136.4991333587,0.0,0.0,25.40661146814329,16.07357247470855,0.27275219894851177
3200,3528478.7470747572,0.0,0.0,28.728995478622767,17.379794683204953,0.27498923299007105
3300,3856788.9177403324,0.0,0.0,31.55435760478536,18.205560713396785,0.298110311187954
3400,3906318.2156840535,0.0,0.0,34.64035402578929,19.10208444958675,0.3363482955080516
3500,4209892.883362615,0.0,0.0,37.558685857924445,21.061782155064954,0.35341388977073357
3600,4382673.06067544,0.0,0.0,40.66140405021234,21.95042989254889,0.37469485988952317
3700,4637119.2514903,0.0,0.0,43.247546084638714,23.27889643681126,0.41215601683052316
3800,4844085.93436172,0.0,0.0,46.60784389928012,24.99911314246368,0.452442543974632
3900,4960772.15562589,0.0,0.0,49.99976989128636,26.405679652685354,0.4600451579970292
4000,5383292.075952494,0.0,0.0,53.59764049448752,27.006132332014193,0.5082314836225245
4100,5635575.750143051,0.0,0.0,57.36183429867253,29.64643456784464,0.5470414541318105
4200,5758019.999552837,0.0,0.0,59.35610373409012,31.03526612482363,0.5773775068234441
4300,6131798.85070802,0.0,0.0,63.807799674859574,33.21175229954231,0.6234299031766634
4400,6448465.712376402,0.0,0.0,67.64360093292774,34.222719865479505,0.6753660084023932
4500,6883690.30450557,0.0,0.0,73.24855620105214,36.473526681161566,0.7239376370827892
4600,7198690.447159733,0.0,0.0,77.54178251374434,39.04783479754114,0.7884214993986397
4700,7480772.346418879,0.0,0.0,82.37938790759488,40.7963684013011,0.8419995118250202
4800,7972442.301691013,0.0,0.0,87.20653353230615,43.7649647288717,0.9110078458446057
4900,8147709.69825924,0.0,0.0,95.20005700425932,46.24633260281891,0.9744541317658475
5000,8749215.346226636,0.0,0.0,98.77595898459226,49.11408869729158,1.0320698655372207
