milliseconds,UnInfected_Tumour_Cells_Xu,Infected_Tumour_Cells_Xi,Virus_Xv,Effector_Cytotoxic_CD8_TCells__Xe,M1_Macrophage_Xm1,M2_Macrophage_Xm2
0,528093.0552748505,0.0,0.0,0.13707926512147825,0.5676605082148654,0.009108452026294693
100,646281.8456296858,0.0,0.0,0.23963289019723594,-0.0591776913740891,0.00712648218982819
200,686541.8151582947,0.0,0.0,0.16991858018856332,0.8518020857461854,-0.009970389390306724
300,661281.9351787467,0.0,0.0,0.5804354823068749,0.7512283410723488,0.01744812686221621
400,776001.1474174517,0.0,0.0,-1.137336256205296,0.9822074637210549,-0.001583912727971917
500,659421.4373685028,0.0,0.0,0.7434465052848458,1.3260138079968216,0.01423463895817665
600,860177.6184874441,0.0,0.0,-0.4349478867763642,0.9249145997219785,0.009093031310724843
700,837458.5622573645,0.0,0.0,0.9240319596586898,2.1117036207821456,0.03261856777036127
800,953678.2320944227,0.0,0.0,1.696650036535658,1.3022049292680071,0.03639393409098134
900,1037347.4345524014,0.0,0.0,1.7721568982030234,2.5423644255608497,0.01794593287873177
1000,1039690.2272454418,0.0,0.0,0.9761984436166338,2.296262723354072,0.032683929303004074
1100,1277135.6641435223,0.0,0.0,3.2213518834838686,2.3793884797706735,0.03348587933465229
1200,1257920.7359742795,0.0,0.0,1.53491999161533,2.6249099028223943,0.04618927191811992
1300,1370028.0496978706,0.0,0.0,4.574910497965576,3.0140641155624466,0.04893320161647775
1400,1456986.1821194356,0.0,0.0,2.7657856152268296,4.163108040669354,0.06161004587387754
1500,1455269.8790763963,0.0,0.0,5.946409436866907,4.362714386598929,0.0626268979789292
1600,1576254.7302246857,0.0,0.0,5.056314603406181,4.966193842301152,0.06378700017242168
1700,1714021.4188803218,0.0,0.0,5.188673772048221,5.983620267209714,0.06535126939992597
1800,1702885.547121996,0.0,0.0,8.461566935130453,5.870430281757917,0.09773960022313471
1900,1949509.8716470043,0.0,0.0,7.820624433944457,6.079496368982147,0.10149156723909046
2000,1931639.6382185179,0.0,0.0,7.735737960965998,6.637733105353645,0.11008076215356653
2100,2093152.963605133,0.0,0.0,10.760735512897462,7.26965921745478,0.103162878618174
2200,2063380.9524362658,0.0,0.0,11.25069913765598,8.872170014869074,0.11087757318174987
2300,2216476.434184212,0.0,0.0,12.301299922357504,9.38461540239571,0.15059633161601055
2400,2497895.6214000997,0.0,0.0,14.393734573778833,9.782837480680172,0.16018672469508688
2500,2592880.645817,0.0,0.0,16.196130577296685,10.575992532853151,0.15375234801231785
2600,2652989.5053876895,0.0,0.0,18.013714471326143,11.148383600379377,0.18218865766442177
2700,2729284.7964088856,0.0,0.0,19.471560898741224,12.222594573234222,0.19274098572182752
2800,2953109.937545141,0.0,0.0,21.398219183652795,12.324570979108096,0.20553193869742842
2900,3172593.625834998,0.0,0.0,23.01809741697747,13.492365003400776,0.22090825308892
3000,3261218.3429585244,0.0,0.0,23.159781101459835,14.8895687194874,0.2529537775935917
3100,3325189.4893267634,0.0,0.0,25.279864698184664,16.055352641183266,0.2482916456992993
3200,3570889.2525799517,0.0,0.0,28.790245090277704,17.09566665262571,0.2886619462353934
3300,3673149.5937761716,0.0,0.0,30.109286217222298,17.957033773049243,0.29177892379297754
3400,3946678.049690397,0.0,0.0,34.18358283599488,19.144640043558287,0.3408297374382734
3500,4063173.128478453,0.0,0.0,35.23251590011949,20.963842529048662,0.3604720430114489
3600,4479100.069825859,0.0,0.0,39.839607463696225,22.297951593057725,0.3913326130869914
3700,4556740.26976543,0.0,0.0,40.90147072560478,22.899995880884973,0.42261339615653526
3800,4749301.4026961895,0.0,0.0,45.0171211184052,24.855284084992615,0.44584657261306687
3900,5029843.943071446,0.0,0.0,48.51107047049039,26.67523206789137,0.4720273762518945
4000,5223259.450887976,0.0,0.0,52.11855093168161,27.676091916897,0.5112537063710947
4100,5614968.374985692,0.0,0.0,55.192624078731896,29.13647765424602,0.540179310390387
4200,5948620.397079068,0.0,0.0,59.52913852913619,31.568106004434696,0.5737455569859556
4300,6225233.065287072,0.0,0.0,64.56398021857504,33.19083384732099,0.6283622469478438
4400,6436982.683476261,0.0,0.0,67.24717294704016,35.5240112180586,0.6810134389022194
4500,6894043.091848942,0.0,0.0,73.12741358016015,36.556349691059836,0.7210356693739661
4600,7126131.835598111,0.0,0.0,78.12533300840944,38.97602764329573,0.7780383213164005
4700,7462699.956078984,0.0,0.0,81.61597883330505,41.184876789442264,0.8536814283053744
4800,7770180.392775535,0.0,0.0,88.18921301376622,43.400347489710185,0.9011025861517183
4900,8222671.078490017,0.0,0.0,94.44338495072114,45.51211359764912,0.9688868428430283
5000,8656045.901831776,0.0,0.0,100.37418762998671,48.773265272830635,1.0295491138453277
