miliseconds,UnInfected_Tumour_Cells_Xu,Infected_Tumour_Cells_Xi,Virus_Xv,Effector_Cytotoxic_CD8_TCells__Xe,M1_Macrophage_Xm1,M2_Macrophage_Xm2
0,487601.6179706578,0.0,0.0,-1.0245364884833976,-0.26804149302156105,0.007660097873824564
100,455568.433224293,0.0,0.0,1.4198984325091992,-0.33491455998413633,-0.012260959582730348
200,697449.9551486108,0.0,0.0,0.4622869895833341,0.5540448472790725,0.0012759781796086054
300,561654.3086712738,0.0,0.0,1.3213428776322327,0.23431151163173708,-0.0008060131060588175
400,745420.5867745671,0.0,0.0,1.3947103403993055,0.513042659802899,0.01818571401743779
500,761889.8773698676,0.0,0.0,-0.9244186742717437,0.621502811295269,0.02538746416980213
600,807667.3155556615,0.0,0.0,1.7511661533234153,1.4918172904708304,0.025639605599807085
700,804170.4467945402,0.0,0.0,0.703672484953366,1.4978848824359696,0.01740968684877622
800,971368.8012243159,0.0,0.0,1.4183698634133146,1.1169061322868106,0.009866970579821395
900,997389.1661347768,0.0,0.0,0.9407106822399971,2.6036558603195394,0.03704828551187927
1000,1216351.6735545737,0.0,0.0,0.886782143203044,2.298796458388169,0.026776224814794948
1100,1239365.183919573,0.0,0.0,3.270810426268984,2.215864192176175,0.02881083670460983
1200,1250086.8871373706,0.0,0.0,2.9147548306817406,2.480252124018331,0.029576386534282073
1300,1436692.3161206902,0.0,0.0,2.018577226839238,2.9706449936402493,0.06392349942456205
1400,1336062.9880817207,0.0,0.0,5.3749601882272176,3.2347054872631644,0.05707423649180603
1500,1481049.4375193326,0.0,0.0,3.690356357107993,3.7281777712866377,0.07078113787898507
1600,1653035.6828173806,0.0,0.0,3.9799302356998614,4.238945504990438,0.08369959382299988
1700,1689445.7269250895,0.0,0.0,6.485122918277053,5.298758821629954,0.06720003460419785
1800,1855235.316791569,0.0,0.0,6.704357734579287,5.1507055257315315,0.08266595899084754
1900,1810910.154940055,0.0,0.0,7.533649138880545,5.8829939116315115,0.08882435521512039
2000,1962118.0737525283,0.0,0.0,9.625889902581203,7.332233737175916,0.09868332364964305
2100,2005818.1256075203,0.0,0.0,9.48623254266705,7.1113213190640385,0.1285539436869783
2200,2100307.3702023826,0.0,0.0,12.513526866407695,8.420805487057242,0.12214390764585148
2300,2253395.6632313677,0.0,0.0,13.027650850629824,9.48877359780701,0.12269131027251544
2400,2442987.9291012306,0.0,0.0,13.344141184219007,9.948810733931404,0.15854616793266557
2500,2587339.5854225885,0.0,0.0,14.18690982358862,10.644230478448574,0.17507307177201395
2600,2701229.3744170074,0.0,0.0,16.170504660364657,11.783334027977869,0.17108024027926322
2700,2892313.4560388396,0.0,0.0,17.418112792690717,11.602383567849357,0.19668157238624895
2800,2853432.3152520712,0.0,0.0,19.608112572815426,12.42355405176028,0.21174994526100963
2900,3179785.6281727096,0.0,0.0,23.167001483003197,13.814654530158299,0.2258628094962679
3000,3318487.1714169104,0.0,0.0,23.292795457217625,15.216282869279498,0.22918523389442347
3100,3358618.1279397197,0.0,0.0,25.86251198130385,15.277393445388405,0.2593819415306939
3200,3689265.9329981096,0.0,0.0,30.248366007714573,17.43612659032165,0.28714544852184626
3300,3772257.7097167373,0.0,0.0,30.89257847524292,17.994840995542543,0.29825470610535687
3400,3960874.1917829798,0.0,0.0,35.096808806739155,18.471487089980478,0.31424733330331245
3500,4045066.8248181134,0.0,0.0,35.66579857216839,20.70722555235733,0.3449623142012165
3600,4269745.022326412,0.0,0.0,39.231584808841276,21.502290588161255,0.3879793855774029
3700,4530684.058593587,0.0,0.0,41.77095381614695,22.687468799607245,0.4159521828263886
3800,4780658.607875406,0.0,0.0,44.44886967357562,24.804384539012958,0.45160692026129057
3900,5167794.960117665,0.0,0.0,49.373352106130646,26.07495259287379,0.48684104502838854
4000,5409402.565679494,0.0,0.0,52.87571911553212,27.159585276625222,0.5150093576279465
4100,5553689.265462937,0.0,0.0,55.18394990909451,28.795662913502603,0.5331073034099264
4200,5809384.074929516,0.0,0.0,61.058324477120074,30.5494806581447,0.5729724537320078
4300,6160879.46370639,0.0,0.0,63.35825953098622,33.21391031828408,0.6198032485514058
4400,6545637.088622099,0.0,0.0,69.44841359461002,35.469689702022144,0.6812986741345505
4500,6679175.121594628,0.0,0.0,73.42353180111263,36.26119300199275,0.7409656406142238
4600,7110703.074460166,0.0,0.0,78.47752184041015,39.569008373849165,0.7749790527550499
4700,7456267.698908822,0.0,0.0,82.07966759561069,41.20000108035736,0.8437840727155548
4800,7876975.032018202,0.0,0.0,89.34485752751385,43.453993545372,0.8991200759993342
4900,8328132.00826919,0.0,0.0,93.06062290510148,46.02585663909409,0.9838711148666773
5000,8611881.63237517,0.0,0.0,99.68203495088979,49.179478805223475,1.0387356119436897
