milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.0117590568706314,0.0379799887571665,0.00394239990123767,0.00200010981212238,1.5821833083706e-05,2.30017456622937e-08,1.35248196757048e-05,9.35334724058915e-06,3.3311210465159e-08,0.000286841656341217,0.0030378361484431904
100,0.011800859810246702,0.03797997337128889,0.003954165662058324,0.0020001826367517994,1.6059821507644713e-05,2.3550792443782015e-08,1.3273886812528012e-05,9.366291679827228e-06,3.230163705881079e-08,0.00028684284352656364,0.0030360090334364855
200,0.011849109793187831,0.03797982744453003,0.003984515031968036,0.002000307411869458,1.6344332568543232e-05,2.405990299163403e-08,1.2940116911135581e-05,9.415550520321137e-06,3.136493669309372e-08,0.0002868362388982445,0.0030288662920109127
300,0.011902921200294982,0.03797940538834681,0.0040276732555955645,0.0020004724137683977,1.6573346332495318e-05,2.4531935708632055e-08,1.2671600035614296e-05,9.455053631890338e-06,3.06434063313838e-08,0.0002868220242828165,0.003017445038189509
400,0.011961545824850041,0.03797860546245299,0.004079435112147685,0.0020006924939489548,1.6753388724042654e-05,2.4969588984692734e-08,1.2462185571945453e-05,9.484425704011843e-06,3.0090386179031065e-08,0.00028680342000336756,0.0030032749822620788
500,0.012024333420648693,0.0379773646349304,0.004136703029088638,0.0020009784012288883,1.6895126452917094e-05,2.537537226489044e-08,1.2298527486969895e-05,9.506346060112956e-06,2.966301259214154e-08,0.00028678296605396,0.002987530872288499
600,0.012090720979700707,0.03797565067482259,0.004197245791274864,0.002001336105345927,1.7007140905941125e-05,2.575160630613488e-08,1.216991465997431e-05,9.522944434084511e-06,2.9330169870397557e-08,0.00028676245690596004,0.0029710516648537607
700,0.0121602174015443,0.0379734528040856,0.004259440478172407,0.002001768179892813,1.709574863344556e-05,2.6100440977e-08,1.2068651009443062e-05,9.535600357111324e-06,2.907000809872377e-08,0.0002867431388277578,0.002954429889891847
800,0.012232391913244526,0.03797077507300708,0.004322105137142915,0.002002274981892665,1.7165822588652507e-05,2.642387032960007e-08,1.1988825104563376e-05,9.545352306784068e-06,2.8865731540641952e-08,0.00028672587582247833,0.0029380816046904418
900,0.012306864863990285,0.037967631508225345,0.004384367210652615,0.0020028554415741726,1.722110181636521e-05,2.6723744085051223e-08,1.192604499553601e-05,9.552853188098726e-06,2.8706653849480812e-08,0.0002867112632218164,0.0029222960679744373
1000,0.012383300122489099,0.03796404262069325,0.004445577548844147,0.002003507611861035,1.72644699052719e-05,2.7001778329301103e-08,1.1876840455640251e-05,9.558689639087799e-06,2.8581754935522038e-08,0.0002866997090175186,0.0029072719171522403
1100,0.012461400079845154,0.03796003360742262,0.004505271324179137,0.002004228893290445,1.729831056715762e-05,2.7259563952659422e-08,1.1838556974906972e-05,9.563132457935357e-06,2.8486364499624093e-08,0.00028669147062449884,0.002893135142557483
1200,0.012540900786347476,0.03795563263590847,0.004563125550029723,0.002005016249886182,1.732433896452742e-05,2.7498575615015493e-08,1.1809014217310424e-05,9.566646818162107e-06,2.8411410669849335e-08,0.00028668669022922184,0.0028799563321716447
1300,0.012621567509367652,0.03795086934238822,0.0046189201316022,0.0020058664193651284,1.7344069790508034e-05,2.772018048889631e-08,1.1786702537515855e-05,9.569227671976062e-06,2.8357565634508277e-08,0.0002866854286727724,0.0028677665541876687
1400,0.012703190998894241,0.037945773754184134,0.004672510522508962,0.0020067760627821814,1.7358511282365585e-05,2.7925646242678808e-08,1.177020474979646e-05,9.57128396783791e-06,2.8315449733561783e-08,0.00028668769062978653,0.002856569237742396
1500,0.012785584401958221,0.03794037559266852,0.004723810110864271,0.0020077418417307775,1.7368744375412973e-05,2.8116148271889668e-08,1.1758604447603689e-05,9.572651176983289e-06,2.828890357148235e-08,0.0002866934397150657,0.0028463479161161586
1600,0.012868580649642917,0.03793470380216052,0.004772777239228948,0.002008760463044098,1.737540320757926e-05,2.829277637077878e-08,1.1750922769646802e-05,9.57367402277389e-06,2.827070956339524e-08,0.000286702608736439,0.00283707173464778
1700,0.01295203019381643,0.03792878620738726,0.004819404487841301,0.0020098287146524422,1.73790745022461e-05,2.8456540952436387e-08,1.1746439047194372e-05,9.574486450559477e-06,2.82576353191172e-08,0.00028671510822166486,0.0028286998907606363
1800,0.013035799027494544,0.03792264927230021,0.0048637100776510785,0.0020109434939007977,1.7380657849063387e-05,2.860837886941261e-08,1.1744963934566156e-05,9.574378216370405e-06,2.8265204843200293e-08,0.00028673083350263444,0.0028211852092996257
1900,0.013119766986188969,0.03791631795361026,0.004905731496006626,0.0020121018262651406,1.737956802639653e-05,2.874915875145744e-08,1.1745049269676145e-05,9.575382703927277e-06,2.8248629643319136e-08,0.00028674967011075794,0.002814476821815616
2000,0.013203826278348865,0.03790981562249021,0.004945520711686717,0.002013300866462888,1.737798549276908e-05,2.887968588925615e-08,1.174806969525498e-05,9.573944811975889e-06,2.8286883356964635e-08,0.00028677149658668254,0.0028085218609968238
2100,0.013287880150481109,0.03790316403458132,0.004983140252865278,0.002014537912760255,1.7373288535223564e-05,2.900070697125555e-08,1.1750876517993989e-05,9.575834946782399e-06,2.825177488842299e-08,0.00028679618867663977,0.002803267237313395
2200,0.013371841788144934,0.03789638333574967,0.005018660361197661,0.0020158103889984617,1.7370439834434053e-05,2.911291414724299e-08,1.1757770840272312e-05,9.571789325293581e-06,2.8338417338997252e-08,0.00028682361911388165,0.0027986601122608453
2300,0.013455633273594995,0.037889492097327615,0.005052156427753141,0.0020171158717281453,1.7363393200849894e-05,2.9216949179957834e-08,1.1762435712873987e-05,9.57417108627607e-06,2.8307740644622994e-08,0.00028685366286678766,0.0027946495346269297
2400,0.01353918458608973,0.03788250737676072,0.005083707170037811,0.0020184520552248156,1.7356422450409606e-05,2.9313407582687553e-08,1.1768638173063248e-05,9.574939376527091e-06,2.8321922986341533e-08,0.00028688619464468256,0.002791186117577244
2500,0.013622433035044883,0.037875444767629496,0.005113393489122725,0.002019816759395928,1.7350639192437784e-05,2.9402841076261874e-08,1.1777258632096494e-05,9.572102175465663e-06,2.8346104919957178e-08,0.0002869210909060469,0.002788222610640805
2600,0.013705322437296415,0.03786831848609644,0.0051412970255029465,0.002021207942668415,1.734339881685228e-05,2.9485761307538896e-08,1.1785306740854152e-05,9.571294442293513e-06,2.839079231628054e-08,0.0002869582329472985,0.0027857147199015753
2700,0.013787802505533697,0.03786114144241295,0.0051674993788453985,0.0020226236642369934,1.7335882217419868e-05,2.9562642643561882e-08,1.1793821342799695e-05,9.57029643978038e-06,2.842853445989307e-08,0.0002869975033601479,0.002783620301026106
2800,0.01386982831301498,0.037853925323445926,0.005192081383279253,0.002024062109313974,1.732777484053184e-05,2.9633924870190006e-08,1.1802293516083981e-05,9.569931643384122e-06,2.8414696993076216e-08,0.00028703879012241404,0.0027819002894061123
2900,0.013951359766041936,0.03784668067362607,0.005215122550106062,0.0020255215565355192,1.731956841925588e-05,2.9700015757953102e-08,1.1811010480893254e-05,9.569421099850811e-06,2.844241148968362e-08,0.0002870819835375644,0.002780517930300574
3000,0.01403236118505932,0.03783941697594119,0.005236700644064412,0.002027000396200069,1.7311469180051155e-05,2.976129330849509e-08,1.1820059812526e-05,9.568471007422786e-06,2.8466780052800317e-08,0.000287126979248187,0.002779439400306731
3100,0.014112801444375649,0.03783214259078873,0.005256890955846747,0.0020284971239181745,1.7303031599282585e-05,2.981810400106243e-08,1.1828891385234332e-05,9.568077015483018e-06,2.8490946435200475e-08,0.0002871736771295071,0.0027786336817978317
3200,0.014192652397898443,0.03782486513499778,0.005275766814510272,0.0020300103123841455,1.7294917803684016e-05,2.987077332134744e-08,1.1838064758481468e-05,9.56701743783445e-06,2.8515502713196592e-08,0.00028722198080474915,0.002778071849930949
3300,0.01427188886470091,0.037817591478493846,0.005293399349347578,0.002031538610059621,1.7286868535997964e-05,2.991960550154646e-08,1.184724077472789e-05,9.56589068927407e-06,2.8539992938520946e-08,0.00028727179749021023,0.0027777270497698872
3400,0.01435048889663137,0.03781032767096512,0.00530985703317032,0.0020330807511564613,1.72787973238096e-05,2.996488125156265e-08,1.1856268138477882e-05,9.564934537712438e-06,2.8564204221919587e-08,0.00028732303868531783,0.0027775747859186376
3500,0.014428433658613071,0.03780307896960651,0.005325205355778128,0.0020346355565851616,1.727077769460921e-05,3.000685821842398e-08,1.186516652516706e-05,9.56405578022365e-06,2.8588135321320646e-08,0.00028737562047166415,0.0027775929360922273
3600,0.014505706188816667,0.03779585015298294,0.005339507734124779,0.0020362019016740966,1.7262850178964286e-05,3.004577983462822e-08,1.1873930101213893e-05,9.563219719821738e-06,2.8611730562760513e-08,0.00028742946193304863,0.0027777608611958032
3700,0.01458229291895554,0.03778864513543904,0.005352823598475402,0.0020377787625639634,1.7255059402530166e-05,3.008186354570073e-08,1.1882569976535393e-05,9.56237062093436e-06,2.86349641088158e-08,0.0002874844878279046,0.002778060641278139
3800,0.014658182560953106,0.037781467251867866,0.0053652092601892,0.0020393651870557043,1.7247406505035582e-05,3.011530885109289e-08,1.1891062270417357e-05,9.561531224546982e-06,2.8657803692831636e-08,0.000287540627148677,0.0027784762587070265
3900,0.014733362499090834,0.03777432017650414,0.005376722633562718,0.0020409601831678863,1.7239913405537372e-05,3.014632541560804e-08,1.1899398461842395e-05,9.560688132620157e-06,2.8680214644254972e-08,0.000287597806631166,0.0027789906214244846
