milliseconds,Ca,zzs,bbs,hhs,nns,rrs,ccs,qqs,V
0,0.000788658781239425,0.0013676510248021557,0.2073555967050466,0.9790626370315549,0.024076111182901993,0.005550178342802548,0.002488024834384443,5.239826721909525e-19,-71.8824072315317
100,0.000775326755470681,0.001367256400891024,0.20746208169864755,0.9788426939100263,0.024500814845826453,0.005481935005184617,0.0024582546714801688,3.5160773554187715e-18,-71.97947025080069
200,0.0007696961506348108,0.001367785116271169,0.20741477393269936,0.9795558169990849,0.024417882653331995,0.005454348755830521,0.0025010539011211296,1.1959113297847129e-17,-71.74834067183247
300,0.0007753498648818655,0.0013685783293289244,0.2071658924309154,0.9791456668209084,0.024485770664200143,0.00547060176395207,0.0024933123484119973,1.264001124646936e-17,-71.63171834703766
400,0.0007606337236109526,0.001369751191505666,0.20720071619728164,0.9786091744786499,0.024720311975973845,0.005565911424229888,0.002507839471329218,2.081954259152192e-17,-71.54024763422287
500,0.0007558829772512097,0.0013708934191116661,0.20694545639961465,0.9788974335857042,0.024390791442823155,0.005549374418522463,0.002535047445327065,2.894257000835676e-17,-71.40880708218414
600,0.0007493442364057654,0.0013683680362539773,0.20719342932320414,0.9789430630701168,0.024593522383154095,0.005573930383943037,0.002480262943869405,3.24389633423379e-17,-71.28841523991325
700,0.0007499424055480732,0.0013684617561045105,0.20749272318898096,0.9782369378269127,0.02509616824933917,0.0056242269891575,0.0025441280138842086,3.207905751283541e-17,-71.25758367771802
800,0.0007440475762846762,0.0013684773957028757,0.20700561027053815,0.9784493574582814,0.024971029196008795,0.005625231635303582,0.0024966966882175416,3.4350147735193835e-17,-71.18653131552344
900,0.0007410156258442878,0.0013691116089175747,0.20730986557027362,0.9780309548927083,0.025505512099805654,0.005625743152363368,0.002524849922497418,4.2386283403726856e-17,-71.08050165493599
1000,0.0007281050817973389,0.0013718300359694055,0.206613335757848,0.9779902110483114,0.02559704094077593,0.005697610089777461,0.0025631873815916023,4.822207976298113e-17,-70.91201661066152
1100,0.0007289480798311707,0.0013720379757188035,0.2069691347250072,0.97772314314826,0.025485432414114686,0.005747412577707465,0.0025964804016111523,5.085891801358834e-17,-71.00475034410117
1200,0.0007288905117842574,0.0013715228998481747,0.20617817089167353,0.9777625604226211,0.025862902408984215,0.00583147537133111,0.00256657362283373,5.443240886750116e-17,-70.86809658217958
1300,0.0007126033094040243,0.0013725219850024859,0.20578964733589927,0.9774921507258827,0.026301062625851385,0.005783898004741392,0.002618023579460628,5.626530633072594e-17,-70.59290018272881
1400,0.000716613134333511,0.0013723860453778922,0.20582943312924257,0.9771938159195822,0.026347660808751783,0.005853775015763121,0.0026321581543959473,5.900146702497084e-17,-70.59275634807716
1500,0.0007053540260568503,0.0013722008911314302,0.20604608469272,0.9769606869884464,0.026762355586424463,0.005886651187351544,0.0026203070392573193,6.740680510418252e-17,-70.64870970988935
1600,0.0007015438881327561,0.0013747660990769289,0.20571652796260073,0.9762905544093092,0.02664737851382442,0.006002851937177667,0.002659973074155498,6.485784693486752e-17,-70.31613259752767
1700,0.0007014867928066099,0.0013744417004518546,0.2051454740926602,0.9760134916631426,0.02732621157487565,0.005967855457263735,0.002713266610145907,6.853268568211635e-17,-70.25158900497895
1800,0.0006879514900107597,0.0013747063060001834,0.20527751275057374,0.9762373549995539,0.027210035646315966,0.0060482619350816615,0.002693699657488515,7.111043740846794e-17,-70.30481160826943
1900,0.0006885891593509469,0.0013764293005510127,0.20510576439777176,0.9754881794022341,0.027377401580471607,0.006032304528540757,0.002755498516015931,8.143245633448128e-17,-70.10329075993896
2000,0.0006887094495925596,0.0013770857728898525,0.20445263192416693,0.9750978618993557,0.027536192033897004,0.006179672006042894,0.002777526049113696,8.268580914830134e-17,-70.04267557236199
2100,0.0006858510359785366,0.0013766069043836039,0.2038381088149347,0.974704968576894,0.02785917458820039,0.006176111788875328,0.0027885861880777075,8.385824627329828e-17,-70.0765760527241
2200,0.0006720216858557949,0.0013785361700780505,0.20349479767228898,0.9747572532339016,0.02830829321551802,0.006222094895583906,0.0028010433386092466,8.895406119352941e-17,-69.98897323525156
2300,0.0006762459696033146,0.0013787942199864197,0.20344350264703673,0.974117418011399,0.028529445748265134,0.006290310054988571,0.002823035835373956,8.6088478318237e-17,-69.81672846627997
2400,0.0006613497181253187,0.001380152158060527,0.20330439360433963,0.9745637411899547,0.028931712496551083,0.0064148350473597,0.0028830693978019093,9.634552155817193e-17,-69.81475962511202
2500,0.000667931805495711,0.001382483724207922,0.20320960690223122,0.9736642582776699,0.029207252610210965,0.006354836850900378,0.002932139802624463,9.324796623501466e-17,-69.63013287674146
2600,0.0006607070481464221,0.0013838232063430387,0.20249216066840955,0.9735162850852696,0.0292741675309021,0.006384599400209292,0.0029403574987817943,1.0177807502584104e-16,-69.576355505979
2700,0.0006588982289725564,0.0013851382625867457,0.20196690122960448,0.9729754057087142,0.02918959356123242,0.006565442151709346,0.0029577385396827747,1.0464070162271328e-16,-69.48793762270326
2800,0.0006475859851370169,0.0013863361103726235,0.2017129643731511,0.9732473440960687,0.02990214100814535,0.006584849703806136,0.002952651130584114,1.0263077252755198e-16,-69.48258902930604
2900,0.0006432339469178513,0.0013863135777651212,0.2009021879977497,0.9730632173849354,0.029596296682921037,0.006645139186161555,0.003034538679109478,1.0179765204715228e-16,-69.18378775634987
