milliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
1000,0.30302217121488495,0.006116399830957098,0.08652862963490529,0.044984913801677295,0.004279748307517222,0.0003532390196129236,1.6098210775832344e-06,6.534408290275726e-09,3.43881410020292e-05
1100,0.32824362531041207,0.006727327399939809,0.09364536513677858,0.053996092649109984,0.005110512615080939,0.0005149966154508098,2.866164567000867e-06,1.394889464538471e-08,5.555873383643316e-05
1200,0.35265676978969673,0.007338125548825772,0.10046796780161868,0.0637041821278954,0.005998075788038619,0.0007234186737301604,4.833212733800721e-06,2.7734738221131906e-08,8.575256649576135e-05
1300,0.3762875097586605,0.007948794305031594,0.1070032993022356,0.07408011026576901,0.006938706784736979,0.0009850139936018907,7.787733603497192e-06,5.1959544599796924e-08,0.00012738436444799473
1400,0.3991609201034739,0.008559333695968075,0.11325841640174668,0.08509550131695244,0.007928799216985761,0.001306140244026426,1.2072357851306678e-05,9.254286765135095e-08,0.0001831703921977304
1500,0.4213012720969201,0.009169743749040211,0.11924053333372116,0.09672269338288547,0.008964871242690362,0.0016929119870955098,1.8101829878877574e-05,1.5780625866431903e-07,0.0002561161758390751
1600,0.44273205914424546,0.009780024491647187,0.12495698751225791,0.10893475238691207,0.01004356509832322,0.002151121168786226,2.636855866674629e-05,2.591059211245967e-07,0.0003495000213082373
1700,0.4634760217374307,0.010390175951182386,0.13041520631453993,0.12170548282322508,0.011161646317873012,0.002686169297796868,3.744741857097919e-05,4.115414719506814e-07,0.0004668531466194071
1800,0.4835551715796564,0.011000198155033388,0.1356226764895531,0.13500943517846026,0.012316002633350148,0.0033030119387028644,5.1999675410531636e-05,6.347424874141761e-07,0.0006119367545268166
1900,0.502990814914294,0.01161009113058197,0.14058691523098493,0.14882191029321842,0.013503642588374037,0.0040061148519148285,7.077599029278647e-05,9.53725698437391e-07,0.000788716734618293
2000,0.5218035751525628,0.01221985490520411,0.1453154436435992,0.16311896113870913,0.014721693915354937,0.004799420105942263,9.461854621285214e-05,1.3998086238130286e-06,0.0010013368369575068
2100,0.54001341475958,0.012829489506269985,0.14981576233552094,0.17787739198111693,0.015967401677854133,0.005686322361041627,0.0001244622321950947,2.0115763916414817e-06,0.0012540905669034402
2200,0.5576396564369336,0.013438994961143976,0.15409532906062046,0.19307475519181078,0.01723812620654406,0.006669654328564203,0.0001613349109263059,2.8358911977779735e-06,0.0015513922981004544
2300,0.5747010036144824,0.01404837129718467,0.1581615385837383,0.20868934590046442,0.018531340852769966,0.007751680621670647,0.00020635676835014465,3.928933105761744e-06,0.0018977481388259714
2400,0.5912155602828769,0.014657618541744851,0.16202170453469003,0.2247001947408772,0.019844629586722486,0.008934098965931359,0.000260738801123544,5.357259726657248e-06,0.002297726945267089
2500,0.6072008502065257,0.015266736722171513,0.1656830431441867,0.24108705891664972,0.02117568446347853,0.010218047800227845,0.0003257805116078976,7.198874682164654e-06,0.0027559317543278785
2600,0.6226738356141706,0.01587572586580585,0.1691526588800724,0.25783041198908585,0.022522302994492486,0.011604118628152629,0.00040286695756409826,9.544291981782506e-06,0.0032769718779850333
2700,0.6376509351612065,0.016484585999983276,0.17243753216464708,0.27491143196405854,0.02388238539671433,0.01309237464298502,0.0004934649254841956,1.2497588221237985e-05,0.0038654360583463155
2800,0.652148041270105,0.01709331715203341,0.1755445085745381,0.2923119881102335,0.02525393175960502,0.014682373823509997,0.0005991184085329733,1.6177429432814586e-05,0.004525866925419242
2900,0.6661805369852493,0.017701919349280074,0.17848028950301073,0.310014626978487,0.0266350391712396,0.016373194553283007,0.0007214436099259925,2.071806123238046e-05,0.0052627368551065815
3000,0.6797633123427492,0.01831039261904131,0.18125142436109334,0.32800255771139736,0.028023898813575213,0.01816346333570519,0.000862123518883055,2.627025252541085e-05,0.006080425317080187
3100,0.6929107801993571,0.018918736988629364,0.18386430429296707,0.3462596365937246,0.029418793026409394,0.02005138474600155,0.0010229020344019412,3.300218424179937e-05,0.006983197832584124
3200,0.7056368915160202,0.01952695248535071,0.18632515713275954,0.36477035093250193,0.030818092350607455,0.0220347732243717,0.001205577678795967,4.110027546022945e-05,0.007975186650377532
3300,0.7179551501416039,0.020135039136506026,0.18864004347004681,0.38351980246870043,0.03222025256950584,0.02411108585634489,0.00141199700781528,5.07699397680872e-05,0.009060373198881
3400,0.7298786271375409,0.02074299696939021,0.19081485374193388,0.4024936904902889,0.03362381176400161,0.026277455429021056,0.0016440478176374302,6.223626508019857e-05,0.010242572322543138
3500,0.7414199746555764,0.021350826011292373,0.19285530634053755,0.42167829473590224,0.03502738739003603,0.02853072340577603,0.0019036522099926353,7.574461102343253e-05,0.011525418284740447
3600,0.7525914393690647,0.021958526289495857,0.19476694659431673,0.4410604581461303,0.03642967338451311,0.03086747261834321,0.0021927595580643134,9.156111939618556e-05,0.012912352513112036
3700,0.7634048754668022,0.02256609783127821,0.196555146539595,0.46062756953531825,0.03782943730678266,0.03328405941611085,0.002513339423279655,0.0001099731345350453,0.014406613057279643
3800,0.7738717572279865,0.023173540663911217,0.1982251053450527,0.4803675462693728,0.039225517523438475,0.03577664496395143,0.0028673744824970356,0.0001312895312766179,0.016011225714154514
3900,0.7840031911966294,0.02378085481466087,0.1997818503839543,0.5002688170260046,0.04061682044311169,0.03834122542580133,0.0032568535217504077,0.00015584094880962643,0.017728996758006182
4000,0.7938099279682371,0.024388040310787396,0.20123023882238428,0.5203203046937095,0.04200231780608023,0.040973660872067434,0.0036837645419429623,0.00018397992946542118,0.019562507200190947
4100,0.8033023735986324,0.024995097179545234,0.20257495973688652,0.540511409455763,0.04338104403259168,0.043669702800104286,0.004150088013935568,0.0002160809624513434,0.02151410849851231
4200,0.8124906006092562,0.025602025448183074,0.2038205366000905,0.5608319921278883,0.044752093639893346,0.04642502002438896,0.004657790340737853,0.00025254042382122425,0.02358591976550751
4300,0.8213843585919813,0.026208825143943806,0.20497133018056746,0.5812723578035182,0.046114618733461676,0.04923522280130856,0.005208817573493421,0.0002937764111452735,0.025779826415700514
4400,0.8299930847574869,0.026815496294064566,0.20603154140020313,0.6018232395897503,0.04746782651376452,0.05209588657531697,0.005805089203795802,0.0003402285650441778,0.028097478961880192
4500,0.8383259141726839,0.027422038925776715,0.20700521460272855,0.6224757825927902,0.04881097684168468,0.05500257433285884,0.006448492157163413,0.00039235780800048637,0.030540292918896768
4600,0.8463916886367923,0.028028453066305845,0.20789624334350884,0.6432215292389751,0.050143380086151504,0.057950852258201464,0.007140875834524651,0.000450645713789254,0.033109453319910075
4700,0.8541989674405135,0.02863473874287178,0.2087083705133268,0.6640524028944912,0.051464394596915104,0.06093631444203168,0.007884045862846863,0.0005155943963755044,0.03580591257431215
4800,0.8617560348687284,0.029240895982688576,0.2094451918689804,0.6849606944797565,0.0527734248319511,0.06395459213400835,0.008679760268832703,0.0005877255369844685,0.03863039944647707
4900,0.869070909649563,0.029846924812964536,0.21011016885971395,0.7059390480031027,0.05406991916595343,0.0670013707348161,0.009529724616680012,0.000667579912365488,0.041583420617570206
5000,0.8761513539010426,0.030452825260902174,0.21070662302142243,0.726980445669151,0.05535336770940781,0.07007240647406696,0.010435587093966926,0.000755716806955041,0.04466526471283137
