miliseconds,VENUS
0,0.9994849193246713
100,0.998807762425624
200,0.9963801296734873
300,0.9943073839041845
400,0.9900860882604704
500,0.9881407484704116
600,0.9863625159988341
700,0.9847320472778783
800,0.982783330638695
900,0.9790375547238024
1000,0.978674941884841
1100,0.9762923120059674
1200,0.9743440919255851
1300,0.9716839183572287
1400,0.9700235423477628
1500,0.96848817531805
1600,0.9669437125528204
1700,0.9645707689270802
1800,0.9596614343509045
1900,0.9599126232935364
2000,0.9559276744289078
2100,0.9561135456414791
2200,0.9525297516086769
2300,0.9492540382140089
2400,0.9478604795135077
2500,0.9466466562483786
2600,0.9447653261644932
2700,0.9416033876688822
2800,0.9405750501929421
2900,0.9377809676462896
3000,0.9373054297979301
3100,0.9348968264973527
3200,0.9318107470720818
3300,0.9298710670528325
3400,0.927334810878363
3500,0.9244303823165579
3600,0.9229247330021626
3700,0.9211165463897838
3800,0.9187420416790012
3900,0.9166164507124955
4000,0.9150599851462884
4100,0.9133839905508205
4200,0.9102804194501363
4300,0.9089251787196105
4400,0.9067550307236475
4500,0.9069832179913924
4600,0.904594199723063
4700,0.9010299237825167
4800,0.9010709343356378
4900,0.8977350734693736
5000,0.8964307074470318
