miliseconds,VENUS
0,1.0002831612221128
100,0.9973343539985878
200,0.9954907528663013
300,0.9933816668930538
400,0.9916726570266124
500,0.9902649415691135
600,0.988319002407211
700,0.9848038691608392
800,0.9838567001917045
900,0.98081517213297
1000,0.9777194314181317
1100,0.9775784479216246
1200,0.9746228123433212
1300,0.9713855055818584
1400,0.9698659685489928
1500,0.96713997253371
1600,0.9658809392085164
1700,0.9617981820041586
1800,0.9620633000228914
1900,0.9587962912700309
2000,0.958374986263099
2100,0.9545969099882118
2200,0.9538373632534155
2300,0.9513323022727185
2400,0.9485482216212621
2500,0.9452805894923404
2600,0.9447510230370224
2700,0.9420360395105947
2800,0.9410624348724996
2900,0.9395255489400725
3000,0.9373649952513151
3100,0.9328869044314305
3200,0.932335135251925
3300,0.9304331062489963
3400,0.9286584495098406
3500,0.9248278358731424
3600,0.9248718600043342
3700,0.9226286548692156
3800,0.9183914089977211
3900,0.9170590578092811
4000,0.9159619338225672
4100,0.9151864559011343
4200,0.9115947800649009
4300,0.910179485770005
4400,0.9080265773229429
4500,0.9046138875029033
4600,0.9037854827411806
4700,0.9002300324759192
4800,0.899282101829165
4900,0.8967531172567316
5000,0.8943647090799238
