milliseconds,VENUS
0,0.9986729382486876
100,0.9985323777262234
200,0.9947823323979379
300,0.9941045540560413
400,0.9899864995565394
500,0.9892762048218171
600,0.9870896572819907
700,0.9840892756773875
800,0.9838101693317576
900,0.9801545926909535
1000,0.9775205357231409
1100,0.9755345239616378
1200,0.9745995920625882
1300,0.9703533777485952
1400,0.9709489564343199
1500,0.9675675973545455
1600,0.9659987138567755
1700,0.9643191112770173
1800,0.9600084967984267
1900,0.9602665177652195
2000,0.9576190949431165
2100,0.9550709460173439
2200,0.951418471062692
2300,0.9501800302204914
2400,0.94758782891047
2500,0.944979442359949
2600,0.9457617495332857
2700,0.9423555001820045
2800,0.9388881258084782
2900,0.937051036233786
3000,0.93498961834338
3100,0.9332772467540578
3200,0.9313929067110369
3300,0.9294274572040401
3400,0.9279943382518231
3500,0.9250549259940998
3600,0.9225425796144314
3700,0.9226787576408395
3800,0.91886236984984
3900,0.9176838263408741
4000,0.9169539420541312
4100,0.9145579392461045
4200,0.9108556315604831
4300,0.911085229030934
4400,0.9063613447679186
4500,0.9053621821267396
4600,0.9032243637720923
4700,0.9007805037085406
4800,0.8990419518172457
4900,0.8971380624364756
5000,0.8966993268372085
