milliseconds,VENUS
0,0.9988152921002351
100,0.998138968211029
200,0.9965348051343691
300,0.9922708838187946
400,0.9911824405495571
500,0.9894747940071946
600,0.9875770084948559
700,0.9847820213768393
800,0.9824649355188145
900,0.9795367442083072
1000,0.976993852115311
1100,0.9746068664919842
1200,0.9742106421784907
1300,0.9711653003732453
1400,0.9689150835686959
1500,0.9679595790178951
1600,0.965256212531323
1700,0.9624348051280186
1800,0.9613977440216225
1900,0.9600127504484707
2000,0.9566796538671566
2100,0.9559963827007284
2200,0.9530828371692496
2300,0.9495307907572146
2400,0.9492659316195218
2500,0.9470609296796813
2600,0.9436770291258123
2700,0.9421622285392723
2800,0.9404525942652723
2900,0.9372495791248412
3000,0.9363338322667091
3100,0.9349634790335083
3200,0.9322224224003902
3300,0.9304676743951663
3400,0.9277597931035901
3500,0.9263071995728533
3600,0.922896803198737
3700,0.9202524737918916
3800,0.9183658944476726
3900,0.9190741657535753
4000,0.9145380200409946
4100,0.9127233331888175
4200,0.9122931688257416
4300,0.9084190067368465
4400,0.9076208225903486
4500,0.9046431013113341
4600,0.904813323377256
4700,0.9030123615996305
4800,0.9006128675224357
4900,0.8978000297736166
5000,0.8961823925852235
