milliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
0,-0.0007583855107080578,-0.003647787727912173,-0.046648906286445725,0.058808028868902906,-0.006284772873903977,2.3784632201955386e-06,-1.199905927138091e-06,0.538504240670327,0.000995559970413926,-0.01125108825424489
100,-0.0013554212235662535,-0.0018181866097643285,0.016240141373180465,0.17561643801000068,0.022593888386285434,2.02668415655189e-05,-9.531185288824366e-07,0.42714514740237336,0.0009228456866880399,0.032508008166291735
200,0.002135973626853184,-0.007034460085877237,0.05185603580403273,0.21608862402940493,0.048930884184564795,3.0357086677278535e-05,1.6287983576157271e-06,0.3821425102289407,0.0008786107364746391,0.033603892416299304
300,0.000867906016951873,0.004221857433474793,0.024770525895805265,0.23325008914138695,0.05727967433156069,5.070426775283747e-05,2.6086995706964043e-06,0.36649344030288605,0.0008092169640623761,0.06116615351307935
400,0.0025105735652771774,0.003427406969100818,0.04733155854935225,0.23608364619753608,0.08307697431306597,6.0285204492598944e-05,2.7244477407400612e-06,0.3609708759077193,0.0007448239447858515,0.06674514410402092
500,0.0013036902401575672,0.0008092141610681743,-0.02662882801045533,0.2373913559737347,0.09186996999992508,7.921794474702381e-05,3.4953963572977264e-06,0.3628216903754307,0.0006986655410356802,0.08473165744277766
600,0.00542465273045556,-0.0015931080329096594,0.026069355738719463,0.23753403945580776,0.10949823181798851,8.782293205293925e-05,5.595037226644085e-06,0.36010309957150105,0.0006052651465583686,0.12705598897002712
700,0.006584462079859706,0.0025123806276500732,0.010019683059440536,0.24181392884236064,0.11407366961012261,0.00010161333624125065,6.826953804064781e-06,0.36225107031046944,0.0005929130603778824,0.13737664964682783
800,0.009565454417859299,-0.004676110790056549,-0.04726471573908699,0.23746875396619074,0.13546764340970066,0.00010581048317286357,7.949542590993423e-06,0.36088185098743997,0.000505823966313213,0.15286780661315216
900,0.012899823118932865,0.006033597504966015,-0.054174776144454054,0.23972710720141366,0.14695046258829741,0.00012136622062473168,1.0539558141953518e-05,0.3572947132310471,0.0004671339090678814,0.1686727175840444
1000,0.016109454814616935,0.008501297298568102,0.017990845633695983,0.24061800185337895,0.14381327515674713,0.00013501016598369225,1.2411291691243752e-05,0.3598203255046991,0.00045514232096332077,0.18722415709441906
1100,0.01656355558528856,0.006753172868229729,-0.03685061775096679,0.23842319349132576,0.15457473954377207,0.00013380354144443236,1.459145444644417e-05,0.3604220934509231,0.0003830829311241125,0.1939886336743737
1200,0.020101842115251043,0.006141495290231096,0.03271260777496096,0.2420976623166582,0.16466552029536044,0.0001428519730895178,1.6085433687685152e-05,0.3581207221467846,0.0003740687811717459,0.22693644536290863
1300,0.0243383616094774,0.0021877189255376977,0.024342490232347667,0.23930887280121696,0.1817823640630032,0.0001528712824727042,1.762117367866702e-05,0.3584715258017392,0.00029509963631740415,0.2381693001275773
1400,0.026376232375817824,0.01104960470349,0.0332667497619179,0.238923641301986,0.1771877153662136,0.00016357034680349205,1.90712003700293e-05,0.3619188342322518,0.0002946380626614668,0.2376398341183978
1500,0.030453090134282986,0.0161733195757035,0.10384056344557338,0.2411796429850553,0.18606182578872266,0.0001635428055587544,1.9103664215169082e-05,0.3576953809066864,0.00023762994250693103,0.273104152031851
1600,0.032786951277326774,0.014950415881805222,0.13799162499983836,0.240900943695933,0.191203871193201,0.0001791956729989311,2.0448064807144356e-05,0.3582711871734332,0.00018732186763725895,0.26672730843930675
1700,0.03549339697545013,0.014890393970909228,0.1081147875044531,0.23841418478253487,0.20886668581533718,0.00018533563235267485,2.3103779920171467e-05,0.36277294011236494,0.0002049969374620852,0.2907073844765059
1800,0.03629785380295759,0.027175736313757137,0.20829477340019248,0.23740804967026088,0.2049548081020297,0.00019374468818092228,2.3435054244688733e-05,0.35919434139144196,0.00012488300115789393,0.2949330234670935
1900,0.03983316826817643,0.031805976213372625,0.23906927865018385,0.23769594611486816,0.20570270750205064,0.00019384708398461072,2.428950933672189e-05,0.3571800053532691,0.00011554365055059079,0.2952402274239803
2000,0.03940907850019508,0.02467366539768813,0.22907945193157464,0.23746186926122048,0.21740739096918132,0.00020014169861423404,2.6133869438040272e-05,0.358743431840303,0.00012112860141159125,0.32595564514484826
2100,0.04256442211447248,0.03910767030698818,0.3085884733514582,0.2386669786785772,0.22779724946064242,0.00020388641364876926,2.7021287394521543e-05,0.35713172655201886,8.187541126113876e-05,0.32985811178453994
2200,0.04326509789710125,0.04053038613016502,0.3508933645125149,0.23942216652986212,0.2211652647456164,0.00020574354674918126,2.8939342048859697e-05,0.36123086739817517,4.722073641065678e-05,0.3647846302058737
2300,0.045590200076837964,0.042984452658473206,0.35267765702050863,0.23818482607488628,0.22752046375510662,0.0002097395681799144,3.053507716708485e-05,0.3578469856420011,5.9434988388475855e-05,0.35663053432841
2400,0.04515408687614405,0.050867180020522054,0.40454746486611887,0.23679840195339846,0.23648523389643228,0.00021237246278885344,3.187777760885075e-05,0.3604880765850343,2.6746474519841166e-05,0.36440084620685576
2500,0.04747395755417244,0.0548789772780315,0.4138726835475983,0.23812335627294595,0.2289125272262177,0.00021662021335840912,3.131585353294224e-05,0.35550355170150105,1.88474412912658e-05,0.3722330179980275
2600,0.0472805036341797,0.07032795511437859,0.4398846428722248,0.23708514017115628,0.23840897487080326,0.00021100294647931063,3.218193338416563e-05,0.35534457531167496,2.0741829127660118e-05,0.3861850808048041
2700,0.04777364622399748,0.06567830783011423,0.4763710925752287,0.23930670594305817,0.23685111124633573,0.00020833669685780084,3.157133978126052e-05,0.3573975652149381,6.08369782962109e-07,0.41440942913305373
2800,0.05050630507651991,0.07142949815884785,0.635774347285065,0.2387050189961955,0.24052454774350362,0.00020869701405316503,3.289944410984838e-05,0.35654642865790276,6.23339749729497e-06,0.42471882465130606
2900,0.04821231999753655,0.0767857486925906,0.6045685344973979,0.23933452675564623,0.23810644833193093,0.00021090650479996029,3.424626493178057e-05,0.35440160042705265,5.2087779046116386e-05,0.4376861488204259
3000,0.05072207884020631,0.08674459294187399,0.6601394860823883,0.2359987021714972,0.24895920145670147,0.00021425793876751075,3.366281246776121e-05,0.35440189358993884,2.4948653879365772e-05,0.45283420205953323
3100,0.050250234112738004,0.09364914537702242,0.7674185199501836,0.23774833263892015,0.2527167586396049,0.00020949366126808117,3.435550552658548e-05,0.3568649496189368,2.2560192923623346e-05,0.4550462189855051
3200,0.050992971221498026,0.10851389063969545,0.7561889754333855,0.23896247540855164,0.2571677837121432,0.00020630653172988241,3.408496412270824e-05,0.3570494734725435,5.126298400071618e-05,0.4456989680627056
3300,0.05270924529136692,0.10726658647202778,0.9117330261545381,0.23385380486913876,0.24783640360590345,0.0002099603273405965,3.3277810023573566e-05,0.35357480030483107,3.8678459879635036e-05,0.4792818219463929
3400,0.050786484478313604,0.12030881594858313,0.8971544802619885,0.23385281205745453,0.2572596708739275,0.00021116799227377525,3.3515491032812054e-05,0.3500846318080681,1.768978472405362e-05,0.4771185473328309
3500,0.052624601807804816,0.12275591535655146,0.9090032085653903,0.23635712812584717,0.2476874735917435,0.00020287050169611517,3.534331266774077e-05,0.3531038821320893,1.0425508822199234e-05,0.49946540375739634
3600,0.05302567652282234,0.1307484219332133,1.0027168727440994,0.23248864235084832,0.25306447501094076,0.00020895416815244983,3.528040107113878e-05,0.3532351765766472,-1.1073409755435983e-06,0.49748676532997044
3700,0.0531849134592216,0.1324315797468937,1.1295234344422607,0.23208895031083276,0.2582911919408334,0.00020570287063955876,3.505592444127275e-05,0.34660874065180897,5.275663011192983e-05,0.5149743261598431
3800,0.05254148417971905,0.1477410345755441,1.164889882698881,0.23269018582476272,0.2512008432238442,0.00020777347013023898,3.550376644565917e-05,0.3475690091325232,1.170881232064632e-05,0.5305405248123722
3900,0.053844303608835686,0.15212964905252352,1.1512493965733757,0.23207370954889248,0.2567230630762305,0.00020619684397136715,3.47387429903322e-05,0.3475509159234496,4.215503284389022e-05,0.5293046239025045
4000,0.050411485201983124,0.15942191963278943,1.2959282086312425,0.22945744095711135,0.26536711105460625,0.00021128272532431962,3.436224869711143e-05,0.34351058197348616,5.332255595578704e-05,0.5185826132061847
4100,0.05277091586225445,0.1580270520715643,1.3475824396582783,0.22909875593309864,0.26129424923732103,0.00021271487782742248,3.375718906522549e-05,0.34522935997225385,3.0007911128804442e-06,0.54427223102621
4200,0.052697104500001826,0.16319767534849325,1.3743605624229733,0.23212751223974856,0.26246433479499437,0.00021282381458257295,3.511609349788511e-05,0.3421597374575175,1.951998983600242e-05,0.5337016845183783
4300,0.05166017970457255,0.16958849796904646,1.4442331616760653,0.2272419069538026,0.25939838189972936,0.0002110594425163646,3.596570417597759e-05,0.3428955363045117,9.566472751676337e-06,0.5613271707223996
4400,0.05353812947545809,0.18552547791698648,1.4590288879253774,0.2300473600826815,0.2635231607759421,0.00020325177119233002,3.401774847882159e-05,0.3424337852701956,-1.2781611535940673e-06,0.5578601149920852
