milliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
0,-0.0008242579538633288,-0.001744081563743183,-0.05751909191038829,0.05756267865645615,-0.002899533603760051,-3.257230160448752e-06,6.017660565836163e-07,0.5408657597394769,0.0010254535220819308,-0.009355723762480856
100,-0.0004967731898937675,0.002530651188191476,-0.0090598349117946,0.17134164193686588,0.025889072303747606,1.498419114836322e-05,-5.192274765390799e-07,0.42386189015211934,0.000914380506683868,0.007954077725620939
200,0.0012205825764962657,-0.0016917904986965308,0.005294633005724099,0.21595430793084458,0.043913627183935294,3.936554337888223e-05,5.634482871955703e-07,0.38604847684454374,0.000884181834055524,0.029121465838598558
300,-0.00041626267552967824,0.00727630219620581,0.031447754439138324,0.23194163809409374,0.05582151513725345,4.396550290688894e-05,1.3548636515729317e-06,0.36906929019076273,0.0007797095834556775,0.07108301896450445
400,0.0026333512782191724,0.0016312022830847915,0.02441717074742085,0.23716554397210104,0.07444683179312375,6.134312053299947e-05,2.09057629544625e-06,0.3606335424735711,0.0007235351221192381,0.062162333516678527
500,0.0031127469822072582,-0.003329147158502481,0.0531024598563596,0.23804865457168858,0.0959448772708151,7.247748532466439e-05,4.0780717369676106e-06,0.36344362668362434,0.0006559154396143515,0.10395836295278339
600,0.0033755985480498907,-0.005173043891461201,0.005320968017730665,0.2396140137106836,0.09818818269216852,9.045350277251107e-05,5.146288201157955e-06,0.3603162542876585,0.000638714083114068,0.11341666383390227
700,0.005401072458996876,-0.0021338959414566334,-0.029479151950957808,0.24187402094016977,0.11855958564857866,0.00010307858480517395,8.024565903650685e-06,0.35796047634364686,0.0005753751980261403,0.13386875563065434
800,0.008987090210017416,-0.0024822713417912757,-0.04078227002884889,0.24253248606165725,0.12562942385808654,0.00010950525358311421,8.884797250186738e-06,0.3591196474250172,0.000547119668475556,0.1475971361105244
900,0.012972840024498264,0.0021730067663047734,-0.01964527493247349,0.2378452267564467,0.14186172793375687,0.00011885725163401812,1.058282456328908e-05,0.35993898501161503,0.0004527751065294728,0.15962348099307325
1000,0.016045693458941763,0.0067451646352986085,-0.03027215232531333,0.24179402118937687,0.14514002062666354,0.0001310220428248899,1.2306276405329113e-05,0.3579031120501527,0.00042793325710088206,0.19602289863253053
