milliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
0,0.001029357145558441,2.9126781355183888e-05,0.015162505979823515,0.0625930933295308,-0.003931204244229533,5.701036840674022e-06,-8.216738147620257e-07,0.5381917187859452,0.001001602055854976,0.012603367133423185
100,-0.0006955585942023479,0.004266078756429793,0.04196052379880892,0.1711646247645493,0.015125506339060821,1.2130661140329696e-05,7.282047382236549e-07,0.42817924799894735,0.0009481494373577071,0.004902404429787441
200,0.000618950967114531,0.004241740951670908,0.00620177470838976,0.21817501379674284,0.03711808924303348,3.708738547052796e-05,1.6751391336462949e-06,0.3839926007526759,0.0008472037878790167,0.03865050587206915
300,0.0026232584879225538,0.00021120862409454764,0.030447532084088496,0.23250200296487594,0.06467860657149524,4.4652081657021136e-05,1.7004236046237666e-06,0.3710677000619241,0.000802754186899652,0.07266275482642022
400,0.0018219493132927676,0.0010861524631973713,0.008093334966930899,0.23787279699264557,0.0753531991161169,6.704327389117272e-05,2.4693351806860666e-06,0.3634275489371114,0.0007605115977115158,0.0650492672516678
500,0.0029979839400913902,-0.005411281887903547,0.031023990917029863,0.2391992701577119,0.09091487502741391,7.758403148134743e-05,4.938361507810033e-06,0.3587143472560274,0.0007003991218555714,0.09510132046824198
600,0.003281826040861966,-0.0017383933507599417,0.06009619691723721,0.24198361946391372,0.10766653714061665,9.128933251560313e-05,6.395431303631731e-06,0.3591320817945582,0.0006293965480621476,0.10825499766510495
700,0.006920461361158606,0.005546514621546406,0.03814674696485569,0.23748614499123186,0.1196794689373841,9.417539429434798e-05,8.261755496240793e-06,0.3610689828425462,0.0005971269314109785,0.11371992771808351
800,0.00977445440932362,0.00301905456077875,-0.04776081432424399,0.2417185806831047,0.13367139011241805,0.00010404199621083515,8.699471655686395e-06,0.361501570032579,0.0005038206329215649,0.1529071342447747
900,0.013717019090704592,-0.0045434055761011454,0.04272015801652303,0.24255609596362213,0.13959534469851975,0.00012129228374821875,1.0842337368897766e-05,0.36215785603389206,0.00048083230242215345,0.17694702018145528
1000,0.01644375792139833,-0.0050664084225497084,0.022838312366713198,0.2391822315475471,0.15353181609973188,0.0001347639857747214,1.2370850116270316e-05,0.36092909569620785,0.00045842424473999365,0.1841849315894474
1100,0.01691337320462643,0.007935676294268992,0.018736040692303862,0.24177718196282033,0.15843899367306125,0.00014310768107204193,1.333333614932518e-05,0.36032136973041584,0.0004209380750959476,0.21035851825494634
1200,0.01944181502786899,-0.0034799747744922076,-0.0061710421268466875,0.24193365201558206,0.17080411929846898,0.00015135758447124925,1.4821193710108085e-05,0.36161283856645177,0.00035532463710997677,0.2197236956898594
