milliseconds,RuBP_ch,PGA_ch,ATP_ch,BPGA_ch,GAP_ch,Pi_ch,DHAP_ch,FBP_ch,F6P_ch,E4P_ch,X5P_ch,SBP_ch,S7P_ch,R5P_ch,Ru5P_ch,G6P_ch,ADP_ch,G1P_ch
0,0.33644,3.35479,0.49806,0.14825,0.01334,1.5662,0.29345,0.02776,1.36481,0.41021,0.00363,1.56486,0.00541,0.00599,0.00235,3.1396,0.00149,0.18206
100,0.3755637948744527,0.9451295385615046,0.4976606387872502,0.0771739917394662,0.010438871639487923,1.075762622522375,0.22965089034201647,0.017020425026086215,1.8296467683966762,0.7181302639713815,0.0022340612416946186,2.1439495349173736,0.0009497445423729056,0.003741870795157528,0.0014967165273523553,4.208187634309456,0.0018893612127492954,0.2440748852485434
200,0.3714784525120922,1.0469978140820402,0.49744389132295636,0.07666027651337187,0.010041179087038563,0.7563865030951312,0.22090167768538563,0.01574825826171159,1.9260761733625889,0.7286404481724674,0.0022295779272808684,2.0924517122905946,0.0009834311318079338,0.0037343560687236664,0.0014937106375786965,4.429975270739042,0.0021061086770435026,0.256938567532439
300,0.3720381711713394,1.05588018822073,0.4974272599447563,0.07670236718546627,0.010058293915000427,0.7401918186867521,0.22127820142326488,0.01580199157879468,1.924636428410271,0.7291489069464049,0.0022301511396185516,2.097480829530117,0.0009822593724564213,0.003735316318878675,0.0014940947367042994,4.426663856476739,0.002122740055243715,0.25674650546672356
400,0.3719647360138172,1.0550164517986256,0.49742856520670364,0.07668697821464802,0.010057500384742613,0.7410023408144327,0.2212607444524152,0.01579949834730439,1.9245205700427126,0.7292947196132257,0.0022293951351715128,2.097734770307601,0.000981676333911987,0.0037340500857767018,0.0014935882434885673,4.42639738219541,0.0021214347932963897,0.25673104996058466
500,0.3719605365759572,1.0550530915816883,0.4974284911685537,0.07668695372175667,0.010057261618748068,0.7409415068252184,0.2212554916097002,0.01579874819200554,1.924573048672385,0.7292886473270185,0.002229421561085242,2.097667503007598,0.0009817227223691345,0.003734094343980204,0.0014936059467766049,4.426518083051024,0.0021215088314463235,0.25673805061003385
600,0.37196170333154693,1.055060669652293,0.4974284802936719,0.07668710974555758,0.010057292877626807,0.7409343553389142,0.22125617929718427,0.01579884640070244,1.9245695118196857,0.7292879229417861,0.0022294266081573652,2.097671939474155,0.0009817240813304311,0.0037341027975886644,0.0014936093282189708,4.426509948289312,0.0021215197063281593,0.25673757879383735
700,0.3719615608411374,1.0550593555555579,0.49742848229834136,0.07668708704096239,0.010057289888598176,0.740935729422287,0.22125611353964317,0.015798837009072312,1.9245696876007101,0.7292880716010883,0.002229425693616164,2.0976717431067713,0.0009817235721918055,0.0037341012658015952,0.0014936087155042444,4.426510352585689,0.002121517701658767,0.2567376022430313
800,0.3719616414763034,1.0550603213157272,0.49742848077584606,0.07668710192540028,0.010057291119408984,0.7409346618087846,0.22125614061679227,0.015798840879770376,1.9245697316380348,0.7292879541978263,0.0022294263772496417,2.0976716629605066,0.0009817240519180046,0.0037341024108258412,0.0014936091735138985,4.426510453871547,0.0021215192241540925,0.25673760811760726
900,0.37196165077954635,1.0550601401430402,0.49742848111180743,0.07668710094752879,0.01005729187322801,0.740934919057607,0.22125615720082742,0.015798843242024154,1.9245695462794767,0.7292879850525913,0.002229426236314447,2.0976719085140436,0.0009817238545380758,0.0037341021747820846,0.0014936090790963752,4.4265100275468345,0.00212151888819274,0.25673758339077524
