milliseconds,c3,c2,c1,o,i,ik
0,1.0,0.0,0.0,0.06,0.0,0.10286810002121868
100,0.9996900530383084,0.0002816662698611757,6.986298938841568e-05,0.056565384377399865,0.0033930333250424454,0.09697956029788415
200,0.9993804642531935,0.0005171842387795236,0.00018517977560424302,0.05349439734705523,0.0064227743853679025,0.09171445028119488
300,0.9990711933974036,0.000719328486225007,0.0003332397516239091,0.05074834558787376,0.009127892776873982,0.08700643149741283
400,0.9987622113426976,0.0008973251006482374,0.0005048684655665033,0.048292653123998545,0.01154294196708944,0.08279622453082501
500,0.9984534969820424,0.0010578408671558146,0.0006934412966752893,0.04609642274147483,0.013698798112651931,0.07903085708650687
600,0.9981450350149274,0.0012056903975368718,0.0008941784366083182,0.044132045509041644,0.015623050641886195,0.0756629945260845
700,0.9978368143326785,0.0013443516339354843,0.0011036309772885222,0.04237485047664712,0.01734035257945092,0.07265033928693204
800,0.9975288268537065,0.0014763376629200024,0.0013193102925918075,0.04080279229814854,0.018872732892633668,0.06995509532118258
900,0.9972210666835175,0.0016034648139301485,0.0015394208469497077,0.03939617153532662,0.020239876120276407,0.06754348856581778
1000,0.9969135295055347,0.0017270470544841052,0.0017626664955160763,0.03813738474483206,0.021459372199633397,0.06538533847465139
1100,0.9966062121503684,0.001848033405093765,0.001988113597652369,0.037010702237092075,0.022546938609793843,0.06345367699301216
1200,0.996299112275827,0.001967109997454417,0.0022150893794261775,0.03600206843344391,0.023516619913848805,0.06172440627637114
1300,0.995992228135865,0.0020847737408762274,0.0024431085985005697,0.03509892341867594,0.02438096610608253,0.06017599274782418
1400,0.9956855584182043,0.002201384066984768,0.002671822059239796,0.03429004410932809,0.025151191346243423,0.0587891947861727
1500,0.9953791021254308,0.002317200800767328,0.0029009789524219332,0.0335654026010053,0.02583731552037495,0.05754681986687811
1600,0.995072858484294,0.0024324130330259128,0.0031303981603312534,0.03291603731447057,0.026448293007878574,0.056433503646118745
1700,0.9947668268839327,0.0025471587641367156,0.0033599487549786995,0.032333939143123325,0.02699212645382876,0.055435514764246796
1800,0.9944610068355528,0.0026615377068732755,0.0035895373083692306,0.03181195185229026,0.02747596629691451,0.05454058408352645
1900,0.9941553979399856,0.002775621579092989,0.0038190976989134076,0.031343681905700686,0.027906200876307366,0.053737750088481334
2000,0.9938499998607238,0.0028894626529228397,0.004048582650419497,0.03092341631930195,0.028288538516632006,0.053017218048862315
2100,0.9935448123056657,0.003003099529427958,0.004277958031212319,0.030546049593066532,0.028628080540627647,0.052370234746544564
2200,0.9932398350161749,0.0031165605832250277,0.004507199470344925,0.030207019352499285,0.028929385577756036,0.05178897813492974
2300,0.9929350677590884,0.0032298664706998602,0.004736289902204256,0.029902248943092402,0.029196526924915193,0.051266458918956835
2400,0.9926305103201596,0.003343032186121114,0.004965217555646019,0.029628097968080875,0.0294331419699925,0.05079643575365016
2500,0.992326162497865,0.0034560689999931205,0.005193974062013385,0.02938131106824437,0.0296424833718842,0.05037332742871168
2600,0.9920220241006533,0.003568985308674691,0.0054225536380408754,0.0291589804005676,0.029827456552063494,0.04999214853937238
2700,0.9917180949441584,0.0036817874942472253,0.005650952259876753,0.028958506458381227,0.02999065884333638,0.04964844231376445
2800,0.9914143748482311,0.0037944808430034676,0.005879166777596146,0.028777560173641508,0.03013441735752781,0.0493382156384799
2900,0.9911108636394956,0.0039070687179976835,0.006107195751862007,0.028614068941788744,0.030260802948855883,0.04905791509863285
3000,0.990807561146831,0.004019553971592785,0.00633503807719658,0.028466176792310106,0.03037167001206939,0.04880435869155083
3100,0.9905044672026271,0.004131938530955859,0.0065626934090753175,0.028332227533886603,0.030468673323454907,0.04857470692966288
3200,0.9902015816408858,0.004244223987439527,0.006790161593987024,0.02821074258008605,0.03055329019760143,0.04836642482335241
3300,0.989898904297066,0.004356411629049756,0.007017442654618664,0.028100399239585398,0.03062684217967996,0.0481772446602308
3400,0.9895964350074022,0.004468502645427587,0.0072445365987555375,0.028000014206308668,0.03069051154210568,0.04800513769950173
3500,0.9892941736094654,0.004580497939562037,0.007471443616533929,0.02790853189141558,0.03074535294302278,0.04784829416752515
3600,0.9889921199414609,0.004692398338286823,0.007698163884633474,0.027825006933382825,0.030792310902235755,0.04770509327190546
3700,0.9886902738426979,0.00480420443565058,0.007924697729534524,0.02774859551805101,0.030832228474065707,0.04757408831998686
3800,0.9883886351530999,0.004915916741022406,0.008151045488446213,0.027678544681115056,0.030865857936316136,0.0474539883783119
3900,0.9880872037131937,0.005027535673284827,0.008377207524624494,0.0276141805381978,0.03089387255069889,0.04734363809345536
4000,0.9877859793638699,0.005139061631940324,0.008603184162118225,0.027554901276430285,0.03091687356564099,0.047242005676310615
4100,0.9874849619464326,0.005250494975289549,0.008828975713661494,0.0275001695854178,0.030935397779198293,0.047148169925220564
4200,0.9871841513025063,0.005361836043671678,0.009054582464278933,0.027449504271714734,0.03094992591782819,0.04706130584926035
4300,0.9868835472741172,0.005473085129817104,0.009280004704495286,0.027402475764497215,0.030960887127072952,0.04698067696285534
4400,0.986583149703652,0.005584242488006936,0.009505242725622604,0.02735870065015107,0.03096866443256714,0.046905625915505345
4500,0.9862829584338074,0.005695308345174889,0.009730296813630844,0.027317835563204496,0.030973600844182197,0.04683556401798208
4600,0.9859829733075672,0.00580628290598362,0.00995516724635606,0.027279574379656817,0.03097600216043593,0.0467699664303802
4700,0.9856831941681335,0.005917166372706609,0.01017985427619354,0.027243645097843227,0.030976140085122755,0.04670836681445868
4800,0.9853836208589786,0.0060279589213077306,0.010404358161135538,0.027209800969397874,0.030974261089180038,0.04665034212795789
4900,0.9850842532237819,0.006138660726222464,0.010628679135276,0.027177826401959967,0.03097058051275942,0.04659552274460226
5000,0.9847850911064344,0.006249271949032572,0.010852817430630306,0.02714752395682128,0.030965295557081166,0.046543570161978694
