miliseconds,c1,h1,c2,h2
0,0.2794373902955035,0.7943172188595639,0.10617427779845583,0.10632382694377668
100,0.42324655909168624,0.7826934406721644,0.09840953874923564,0.17797162523654156
200,0.547903076584099,0.7648454352188458,0.09427286308759718,0.2495654276798368
300,0.7575771554886349,0.7298613803993803,0.1065510731145503,0.3134655616551843
400,1.0019265652856781,0.7069736798488028,0.0973405047528923,0.3632835175064197
500,1.179085810885694,0.6703440542716472,0.07240612372672132,0.4234523072462254
600,1.3477619847651143,0.6333311270833919,0.08474346794620967,0.469311243335091
700,1.4776518639099783,0.5977284719532704,0.07591521096427684,0.5123084794904276
800,1.5297711700821934,0.5593588780140598,0.09273981135282883,0.5459848287244685
900,1.5692488158941362,0.5335013351534993,0.10029164389134615,0.5689129780123581
1000,1.6037252355297866,0.5081419637328326,0.10922560374966857,0.6020714585938748
1100,1.6205824208577428,0.47741834784626924,0.08579582516842718,0.6234339055821166
1200,1.596112322678778,0.4661171074971667,0.10180873994186947,0.641976102512066
1300,1.5386293853813686,0.4498088686912387,0.07614167907997899,0.6646464678842847
1400,1.5238388198664456,0.4332409935977845,0.11190269978475334,0.6873206307852665
1500,1.4626826574840275,0.42646316916214355,0.10575497042813317,0.7104826941366463
1600,1.3956522026746914,0.4084536615014949,0.09257010949990313,0.7077797896097341
1700,1.3340623789778132,0.4042102873183802,0.0827224328813803,0.7334029417101344
1800,1.2704095469077439,0.40991345205827834,0.11663625584513933,0.7366152912781423
1900,1.2064083564511419,0.4042472295479346,0.10901010895827241,0.7483974414172703
2000,1.1879550158641,0.40534803358196597,0.10924676097617089,0.7590134135914416
2100,1.1334464684014611,0.40298329781782277,0.09622557987327846,0.7568085445402558
2200,1.032995097210847,0.40576316053303463,0.10241515472364482,0.7699095382738027
2300,0.995113798884164,0.41742598966992966,0.10972412315801333,0.7624379568606595
2400,0.9537393036891174,0.4226420634794118,0.13336946873926478,0.7809021746961091
2500,0.8627743208694043,0.4302734301845803,0.13781370354936245,0.7807652963069454
2600,0.7926852026926214,0.43915615978328704,0.16335747969348657,0.7814053013569654
2700,0.7731828083218586,0.44183104551925106,0.1424522954007018,0.7763172181649836
2800,0.6998173445537295,0.4528345857925134,0.14541257994660878,0.7720089764306891
2900,0.6536073260733055,0.46158300673382613,0.17372575853701464,0.7693146264592972
3000,0.5862351930190732,0.4706553068747339,0.20855096684572152,0.7680810806489266
3100,0.5794043632928447,0.48368246441219276,0.2168417477393048,0.766189547436901
3200,0.5060019044384884,0.49151921470328824,0.21788670118688647,0.7704633147960958
3300,0.4582071819490245,0.5038612182888617,0.2494375099489045,0.7569610568749067
3400,0.43628609235756277,0.518781694673749,0.33820635145251843,0.7573028346763663
3500,0.4025484924756721,0.5302818244317232,0.39952714029862785,0.7429667209651897
3600,0.39688164329525816,0.5493134136285748,0.4855155093700992,0.7189897239479962
3700,0.3430459119950265,0.5544452075243224,0.6071554139737817,0.705327443985082
3800,0.30969674263447755,0.5679960397621757,0.7304268922251895,0.6896413473976704
3900,0.3007645300766232,0.5819813627503685,0.8651072683382753,0.6698424402188115
4000,0.2616176875873841,0.5982230807755179,0.9513902545191797,0.6391857430739906
4100,0.263274299854256,0.6162267897895063,1.0992020557821491,0.6239642481772424
4200,0.2004717620892239,0.624270772100664,1.1660079297927324,0.5859039522672149
4300,0.20759324592758693,0.6327747932254201,1.2259946776415296,0.5663705003744234
4400,0.19801843365031024,0.6426740587903166,1.267554201583655,0.5489937264191525
4500,0.18102146047205064,0.6566233058003198,1.262817615441754,0.5311260173325253
4600,0.1745339864606257,0.6762925345391902,1.289876483099714,0.5100236130954965
4700,0.13871361329530824,0.6880751286863033,1.2830631840298188,0.49414216090555685
4800,0.170671546618375,0.6905474492502364,1.2778566825227373,0.4764309882604228
4900,0.16190829936579115,0.7076862590734894,1.2503492788345456,0.46482925480728426
5000,0.13454230931378344,0.7069138033776937,1.2200788897456445,0.4538955136791783
