miliseconds,c1,h1,c2,h2
0,0.2852702622077037,0.8012598267598826,0.11211542090281787,0.09958742974861476
100,0.39387800968169395,0.7846154103582179,0.09640589526224846,0.176568826861252
200,0.5509493454688864,0.7626713866891202,0.07471616142960481,0.2441467804751892
300,0.7570672362051086,0.7359290691301139,0.09939499045164189,0.3153032570937503
400,0.9633425199534286,0.6980205603436265,0.09518401224347794,0.367842099052346
500,1.1723067976238564,0.6722175043932099,0.09659825941178504,0.4171105652847389
600,1.3453401359384514,0.6291064493787357,0.08432380887813602,0.4660675065798116
700,1.4436801554780279,0.6020360421696836,0.07999662417803831,0.5043963593352699
800,1.5193822200339633,0.5618607477429207,0.10445052980527957,0.5354774823052934
900,1.574580908585272,0.5293709826176266,0.10491274896114636,0.5804400729032668
1000,1.5926352750466772,0.5086828414511145,0.08794159118064465,0.5994795052374576
1100,1.6013014742214957,0.48389865445794783,0.07573211139492278,0.6284729534784016
1200,1.573389345586132,0.46253522147443593,0.09113295465768204,0.6459132322952795
1300,1.5636085199774628,0.4438388855130555,0.09593952494586598,0.6697369177229932
1400,1.4803989030678513,0.4302045066812023,0.09891599732167354,0.6865155452109234
1500,1.4385409357620595,0.41919698321598003,0.10375493337335956,0.7019006164814432
1600,1.3911855122390073,0.4106813831180401,0.12236459577314966,0.7096810088366114
1700,1.3558645830794316,0.4078162699174968,0.12206406950543333,0.7350180830051718
1800,1.2880483039598758,0.4108112600484183,0.11358356157532859,0.7398094698220696
1900,1.2074681025452842,0.40605544521412784,0.1281770816766438,0.7458547136549873
2000,1.1553413867111149,0.4029535910068706,0.13405506491616337,0.7615369424771405
2100,1.1088372655511536,0.40053583039677143,0.13723241555389376,0.7530620629565438
2200,1.063866230492143,0.4095170835220859,0.12367752675287419,0.7718229496027728
2300,1.0119688236000275,0.41392566814584475,0.1289712647472639,0.7728960483735772
2400,0.9267106653287538,0.42421005829774017,0.12349281897850921,0.7717129465947734
2500,0.8887039079326777,0.43123136521551886,0.12012607880931604,0.7748170050821862
2600,0.813972247481711,0.44060191915749186,0.15368416740583532,0.7736879679813073
2700,0.7540787144697144,0.4443754914466477,0.13356531262172378,0.7783193718930264
2800,0.7275728305711417,0.45428507070826996,0.18610625201498812,0.77961989178316
2900,0.6668718058000827,0.4585418138683947,0.17482068955528007,0.7668102858593799
3000,0.6212124513923278,0.47444791728161795,0.17728543045059653,0.7654262537342301
3100,0.5823812113124545,0.4897394982602719,0.2021058090197527,0.7699716546328549
3200,0.5285942048620353,0.49640989710172756,0.22037772762079533,0.7637211922397926
3300,0.5060768040239927,0.5133491939534721,0.25478617740372783,0.7560781551950456
3400,0.4664643817592894,0.5237301787715073,0.338838471442476,0.7544092514415237
3500,0.40460573387413956,0.5369559764846978,0.397938193301138,0.7376971390647192
3600,0.3695992809728037,0.5494067546923674,0.459574947164071,0.7262455766104638
3700,0.3576173718272393,0.5582428834206078,0.6045095515128797,0.7149570922782696
3800,0.30673469754261445,0.5715719566661576,0.7389901197052332,0.6918992320206794
3900,0.30208030086479287,0.5857038199793129,0.8574385271481313,0.672803950986348
4000,0.28042161486785633,0.6036971379210704,0.9841031028187879,0.6396329606343272
4100,0.23609722783672324,0.6106230682364112,1.0810373497682386,0.6124922613442554
4200,0.23882746597276966,0.6236032736986474,1.1662783943450568,0.5857991285948186
4300,0.20763282372084196,0.6411740838160546,1.2044538464186474,0.5708760622507631
4400,0.19172828476591736,0.6516921760507731,1.2636591956610765,0.5506199019251271
4500,0.19581487346847257,0.6630605848435713,1.2731968233882551,0.5248877675739371
4600,0.17589011097648516,0.6690912392467184,1.2771198891862785,0.5098069762780563
4700,0.16857816858007277,0.6847251507710066,1.2667917269271975,0.49793603771570394
4800,0.14277710076685182,0.6916759737385975,1.258145166481827,0.4779117029863965
4900,0.1432689972189933,0.6966574750247814,1.2265516409376738,0.47384042270323096
5000,0.12813376796955003,0.7148945413784579,1.1905672810337986,0.45428471098583717
