miliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star
0,19.97303189920466,19.97826030462046,-0.0030445806893650185,39.980139616082006,-0.007066071747801736,-0.03226439938579167,200.0083453014827,-0.005332441002272563,-0.0005662512849770652,9.495603411114117e-07,-1.459212932759029e-06,-3.647209105731008e-06,3.512694151664086e-09,0.00011101013394455885,1.0167160147486865e-05,-2.389910342316813e-09,5.920455237321928e-10
100,19.908167592002656,19.918373399685397,0.09895883219599179,39.937387918073426,0.004274475598925192,0.10030460549430963,200.0037108321586,0.0029193621499900325,-0.0005480638875131929,3.32184810983291e-07,3.8939941448857506e-05,5.100505822964195e-07,4.947125267235706e-08,9.066623136393086e-05,-1.035097121215668e-05,9.419110184800169e-10,-4.850530863919238e-10
200,19.881398855660844,19.6895204805551,0.18420669752845684,39.82539557540982,-0.003684959707075349,0.1785833202830741,200.00153858018092,0.00046022486764409586,0.000784203654710692,-1.2006858861899578e-06,-2.9367521941423104e-05,-1.4636974335897454e-06,1.2065530219251182e-07,7.34252798865566e-05,9.759772194080493e-06,-2.5242943743494464e-09,-4.848854736541266e-10
300,19.7802079834122,19.457867487987738,0.20902025500169838,39.77099971696033,0.003948387313046441,0.23492793775855356,199.9970001809674,0.006160936659941954,0.0014871213702692626,1.879456186349991e-06,8.775488539635097e-06,-1.8839061035407156e-06,1.618348697927001e-07,5.13339358059268e-05,2.062725852101202e-06,4.4683328134648486e-09,-5.001440923191776e-10
400,19.65497615587781,19.373396710876683,0.35275055148315376,39.71775908265666,0.011974468259307685,0.27372821150679183,199.99449815422935,0.016900269293535802,-0.0010081093647750648,-9.11454298438614e-08,4.2767752884482804e-05,-5.423125499861205e-06,-4.730832003053497e-08,-0.0001177774504710798,1.0235470846368697e-05,-4.4967548415329e-09,3.2743421107542415e-10
500,19.58866452714996,19.226470394986865,0.36731569334863173,39.590718144573444,0.002845815578667663,0.37715504878136136,199.98167975473737,0.016129398468999714,-0.00040426667117321344,-1.4357019166261268e-06,4.606604137007707e-05,-1.3154898556416271e-06,-2.359016488847283e-07,8.088982345009581e-05,1.579655580845973e-05,2.990615561674331e-09,-6.295224660071831e-11
600,19.557284366641966,19.04876047778674,0.49369684991659357,39.570689009187234,0.01694111438770994,0.4653046274317444,199.98196567167412,0.018892057234470756,0.001302087043029613,-1.766674229328245e-06,2.9893520619533622e-05,-3.4910602097611797e-06,-1.008734477009593e-07,-0.00010317967138818284,-7.142457007035695e-06,2.1495666986782033e-09,7.198028502041581e-10
700,19.469668036093218,18.905455156361054,0.4954971947014962,39.41476492281468,0.00774850442676243,0.5093646058258969,199.97129910921163,0.029456370739696605,0.001298223010065858,1.7079229113153755e-06,3.498194438231672e-05,-5.199603734822032e-06,-2.2971135334012356e-07,-5.441740922180223e-05,-8.810317743368294e-06,-6.338153039441976e-11,7.725447165527067e-10
800,19.423036839544633,18.868695033337087,0.5664344880817671,39.41980642630995,0.017397944328284596,0.5791903983561938,199.97385721465855,0.030274540354209734,0.002523021497826753,6.188619128422051e-08,5.602401800359714e-05,1.3549099247750294e-06,1.6859927821866864e-08,0.00010409605232844697,-1.0019001190425098e-05,4.409964181999393e-09,6.742258503278894e-10
900,19.304717927789923,18.606237394443486,0.6800949409047043,39.32963824485587,0.024142621607790023,0.6357737924581627,199.96439410691715,0.03292464510076461,0.0003755545217387576,4.4682861835131735e-07,2.875901938069259e-05,9.031746710680036e-07,-6.767259043984979e-08,4.083800081533827e-05,1.4174726146230194e-05,-2.4939164206843288e-09,-3.874050391298009e-10
1000,19.25156480889502,18.493925018621308,0.7177219106463649,39.25987155432855,0.02713642515703089,0.7261842627121463,199.95552596391923,0.0450475885115207,0.002870090475030154,1.131892874775715e-06,3.7207814223889386e-05,2.7588968397218093e-07,7.832417784170638e-08,4.776828677900642e-06,8.170486909489283e-06,-2.010331727762456e-09,7.225005880779704e-10
1100,19.191679310079223,18.39210844522531,0.794743538550714,39.09840324772485,0.026785876527641965,0.7514036121775013,199.9559637775656,0.044081188762103776,0.0024106068827765424,2.981903667699975e-06,7.797953591883365e-05,3.7777654212360053e-06,1.832437659590882e-07,8.543598754510984e-05,-1.4921835685473633e-05,-7.170380708909563e-10,5.793082316065162e-10
1200,19.10611855793018,18.327726663793282,0.9076587231853785,39.05780371078805,0.035593284203948895,0.8454469299902596,199.93547777029005,0.05625301303968103,0.003551735238020501,2.5549034768022768e-06,6.31493014786884e-05,8.183003634917056e-07,2.1065011749596042e-07,6.227569028333469e-05,2.111861303509263e-05,8.772477179162802e-10,-5.365148250205277e-10
1300,19.110182888971092,18.049125027831256,0.99307735013361,39.020026068081506,0.05325609475453358,0.8828768275213379,199.93249243612416,0.06441037772631306,0.004730015188466184,3.297236242384704e-07,0.00016230728267696933,3.784727276446774e-06,-1.875980071622909e-07,0.00018512873863660978,3.5138601686521754e-06,4.6355726433546266e-10,2.356659901197207e-10
1400,18.984942129311584,18.047616455405127,1.0459962983307178,38.95149782375283,0.05930181756013234,0.9308139858880382,199.92931602831973,0.0698665634879853,0.004546259776802637,1.7611634226172137e-06,0.00016869962065684693,1.1980393315331605e-05,4.3342211850462076e-07,0.00016944657645723187,2.342703856686276e-05,-3.533509054683695e-09,2.0800457157602693e-10
1500,18.931490089395247,17.778706006312476,1.1215282421099866,38.85896362454305,0.06332174691577581,0.9726807499048228,199.9162503158753,0.0808936068747366,0.004725032927415524,1.0175894337855912e-06,0.00016727326265596602,1.1652774176659357e-05,3.566676442891872e-07,0.00010982626996676901,1.9514207863568863e-05,-1.9435196201035294e-09,-1.5522059433681593e-10
1600,18.849535423744,17.758568796505255,1.1656132791991916,38.74819875633344,0.06949024405950324,1.051659905625132,199.90672094105946,0.08635968229868199,0.006575306514156788,4.649267497300362e-06,0.0002318802022437069,7.091515664235944e-06,3.650366825184158e-07,0.00010353776553453073,5.272532193286688e-06,-3.602199220679467e-09,-4.5677456628110945e-10
1700,18.822479513593038,17.65888973085387,1.2428155305679156,38.71920102036466,0.08001476018632751,1.1149924078219355,199.90309725448049,0.09806618940319321,0.007546285435330308,3.646201803342433e-06,0.00022405150364120216,1.8290777909397684e-05,2.060820892626889e-07,0.00016415771681403042,3.937574503339175e-06,-1.1963434960707146e-09,-7.055711836127338e-10
1800,18.802572148691283,17.533769649840792,1.2478076400860716,38.6272206400113,0.0874656253847897,1.176285716177558,199.889747730877,0.09952285690567036,0.009083181168843513,3.425697758971018e-06,0.00024969155919574246,1.5141140760587606e-05,4.2401608951915704e-07,0.00038159155780558143,1.3524901688130328e-05,-1.3631102158969559e-09,-3.926381634693025e-10
1900,18.676383500785292,17.39115909757142,1.3746047112659772,38.57760538922301,0.08892034909585955,1.20634880590751,199.87721036364601,0.11715346899393586,0.01140980500069375,7.481166140503036e-06,0.0003334226997783783,2.4704255475496463e-05,5.726046996925167e-07,0.0004385702345033407,7.020364336548185e-06,5.219732780866314e-09,-2.649423402435365e-10
2000,18.688268401300835,17.17128684503463,1.414159599086079,38.520267369352744,0.10027525248970588,1.2246681368057055,199.86129603934785,0.11494590368165383,0.011194371693398599,8.703061492753451e-06,0.00034210547897658506,2.509454023057938e-05,8.084961135557962e-07,0.0005051720225055178,3.58127982376286e-05,-2.1850494126123217e-09,4.512189798333506e-10
2100,18.608408774667133,17.163570400221833,1.500652269605989,38.37903396465316,0.11136621008854214,1.2879396511313321,199.8533818988336,0.12461834837688719,0.013068729345117722,1.1070738358049071e-05,0.0003789722069270481,2.2837869044256705e-05,9.903929374366645e-07,0.0004222734780486123,4.257976182331934e-05,4.506978301201989e-09,-3.221954867589348e-11
2200,18.512002154072096,17.076458114029037,1.495904370533623,38.34109309443901,0.11701694307119358,1.3101131418535046,199.8531569778821,0.1410304184046942,0.013727570524365693,1.0863498683412499e-05,0.0003923240605206629,3.758564799025697e-05,1.0436455099501061e-06,0.0004980066893690803,4.2965490206090367e-05,6.147759747477581e-09,9.998669139645256e-10
2300,18.529307419580995,16.863230514313432,1.5593870985467138,38.3022683164244,0.1293744421056296,1.4052579729031678,199.84184938184308,0.14267053494544532,0.01678792336980452,1.3834260254753478e-05,0.0004461334893897093,3.835327249670707e-05,1.0058304157087405e-06,0.0007379056991554131,5.238018425591305e-05,9.532305175360925e-09,7.919789996275943e-10
2400,18.450560046397833,16.842792442993797,1.6371355790082702,38.243512862522,0.13434478055428867,1.4497908670834776,199.8171224123667,0.15976855977051,0.018536729947796853,1.245058694239367e-05,0.0005366583215208302,3.7746998857781833e-05,1.476082815150626e-06,0.000686176111581828,7.31719552750901e-05,5.887302323503928e-09,-2.0667663119413854e-10
2500,18.389907909444613,16.653076009206185,1.7403054425404443,38.12934430871225,0.14466683497089547,1.4803806076681896,199.81489907219074,0.16695577396397218,0.01976584967460835,1.580040855784722e-05,0.0005881865602493255,4.4242693447394844e-05,1.3517543914568535e-06,0.000901395252729774,6.779050010450436e-05,1.0408131626141103e-08,7.752026075068272e-10
2600,18.316318514298374,16.625666531004637,1.726323012661278,38.01612221737341,0.16331728824460928,1.5281684768377093,199.80778973850983,0.17235869743759624,0.020684970262413085,1.6215499313259735e-05,0.0006326887389414365,5.117690855915355e-05,1.3492779508938658e-06,0.0008735708887444151,0.00010521851158675201,9.40905960269609e-09,9.581256293014671e-10
2700,18.288579641760197,16.442111738816276,1.8069557863382286,38.02250046832179,0.17455805805180113,1.5168695395166594,199.79241752496694,0.1940916556348651,0.021943912182437297,2.0568636759195905e-05,0.0006796762667775564,6.551987218363996e-05,1.7774908186950448e-06,0.0010038475764137709,9.25076444405393e-05,9.199617922230167e-09,6.967300784140413e-10
2800,18.208721618904,16.334526913121366,1.8469318132743402,37.92376298826169,0.17795282072800253,1.5988319321421536,199.77191463803987,0.19528720805763286,0.02605484984176363,2.322926540634591e-05,0.0007335050346707758,7.29043143198348e-05,2.276216730153424e-06,0.0011432577130356815,0.00010412179215823712,1.7445728452695523e-08,1.3567040020762543e-09
2900,18.19994416193229,16.204880555068414,1.9257003255210356,37.80086025853879,0.19146643733116306,1.6324122830739347,199.76184716958687,0.20857934924357177,0.02717295486314255,2.5256687699436958e-05,0.0008200329225384375,7.637710832566065e-05,2.2990713647429716e-06,0.0014083743654459823,0.0001394037337893649,1.398219554757709e-08,1.802902301439646e-09
3000,18.150629711003273,16.170393938896797,1.983181127255417,37.73953078540418,0.21024610635063862,1.6330005501985823,199.74208950360128,0.21671506970337517,0.031199292243772932,2.879574697952307e-05,0.0008517185192823845,8.822461646729964e-05,2.78600699045784e-06,0.0016324025462403702,0.00015730978626342785,2.483007368503452e-08,2.0513959756832662e-09
3100,18.085646267398015,16.029211482763923,2.079886583165187,37.751952748960726,0.22042495966565398,1.7029442063734952,199.7446954167738,0.23345455295643427,0.03169267161867666,3.139915850972305e-05,0.0008889313681579966,9.898603858264789e-05,3.21315737029751e-06,0.0016875300270840637,0.00018778911383565604,3.222390840004522e-08,2.8416440551599702e-09
3200,18.038563231352374,15.985322036244028,2.074964333436656,37.66273670392641,0.22928764368212678,1.7394860537036283,199.7265470575458,0.23688055527221516,0.0355623753680385,3.662798623159271e-05,0.0010247006923426356,0.00010532026061865861,3.780590837574722e-06,0.0020254467535041646,0.00022715858938137946,2.9743021783515148e-08,3.792334562816278e-09
3300,18.007668714524264,15.848391770867911,2.121372405354678,37.54529416716314,0.2329287726850982,1.75230630203409,199.70224502435727,0.25301289144374606,0.039021464344916885,3.8999337861389884e-05,0.0010998420648830661,0.00011229000375445047,4.217297678628749e-06,0.0022330661176324772,0.00022801003258542433,4.3331949578092516e-08,4.409023324871764e-09
3400,17.9308102676904,15.812611661112959,2.2314047025893142,37.5067222914149,0.25351674531493873,1.7699548086560453,199.69345347336153,0.26358209488188145,0.04017510609371683,4.505232562750406e-05,0.0011185143683401465,0.00013241740660698803,4.6889253036347395e-06,0.002339685115818278,0.0002588690376324793,4.4052044858764205e-08,5.863894903931318e-09
3500,17.91446286635079,15.573050156579585,2.2978543889846335,37.46404332256408,0.25907810948942295,1.8352716351353737,199.67602722361897,0.27197268722774626,0.042926989520164396,4.992411105662805e-05,0.0012058239338426514,0.0001439898265751549,5.3435724937075826e-06,0.002725313253110261,0.00031395935003281745,5.28372993069359e-08,6.6580462004880264e-09
