miliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX,C9X_C3_star,AC9X_C3_star,C9_starX_C3_star,AC9_starX_C3_star
0,19.983702540782136,20.058217865731276,-0.006702868562650341,39.99422115204896,0.006890055267074644,0.0023147213232003845,199.9998041499604,0.0004622222025203754,-0.0006258389875330812,-1.7537017217492975e-06,3.699420300516466e-05,-6.778040489114868e-07,8.781570167761456e-08,-9.87836909009659e-05,6.496465780942187e-06,-4.548001601229089e-09,-5.611840575203566e-10
100,19.932352629555616,19.873899181206717,0.08755901377658168,39.9177622864649,0.002628161290884095,0.10420731527562767,200.0046481576851,0.0043309557747358,0.00043494551800903384,1.4491672706673165e-07,-9.183182209807516e-06,-7.821407333981741e-07,-3.1815555961347173e-07,2.6172024456571252e-05,-5.651158490702543e-06,-1.6879137022735774e-09,1.9179414903238524e-13
200,19.850105232940702,19.617378757700664,0.16974200557103022,39.83934874638991,-0.0002575587208472421,0.1463954010703586,199.99161101477296,0.0018405622134336553,-0.0003605927959692474,1.4689255529447454e-06,-8.998525586880964e-06,6.613624593984984e-07,-2.4038913640149874e-07,1.9728939564778445e-05,1.173949900377809e-05,3.1552218604243765e-09,5.143165300971262e-10
300,19.78637268962207,19.580666405165033,0.2777597470449014,39.812333228927365,-0.0010469472544653471,0.24516777963525,199.99504683555253,0.010697697758474522,-0.00010153492361240229,-4.890523147423856e-07,-2.7444268597614136e-06,-4.395316390189268e-06,-4.9708814669044814e-08,3.789414849309197e-05,-8.994111396360013e-09,4.122222030879006e-09,-7.178004722657014e-10
400,19.69790105483581,19.299739765449285,0.2762529525542811,39.728675106741505,0.002646043434021658,0.3085410376348084,199.98857746933965,0.006186859969088935,0.000904608619198921,1.4924638706495099e-06,3.852780170475312e-05,3.501454592264409e-06,2.0271916288890854e-07,5.362400438635731e-05,-4.233880230771437e-06,1.6048022303977323e-09,1.6359689590030204e-10
500,19.593269175364448,19.207226407168157,0.40715745640358614,39.569011138394345,0.008996248297045003,0.406259220651692,199.99002460696755,0.009854526641350813,0.0001825609823607994,-1.4647501353216531e-06,6.92633810572056e-06,-8.114047384544939e-08,1.8832583853111892e-07,-1.591482435931118e-05,-7.442810433663695e-06,-9.007949418400745e-10,-1.2939825495662967e-10
600,19.526841744714,19.02059248565094,0.417413859681823,39.49472057562615,0.01639187900557651,0.4253774505600388,199.9844948447682,0.026181965924849306,-0.00015457080321521052,-6.556958892826642e-07,-1.060265740684106e-05,6.208069864377544e-06,-2.1297965608499035e-07,-3.2993107791134174e-05,2.633233204256874e-07,1.3759820072229333e-09,6.798457746381818e-10
700,19.450230199657454,18.947596377642316,0.5752965621225076,39.47010089173531,0.010789747266494475,0.5113998927474757,199.97532922564378,0.027941680478651764,0.001967112881978467,-5.012453292850011e-07,-9.582565652260292e-06,-5.120286562174545e-06,-1.5127835404400188e-07,2.4226052872750274e-05,-1.554061745843224e-05,2.568652816953263e-09,4.063489649784429e-10
800,19.39835821518724,18.79610539497368,0.6456662095555628,39.327210941101285,0.023578975146905268,0.5522512516083863,199.96071963826455,0.02826010841591397,0.0006084113981385856,-4.5511742625869953e-07,4.1179818526357946e-05,3.3524820388360926e-06,8.030360993189621e-08,7.137790781373791e-05,9.497389200012854e-06,-5.065721571573379e-09,-7.621067675838528e-10
900,19.330409899316805,18.675373795920713,0.6829682366761867,39.30498336898487,0.02640844967507406,0.6539592232286531,199.95475845455675,0.03987413670675356,0.002683565398862028,2.050370207516359e-06,1.5702153854466696e-05,3.82209896957585e-06,2.611618659427187e-07,6.149194991957922e-05,-1.1126745819608281e-05,4.9239248335337324e-09,4.705544000220356e-10
1000,19.249731930826567,18.593063350968272,0.78423505030724,39.259048991995165,0.02210384259598295,0.7034491559196431,199.95433481203875,0.03904787716763269,0.0028016555515879677,1.654080629909532e-06,8.288044242909333e-05,-3.819170874568493e-07,2.929359973857271e-07,-4.9537030145379035e-05,1.3221641914171514e-05,-2.104927938871891e-09,-5.69949640042165e-10
1100,19.17933994171412,18.441771511322578,0.824330795130721,39.1914245456056,0.034625579127178736,0.7791604382206185,199.94577903424957,0.05564075514304912,0.0038315493117227926,1.6988822180127678e-06,5.795962438071576e-05,7.66589823552007e-06,-1.4385185839307286e-07,9.887066030408889e-05,9.326854731802378e-06,1.979812833378136e-09,1.0958640800820033e-10
1200,19.159016660077988,18.305359786611138,0.8598253480297418,39.05700084614267,0.04096276391345376,0.8151980527124496,199.93278727236728,0.0534169570773322,0.00451293631815443,2.010426245210335e-06,0.00010787552787502413,3.8378887686349605e-06,-1.8888659608231766e-07,8.974705928643288e-05,1.621557622710943e-05,4.43327936109321e-09,1.0483836730016756e-10
