milliseconds,x,y,S
0,0.0,0.9,0.0
100,7.906146550643038e-07,0.8391544517160711,0.08032862550814918
200,1.7718646018946707e-05,0.7824230525293432,0.14547782316187166
300,9.804391282015567e-05,0.7295312844571278,0.20013740398439003
400,0.0003117269075668461,0.6802289798493474,0.2475139239325184
500,0.0007401927343278804,0.634290258681106,0.28983656835007954
600,0.0014726539473573009,0.5915127616382752,0.32867893685456895
700,0.002607161731870967,0.5517168388555058,0.3651670706982127
800,0.0042535278781633415,0.5147450065748905,0.4001152813884928
900,0.006536517841678048,0.4804617371085809,0.4341170426704701
1000,0.009598413495945635,0.44875354829188135,0.4676050374017546
1100,0.013600565948497798,0.41952930429817037,0.5008901074629782
1200,0.018723223052362913,0.3927205446335462,0.5341886759583041
1300,0.025163300072310213,0.3682816866369479,0.567639611303565
1400,0.03312952193962636,0.3461898762393104,0.6013141165989014
1500,0.042834522841942765,0.32644423021446856,0.6352213585857344
1600,0.05448369391827374,0.3090642095166373,0.6693103448972657
1700,0.06826110500318228,0.29408688223212226,0.7034696999539959
1800,0.08431319720792965,0.28156288391360323,0.7375263159143044
1900,0.10273171896146113,0.27155101579045055,0.7712439152783347
2000,0.12353771396754165,0.264111605089603,0.8043227451288915
2100,0.14666814763468944,0.2592990035887655,0.8364011776420225
2200,0.1719674350072279,0.2571533655250356,0.8670609095499622
2300,0.19918555580847833,0.2576924163371154,0.8958371114578796
2400,0.22798125899376584,0.2609039736177063,0.922232361193242
2500,0.25793091939046625,0.26673961366178234,0.9457358198967155
2600,0.28854222584540284,0.2751098231095188,0.9658474865676593
2700,0.3192712238728919,0.2858809134734714,0.9821059341644296
2800,0.3495409739791221,0.29887391646096206,0.9941171759746678
2900,0.37876113050627264,0.3138654346985559,1.0015827176561183
3000,0.4063481478404074,0.33059034790904385,1.0043244200580994
3100,0.43174544476301413,0.34874626245700835,1.0023031792115678
3200,0.4544430742374166,0.367999567997453,0.9956292380575228
3300,0.473996712166633,0.38799302661127955,0.9845623073113325
3400,0.49004564886087404,0.4083545864624434,0.9695015835238033
3500,0.502328940714435,0.4287072621564353,0.950966038488555
3600,0.5106985031092254,0.44867977327663716,0.9295667112553477
3700,0.5151276159249756,0.46791752192889363,0.9059736898762014
3800,0.5157135314793826,0.4860933608490415,0.8808813242170693
3900,0.5126727381057714,0.502917554103791,0.854974392177039
4000,0.5063271244968803,0.5181461635251976,0.8288976734014288
4100,0.49708292385820424,0.5315871635657679,0.8032320751312463
4200,0.48540436835742196,0.5431038162083734,0.7784780011712961
4300,0.47178477591155843,0.5526151206971098,0.7550462230725353
4400,0.45671857298766333,0.5600934640545139,0.7332556145095961
4500,0.44067741693448653,0.5655598898418583,0.7133367005135984
4600,0.424092195709574,0.5690776979264687,0.6954393988175581
4700,0.4073414838213638,0.5707450354519408,0.6796435271173064
4800,0.390746293026363,0.5706871665341537,0.6659706202968867
4900,0.374569689152656,0.5690490413177517,0.6543957236758736
5000,0.35902007564102295,0.5659885082887514,0.6448584576182594
