milliseconds,uninfected_tumor_cells,infected_tumor_cells,virus_specific_CTLs
0,0.009055664423856505,0.00010000743862735896,0.0
100,0.009427131175213188,9.805269124312498e-05,0.0
200,0.011698227147562244,9.876014969782549e-05,0.0
300,0.009896362030783928,9.725494983441254e-05,0.0
400,0.011999611312084907,9.541080980922795e-05,0.0
500,0.011968538164974191,9.614874337226349e-05,0.0
600,0.012242150341357989,9.369763058280877e-05,0.0
700,0.01361622140345962,9.402705714514663e-05,0.0
800,0.015125676688275344,9.188524920513879e-05,0.0
900,0.01570687522501288,9.240388190733826e-05,0.0
1000,0.014763996647718373,9.003354216052394e-05,0.0
1100,0.014546938667642667,9.09930016307284e-05,0.0
1200,0.017822152239079063,9.024692445020193e-05,0.0
1300,0.01729433547886673,8.834732893579055e-05,0.0
1400,0.018620024010227762,8.710095944858626e-05,0.0
1500,0.017737811842908947,8.725610844917852e-05,0.0
1600,0.0171610923380511,8.675735581024944e-05,0.0
1700,0.01997175946576315,8.625706179341141e-05,0.0
1800,0.020320599279677706,8.375799869572702e-05,0.0
1900,0.021836437166835445,8.324676228020136e-05,0.0
2000,0.02353202290154188,8.291630914167583e-05,0.0
2100,0.023866798308143786,8.214821152509994e-05,0.0
2200,0.022673860008665413,8.180285789945207e-05,0.0
2300,0.025741254449717442,8.176749551657873e-05,0.0
2400,0.024367440595514222,8.008548255912146e-05,0.0
2500,0.02708235741036228,7.876184777632542e-05,0.0
2600,0.029763503617469312,7.93611066616693e-05,0.0
2700,0.028141984648116146,7.871549825161703e-05,0.0
2800,0.029723567586450558,7.778042028617945e-05,0.0
2900,0.032843599111446777,7.691866632000625e-05,0.0
3000,0.0320671974322138,7.580780722788535e-05,0.0
3100,0.033436782270612836,7.549031854294889e-05,0.0
3200,0.03417679185834258,7.578106166238627e-05,0.0
3300,0.035888905018247694,7.41015864332189e-05,0.0
3400,0.04044437188063069,7.455716163505499e-05,0.0
3500,0.041486518346005835,7.229577464781115e-05,0.0
3600,0.04250525737016705,7.322672383115526e-05,0.0
3700,0.04385612651680152,7.191251219819346e-05,0.0
3800,0.04471774037405962,7.058897346161795e-05,0.0
3900,0.04612552332667192,7.183466861342196e-05,0.0
4000,0.04895704991857139,6.981628966385448e-05,0.0
4100,0.05110983544192976,7.00542227733126e-05,0.0
4200,0.053553512445506504,6.960097735895834e-05,0.0
4300,0.05551729507569589,6.826859250245567e-05,0.0
4400,0.05850678052657037,6.738982962453883e-05,0.0
4500,0.06195266024880128,6.752241661184156e-05,0.0
4600,0.06294867953042439,6.64247522184759e-05,0.0
4700,0.06497535591199888,6.712045201301825e-05,0.0
4800,0.06908304769333806,6.705011499892305e-05,0.0
4900,0.07170013770813496,6.655144127328287e-05,0.0
5000,0.07508148657843534,6.645144877210005e-05,0.0
