milliseconds,uninfected_tumor_cells,infected_tumor_cells,virus_specific_CTLs
0,0.008252354330143027,0.00010070692341506671,0.0
100,0.00923554141162555,9.85390672812737e-05,0.0
200,0.010329983568236707,9.755801876081276e-05,0.0
300,0.009465530878763182,9.680790314118312e-05,0.0
400,0.012086503364899715,9.57480264094993e-05,0.0
500,0.011710925460878152,9.633466392492184e-05,0.0
600,0.013455139611957153,9.431062359648921e-05,0.0
700,0.014668204849744789,9.358848250257186e-05,0.0
800,0.015510793698585,9.246935161966595e-05,0.0
900,0.013163181199087094,9.204185685103432e-05,0.0
1000,0.016415931218903487,9.004854643636693e-05,0.0
1100,0.015157596571295224,8.997513241067924e-05,0.0
1200,0.01587638009751671,9.013177747482772e-05,0.0
1300,0.015178078010719447,8.950923900071211e-05,0.0
1400,0.01779455643280024,8.720475042286644e-05,0.0
1500,0.01729877669397692,8.721113852541876e-05,0.0
1600,0.01806547196752361,8.60926953221277e-05,0.0
1700,0.01968811569437852,8.513689007964177e-05,0.0
1800,0.018715789935411453,8.459452805494912e-05,0.0
1900,0.0199962410258033,8.390009485221181e-05,0.0
2000,0.021209427800498448,8.300267358153783e-05,0.0
2100,0.022045686648149408,8.196556627571376e-05,0.0
2200,0.02538210446745269,8.1411216190601e-05,0.0
2300,0.02541935230370234,8.12562715291165e-05,0.0
2400,0.0256945169089336,7.962886066558992e-05,0.0
2500,0.027187641228879615,8.032704212613119e-05,0.0
2600,0.026482879737160195,7.876321806660749e-05,0.0
2700,0.030253970933838307,7.739917408510546e-05,0.0
2800,0.0309334044703101,7.757507749850883e-05,0.0
2900,0.03192289443228827,7.6848314069361e-05,0.0
3000,0.034429831781753184,7.531659591816285e-05,0.0
3100,0.03292565955484552,7.559709343332526e-05,0.0
3200,0.03549616214719362,7.437301511842102e-05,0.0
3300,0.03734120167930601,7.511886628305115e-05,0.0
3400,0.03794835868975897,7.473849297809854e-05,0.0
3500,0.0404226487242986,7.41879704954209e-05,0.0
3600,0.042958045235798464,7.21507361894165e-05,0.0
3700,0.04425840930362497,7.110499932645385e-05,0.0
3800,0.045260306900124864,7.132049230788467e-05,0.0
3900,0.04847838196766143,7.070558894618541e-05,0.0
4000,0.049147889403282345,7.141839456175419e-05,0.0
4100,0.05207729325369351,7.089712904138624e-05,0.0
4200,0.05266899679739767,6.887686557950434e-05,0.0
4300,0.055952483356667616,6.87884360595324e-05,0.0
4400,0.05885770137508347,6.794633730947305e-05,0.0
4500,0.061414366769812906,6.721061515440703e-05,0.0
4600,0.06412400631105182,6.644069740756636e-05,0.0
4700,0.06367923391082686,6.737809372144605e-05,0.0
4800,0.06778216074408246,6.621656668933724e-05,0.0
4900,0.07141216739245711,6.594168828754635e-05,0.0
5000,0.07266323265950184,6.654071762522596e-05,0.0
