milliseconds,uninfected_tumor_cells,infected_tumor_cells,virus_specific_CTLs
0,0.00843780148736722,0.000100582073318316,0.0
100,0.008734859163175039,9.846936674773714e-05,0.0
200,0.010776015830664381,9.824182738680205e-05,0.0
300,0.011898709118478496,9.693282413522134e-05,0.0
400,0.012631953818781919,9.636346839011996e-05,0.0
500,0.011471592415128148,9.635015532610095e-05,0.0
600,0.012176212894710997,9.429666589434985e-05,0.0
700,0.012245694574710551,9.337864993480031e-05,0.0
800,0.01281453778785034,9.265993462450253e-05,0.0
900,0.012998611474956123,9.200230147505361e-05,0.0
1000,0.013980058082091929,9.055000197643766e-05,0.0
1100,0.014486926585645654,9.001774191452966e-05,0.0
1200,0.01469932294881016,8.972554019070308e-05,0.0
1300,0.01817423732041514,8.784357679336301e-05,0.0
1400,0.018851325746480213,8.802443813799734e-05,0.0
1500,0.016776723458565727,8.72349225451089e-05,0.0
1600,0.018016221816333326,8.610360060464043e-05,0.0
1700,0.01977388690416644,8.54002643520798e-05,0.0
1800,0.020691500237959452,8.422244830111375e-05,0.0
1900,0.020242744302049333,8.290262648934769e-05,0.0
2000,0.021587916667625003,8.250324090712534e-05,0.0
2100,0.024630330031079558,8.334531105180024e-05,0.0
2200,0.024392801514521303,8.186193285922412e-05,0.0
2300,0.023330985302349155,8.084800147296156e-05,0.0
2400,0.024756128553775503,8.104537952551795e-05,0.0
2500,0.025767912657492533,7.854398243176459e-05,0.0
2600,0.028260886810543152,7.921455632259497e-05,0.0
2700,0.029638642555606054,7.749612117551735e-05,0.0
2800,0.029010874695296986,7.802516942475413e-05,0.0
2900,0.03244687728447304,7.688043958723262e-05,0.0
3000,0.03267449980463377,7.691237907836818e-05,0.0
3100,0.03362294962596809,7.623116780113301e-05,0.0
3200,0.03665785946462199,7.478530294005037e-05,0.0
3300,0.03717441156331342,7.53147592765594e-05,0.0
3400,0.03845288174723844,7.409985494219181e-05,0.0
3500,0.03868600509217615,7.31187176348038e-05,0.0
3600,0.04199459878898826,7.325457506949505e-05,0.0
3700,0.043159342798851356,7.227693224713989e-05,0.0
3800,0.04741984079776017,7.128758869398792e-05,0.0
3900,0.04897074506719185,7.08018111455678e-05,0.0
4000,0.04777598563448118,7.091870326355944e-05,0.0
4100,0.05132376805970448,6.942037065954151e-05,0.0
4200,0.05256664193120996,6.978068602728275e-05,0.0
4300,0.057089028368202226,6.823235590861032e-05,0.0
4400,0.05762691629326263,6.748374977946011e-05,0.0
4500,0.059922123507970264,6.722282754233021e-05,0.0
4600,0.06365506186269193,6.797996018508317e-05,0.0
4700,0.06376263281397392,6.605341371435546e-05,0.0
4800,0.06873248944215661,6.689356075265679e-05,0.0
4900,0.07095627879147716,6.51373911649035e-05,0.0
5000,0.07466344086984202,6.667895050603331e-05,0.0
