miliseconds,C1,C2,M1,X1,M2,X2
0,2.002200124495932,-9.359433218556559e-05,0.9843638167898957,0.738456550552549,0.0002942117986042767,5.542320856469321e-06
100,2.0030760239761394,8.484774656836336e-05,0.984189811792759,0.7419033918994619,6.857795404593546e-05,4.544571455827908e-06
200,2.0042188791444135,0.00039667357211071834,0.9840712129850419,0.7462550763098207,2.08223195250686e-05,3.030531244711566e-06
300,2.008497214028945,0.0005513758542203446,0.983995013605956,0.7528921505592777,1.5875528680538766e-05,1.909955892448745e-06
400,2.0132305367734253,0.0005600110141021756,0.9839380146936609,0.7572008540388045,1.7269682350462656e-05,1.3145634231006276e-06
500,2.013351961836145,0.0007779579214025539,0.9839030239601346,0.7602680167511068,2.2451846490933533e-05,9.851645669117455e-07
600,2.0161171353332166,0.0008217792058748288,0.9838801199569998,0.7640370802306921,2.767195847734053e-05,7.569307524897489e-07
700,2.019913645464067,0.001122877636713397,0.9838730411360399,0.7703463671039288,4.071983868868584e-05,6.967524878996105e-07
800,2.0255395106913197,0.0011760054742858514,0.9838758886503833,0.7730010063941156,3.969835381072626e-05,8.363318542685425e-07
900,2.0286027301592613,0.0013363956494723416,0.9838763846894528,0.7820033768327598,4.5916685981866795e-05,8.282338868089993e-07
1000,2.029844169905921,0.0015856051479463977,0.9838858470567436,0.7808975451896513,5.8534328094503327e-05,9.031962476765522e-07
1100,2.0300851117302345,0.0015412062008156515,0.9838916258528894,0.7857552822881148,6.0087569071092436e-05,9.302803640743557e-07
1200,2.0333696082327735,0.0018715164875151892,0.983888114098675,0.790343863147683,6.86295705904095e-05,1.1154928929045105e-06
1300,2.035470603597076,0.0019462012394640235,0.9839100893708034,0.7998914010246997,7.573032231039165e-05,1.1481194662754828e-06
1400,2.041280338838988,0.0021511541861668868,0.9839121433704688,0.8004343900469949,7.648682340243162e-05,1.3846059896360087e-06
1500,2.0419834874882437,0.00212074924445318,0.9839258448490297,0.8055722994256008,8.491260882506758e-05,1.3936764520522888e-06
1600,2.044835244286612,0.0024277021813004034,0.9839260487409469,0.8087364976212904,8.6423361691479e-05,1.5219176183675212e-06
1700,2.046647863260554,0.0025604073473172975,0.9839462087643216,0.815029247976883,9.848103530168221e-05,1.7239983538721398e-06
1800,2.0492344241868556,0.002617310828740181,0.9839486172789371,0.8187700372927427,0.00010509721299400855,1.7126787100984259e-06
1900,2.0536974936614776,0.0028947915740695027,0.9839663194817966,0.8252560200867693,0.00011029467247102895,1.9499562043915134e-06
2000,2.0593284998835877,0.00289418770126738,0.983969594277889,0.8287619425383688,0.00011165556824206592,2.0472599485337682e-06
2100,2.0604211820171163,0.0031403154631688903,0.9839885541438252,0.8328618682378227,0.0001230147312751316,2.1465835452600855e-06
2200,2.064532809233596,0.003142423714035608,0.9839906099373645,0.8327255106042276,0.00012153589333798805,2.236751616358539e-06
2300,2.065834745594753,0.0034593470764817443,0.9840016971242059,0.8404847094603205,0.00013361693452686478,2.3261252897089545e-06
2400,2.070148472098578,0.003450498997038338,0.9840220910381506,0.8419499234131893,0.00013707318899920505,2.5142184355933826e-06
2500,2.0686122486309184,0.0036021360906464597,0.9840332607728833,0.8507780506849503,0.00014305516368984212,2.6672981735419024e-06
2600,2.0721513181025517,0.0037651421744737804,0.9840450134677247,0.8497606750645877,0.0001521854424737096,2.793008711697498e-06
2700,2.0781398433791978,0.004002946069467923,0.9840514279810814,0.8592552821571442,0.00015208771807933695,2.8534998209978117e-06
2800,2.07791474867337,0.004166611325154955,0.9840573434076848,0.86380988410592,0.00016194953337459234,2.9316050343317386e-06
2900,2.0800122339218663,0.004369268161037744,0.9840666472850018,0.8686814223633756,0.00016706407944882827,3.0551388972434074e-06
