miliseconds,C1,C2,M1,X1,M2,X2
3000,2.0839818095788076,0.00451621288045461,0.984083742873083,0.868573922239999,0.00017500476634571785,3.194389470987456e-06
3100,2.088138410071553,0.004546719918208122,0.9840886862340115,0.8742523923935045,0.00018251622374701286,3.287909762888481e-06
3200,2.0905518791066116,0.004739810461655132,0.984097833182028,0.8806560554256929,0.00018241590703451657,3.461489780193697e-06
3300,2.091424740574197,0.004882522186707016,0.9841045067501751,0.8841179134500796,0.00019120112956597256,3.4816537177639083e-06
3400,2.0943218758231166,0.004912238621109452,0.9841179884745224,0.8839536723749833,0.00019412440730683176,3.690841228505932e-06
3500,2.0976568854489486,0.005174268894060623,0.984127925686996,0.8937119848984886,0.00020360427278077136,3.783092790525548e-06
3600,2.1001100522343297,0.005218570552066057,0.9841436490529689,0.897926967528424,0.00020493518131128592,3.892797584520396e-06
3700,2.100441147066025,0.005516560417818031,0.9841479316995475,0.8997890916083459,0.0002118619666644671,4.04347356288779e-06
3800,2.1054357164130204,0.0056239584619279135,0.9841685326607329,0.9029842947449729,0.00022362400665670062,4.134223389690128e-06
3900,2.106355036305511,0.005801422527017134,0.9841756476347145,0.9079678566621427,0.00022701891819072286,4.291931401996617e-06
4000,2.1087045385072023,0.00596920151861535,0.9841856673385689,0.9132286088755851,0.00022973823327976256,4.37137462610771e-06
4100,2.1133691650194453,0.0059513076579169,0.9841882904172401,0.915350337754452,0.00023525404465456068,4.444124690055757e-06
4200,2.11465850618236,0.006261260056966535,0.9842027899316643,0.9172619520416506,0.0002455587764951007,4.597964781488529e-06
4300,2.117476519028031,0.006316336963842715,0.98420573066764,0.9220051440334249,0.00024729557861358193,4.71479840061586e-06
4400,2.1183100235024637,0.006594338017894403,0.9842146845584147,0.923032314479745,0.00025756457980344105,4.841432669557227e-06
4500,2.1232620442103243,0.0067262000445605765,0.9842211090939663,0.9312518750159683,0.0002642667642224091,4.91380077409147e-06
4600,2.123019449662879,0.0067886283123986466,0.9842366791653301,0.9335587931935372,0.00026593833359811686,5.0740973901467395e-06
4700,2.126297795146124,0.007042112648044483,0.9842493789954184,0.9349592903499349,0.00027399620588020523,5.271351173876967e-06
4800,2.126835585989225,0.007121282801318764,0.9842592632321767,0.9423597722794037,0.00027786041850063465,5.310197449840398e-06
4900,2.1309964101654333,0.007210149907478889,0.9842605256025077,0.9411600307044343,0.0002829067410025981,5.435178443564032e-06
5000,2.13330242691142,0.0073853123863027665,0.984270985902384,0.9486590003896059,0.0002957402661006727,5.603118467341781e-06
