miliseconds,C1,C2,M1,X1,M2,X2
0,1.9988373468121723,-6.0220850738461234e-05,0.9846627775104727,0.26200520861791515,0.00028908831385092047,5.565142238131177e-06
100,2.0047272297412464,0.0002432167841800247,0.9844229753951576,0.26935701112827576,7.135495498052846e-05,4.454752199203472e-06
200,2.008406210246224,0.00025445619055502816,0.984054456801327,0.27296858854742506,1.9027949231506067e-05,3.0525588963863256e-06
300,2.0092826376081163,0.0004972705894191797,0.9841048017372183,0.2804389402265107,1.7348654033382012e-05,2.021024240936442e-06
400,2.0150781544902294,0.000490738244419536,0.9841108213820652,0.28518415256485186,2.169419397401841e-05,1.3914690652032816e-06
500,2.018621135476763,0.0007291039491465921,0.9838426821885228,0.291989940880201,2.134027097222265e-05,1.0524101738277367e-06
600,2.0253137826010144,0.0009468498469138722,0.9839773158628998,0.29334659367654103,3.502575809921726e-05,7.514805058527509e-07
700,2.0287702414145956,0.0009310518403995206,0.9839765837391268,0.29857356944614116,3.9946524545889e-05,7.916931332713963e-07
800,2.0353577042369877,0.0011307659297194969,0.9839430131926954,0.3070931843209788,3.8662059259378095e-05,7.314668663292317e-07
900,2.035918864752801,0.001336450961480199,0.9839388456824505,0.3099001003271599,4.7285850903957475e-05,8.643113749259028e-07
1000,2.041397013946424,0.0013784534441541338,0.984016191286486,0.3101257803556566,5.675869502799228e-05,9.465307782826226e-07
1100,2.0457499211423493,0.0015897037287664919,0.9839296227989212,0.31659198673705957,6.437454098058873e-05,1.0288096170686322e-06
1200,2.0484841499247026,0.0018560174789240143,0.9839812643770511,0.32509323468596496,6.400824184309716e-05,1.140792456240187e-06
1300,2.052343686626338,0.001964769428813596,0.9838360718329331,0.32504438312676814,7.547928280338625e-05,1.1669805832131385e-06
1400,2.0565847915518702,0.0020477298828697438,0.9839536748906147,0.32971302623580573,8.029595803732864e-05,1.4023961095867593e-06
1500,2.059095820734785,0.002109462242734667,0.9838864932165703,0.3403356909339235,8.628287154510758e-05,1.419503249891633e-06
1600,2.061415359895176,0.0023427237910289356,0.9839115784935365,0.34134859034461185,8.922325851857629e-05,1.540059959060584e-06
1700,2.0673062550197434,0.00245250030581581,0.9839740467998285,0.3445475206394249,9.928613791186034e-05,1.6619699364030851e-06
1800,2.073410147447528,0.002641108871236851,0.9840986360669026,0.3532317558441809,0.0001052531694168305,1.8663964476630544e-06
1900,2.0735255805503314,0.0028289577466024387,0.9839826606686684,0.35759617208384237,0.00011038860188138818,1.874581083302973e-06
2000,2.078577121997135,0.0030251768545953225,0.9841021958060266,0.35907856644224934,0.0001146735978766914,2.0745787385835144e-06
2100,2.0835006595984775,0.0030420318024273747,0.9841738990608446,0.368668751770553,0.00011885323772509788,2.0944850523549326e-06
2200,2.0868854090610713,0.0032279832675223973,0.9841222484226618,0.3747287349396084,0.0001249726603090771,2.305383889309259e-06
2300,2.089303465265188,0.0033622411140923182,0.9841786123383601,0.3791353768995559,0.00013437238317312334,2.3246585129336423e-06
2400,2.094789914334971,0.00361146566344586,0.9842240933012397,0.37857293064843484,0.00013411321524428149,2.4280765336589476e-06
2500,2.0971366363633037,0.003788029841646614,0.9842499198120389,0.38660534016248627,0.00014061028489589257,2.590495630727037e-06
2600,2.100988182728213,0.0039322952873478735,0.9840264056490986,0.3900075261640511,0.00014718551117083332,2.7541959024612526e-06
2700,2.1060041933328204,0.003901477451515109,0.9840894789930396,0.3981020375980608,0.00015150213966118656,2.7985617985964763e-06
2800,2.1103954798855695,0.00406539395285026,0.9842877477522849,0.3997736519175618,0.00016327032299559961,2.981168244355185e-06
2900,2.1116248049694475,0.004254849280613529,0.9842770624346914,0.4069011923843297,0.00016497454051806701,3.0103591941373413e-06
3000,2.1153135229353173,0.004439057380697529,0.9842888264713457,0.4064771208391319,0.00016907183806442886,3.2288829393340433e-06
3100,2.1208936763639907,0.004500437748705932,0.9843236228027727,0.41329709473998893,0.0001783121301412414,3.366993372776634e-06
3200,2.1260868644378816,0.004683357363278176,0.9842525103919552,0.41800029269703276,0.00018902080877761896,3.36055582310049e-06
3300,2.1288103565732164,0.004884309468208062,0.9842385713869616,0.4259651873497387,0.0001934191941145433,3.530169442144771e-06
3400,2.133929938898703,0.0049776296811028745,0.984300388840527,0.42786154570006607,0.00019936049708079592,3.6271778975908677e-06
3500,2.137282217835505,0.005250727690775667,0.9843662297954816,0.4312859405235566,0.00020070372300212724,3.729927731003795e-06
3600,2.1416690620725247,0.005342096023927187,0.9843537042380629,0.4371620463500161,0.00020997472670718846,3.868496057727753e-06
3700,2.145078833979211,0.005394654384021574,0.9843598252269866,0.44611206446789403,0.00021092933328456601,4.079052683346646e-06
3800,2.1490438581278286,0.0056555642819229425,0.9844256832737656,0.4508228327716384,0.00022309884931232056,4.160623855839767e-06
