milliseconds,C1,C2,M1,X1,M2,X2
4100,2.09599670228182,0.0061060332149119245,0.9841282457050815,0.9898792432554593,0.00023822549016412313,4.545275051488418e-06
4200,2.0978901350613213,0.006285135140515644,0.9841357997771306,0.9898795213913427,0.00024222820256323272,4.580433665943241e-06
4300,2.0994077620480036,0.006331876162291107,0.9841531693026064,0.989879682734671,0.0002466808378069427,4.760957356706737e-06
4400,2.1029459076561103,0.006503882767353784,0.9841515315387627,0.9898797178596374,0.0002536659005171973,4.845782008059054e-06
4500,2.105499994850518,0.006544233530537721,0.9841655736933151,0.9898800158759405,0.00026218491840555,4.973132311956664e-06
4600,2.1067953113438196,0.006688901669375041,0.984178834982853,0.9898800929506739,0.00026989045070939706,5.129827809210873e-06
4700,2.1087251178307658,0.007033852569071033,0.9841816004144736,0.9898803705415756,0.00027484137223810347,5.252996138545764e-06
4800,2.112216422772961,0.007001714420173456,0.9841931221316432,0.989880584123251,0.0002763831176054727,5.3497339390016544e-06
4900,2.115121896443804,0.00732417129210849,0.984201120958299,0.989880699216351,0.0002851381019398155,5.390342023671954e-06
5000,2.115141594464837,0.007422340940470975,0.9842119422863695,0.9898808317183028,0.0002954068961968427,5.570356980439681e-06
