milliseconds,C1,C2,M1,X1,M2,X2
0,2.001157101637507,-9.797030957958832e-06,0.984203580933008,0.9898809841747156,0.0002922698573156213,5.574994493984328e-06
100,2.0012251303672666,5.080352488599691e-05,0.9840794147815619,0.9898806800776533,7.080921121878997e-05,4.49849784417584e-06
200,2.00468954677656,0.00020251612804112926,0.9839941204689361,0.9898802257989583,2.434128417435958e-05,3.0089570952234602e-06
300,2.006796985341626,0.00039353114301351804,0.9839360444048132,0.9898793115573058,1.3991577520873599e-05,2.0442193901852458e-06
400,2.008570830139475,0.0005604878050325604,0.9838992324477676,0.9898785196674348,2.1496032621907192e-05,1.4121809829126133e-06
500,2.0106035678585115,0.0008488649482392994,0.983871075262737,0.9898776830503698,2.3027688310669967e-05,1.0171867356664614e-06
600,2.0156321490190545,0.0008717075368936341,0.9838550177439326,0.989877053173608,2.812043888448815e-05,7.64390798408442e-07
700,2.0166453988392474,0.0009649063894313416,0.9838581969067861,0.9898765284433366,3.703499436986609e-05,7.993956288901584e-07
800,2.017909929036656,0.0012807499383854783,0.9838526075647208,0.9898760339503566,4.605814494777013e-05,8.120614973035155e-07
900,2.022154664506038,0.00131575016349811,0.9838523131682239,0.9898756725290542,5.122989512950629e-05,8.362684443872185e-07
1000,2.02479164424522,0.0015392517199531207,0.9838534663890425,0.9898753480715496,5.8775611126392214e-05,8.892707291688338e-07
1100,2.024886308773953,0.0016050246528979313,0.9838639594951374,0.989875204680863,6.039284599138552e-05,9.904162610312806e-07
1200,2.0287801323215233,0.0018427054327310839,0.983873145150898,0.9898750912208015,6.412096718223835e-05,1.1148684814688599e-06
1300,2.0310650724828667,0.0019376359563129811,0.9838818097833814,0.989875004985275,7.164819139409072e-05,1.2817799945937314e-06
1400,2.0313374844095566,0.0020624501220444227,0.9838854090856506,0.9898750205051193,7.582907895061485e-05,1.284074004576075e-06
1500,2.035585594482873,0.0022176855862276828,0.9838896453559135,0.9898750098484653,8.208698578923349e-05,1.3894601725793868e-06
1600,2.03911620423954,0.0022801465265767508,0.9839036980184613,0.9898749595965991,9.068531513526019e-05,1.5658967385072041e-06
1700,2.0409725259174967,0.0024452854187792966,0.9839112448600295,0.9898750779278832,9.92947548122273e-05,1.6444224342366766e-06
1800,2.0416364511337375,0.0027227073590568108,0.9839204407823926,0.9898751781821983,0.00010374459261921698,1.7590342179468513e-06
1900,2.0430904367284475,0.0028724884276325816,0.9839354206581182,0.9898752794606,0.00010961048821725481,1.8375078667557604e-06
2000,2.0466688315573003,0.003054362567795449,0.9839370169780395,0.9898754449324746,0.00011559137794234823,2.0895511334488834e-06
2100,2.0502423346284044,0.003058649593250466,0.9839510096565521,0.9898755460480215,0.00011787010595637483,2.1689111452013776e-06
2200,2.0519974352240067,0.0032419070984468345,0.9839606150543747,0.9898758497152662,0.00012176030258781368,2.283193827684238e-06
2300,2.054971092002091,0.003385062547695624,0.9839673182244948,0.9898759777158506,0.00012983236947871076,2.4081210306955294e-06
2400,2.057171243408076,0.0035131618609622896,0.9839805062139363,0.9898762006564696,0.00013742523732194884,2.5390147873118057e-06
2500,2.058677907261124,0.003635130828945083,0.983990454761886,0.9898763727509711,0.0001465290640765959,2.635232805316381e-06
2600,2.060579841928443,0.003925447916157244,0.9839933670859735,0.9898765036620089,0.000148289390619935,2.7084421248026193e-06
2700,2.0622226183285695,0.004028858534929285,0.98400157930114,0.9898765725289133,0.00015942050251478417,2.868834683899396e-06
2800,2.0640623438164085,0.004224479353521649,0.98400948588537,0.9898767696269654,0.0001619935971839541,2.9847386878654625e-06
2900,2.0666755671626063,0.004244611655811514,0.9840280687276743,0.9898769718727413,0.0001637177264367154,3.094697737102689e-06
3000,2.0705775864070937,0.004372126217958226,0.9840302436167356,0.989877214630885,0.0001744827939561354,3.1596608436788486e-06
3100,2.0730038332770677,0.004628702037497907,0.9840435249300069,0.9898773221589281,0.00017468341031837367,3.2594748100502098e-06
3200,2.0733720640158015,0.004758994886047491,0.9840502831463139,0.9898776124287643,0.00018532396099632393,3.375839782694106e-06
3300,2.0765372910710496,0.004812283321723082,0.9840549198962646,0.9898776997870685,0.00019488298072586386,3.541351565506762e-06
3400,2.0777249034588197,0.00506417974781484,0.9840640152629383,0.9898779587160556,0.00019247852593653065,3.6377171659713954e-06
3500,2.0810260425430234,0.005250677201917958,0.9840829297616877,0.9898782222103288,0.00020052522106307467,3.7850105148046864e-06
3600,2.0847465835799093,0.005327225698129934,0.9840815365512441,0.9898783541034821,0.00020701048012231776,3.8625225994661495e-06
3700,2.0850954118470577,0.005380875010614085,0.9840938709055531,0.9898785067069359,0.0002109124301231236,4.0820020131939685e-06
3800,2.0883323860826666,0.005709873514993069,0.9841071489987226,0.9898786609815208,0.00022161086740950153,4.081955394123213e-06
3900,2.0911944226913475,0.005666159019000358,0.9841083378125126,0.9898788065795896,0.00022256731673163415,4.28280214299699e-06
4000,2.0930851746636074,0.0059464888804742315,0.9841161347443101,0.9898791076535853,0.0002352683168675628,4.396121936387817e-06
