milliseconds,s21,s22,s25,s26,s27,s28,s29,s30,s31,s33,s34,s23,s24,s3,s123,s124,s125,s126,s127,s129,s142,s144,s147
0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,1.0,5.0,0.0,5.0,5.0,5.0,0.5,0.0,2.0,0.0,0.5,0.0,5.0
100,4.993185524989289,0.006814475010713465,4.999460350113343,0.0005396498866611651,4.999990045800717,0.006692507761948858,4.881573999566639,0.11842600043336303,5.0,5.0,0.9933174464373385,4.99392104676981,0.006078953230190373,5.0,1.7115102839297793,5.0,0.4966112867586538,0.003388713241346136,2.0,1.6141519964505464,0.5,0.030092861571761116,4.969907138428238
200,4.969714554087322,0.030285445912680578,4.9978427179493154,0.0021572820506878805,4.999920318492355,0.012186625306505846,4.7696671917800835,0.23033280821991828,5.0,5.0,0.9878930562011452,4.987890873342102,0.012109126657898478,5.0,1.602841987240801,5.0,0.4852197406840124,0.01478025931598754,2.0,1.6340734454166443,0.5,0.06450556095003177,4.935494439049968
300,4.92970560412995,0.07029439587005297,4.995172083195242,0.004827916804761438,4.99973169205642,0.016760798171647547,4.66383323959206,0.33616676040794174,5.0,5.0,0.9835075097719402,4.982067312296499,0.01793268770350075,5.0,1.5843685875690983,5.0,0.46677450949973387,0.033225490500266096,2.0,1.6090372525917827,0.5,0.0987784536107453,4.901221546389255
400,4.874076239574417,0.12592376042558606,4.99149903043142,0.008500969568583929,4.9993671751580315,0.020639756371899937,4.563665955626178,0.4363340443738261,5.0,5.0,0.9799930684700777,4.976565774791275,0.023434225208725824,5.0,1.5706872589367444,5.0,0.4430692607848975,0.05693073921510247,2.0,1.58186189805321,0.5,0.13279447246549594,4.867205527534505
500,4.8040535945907825,0.19594640540922018,4.9868909436789775,0.013109056321026314,4.998773089408539,0.024003496990761233,4.468794605019727,0.5312053949802766,5.0,5.0,0.977223413600708,4.971451187155623,0.028548812844379264,5.0,1.5572831166336842,5.0,0.41622745819609364,0.08377254180390627,2.0,1.5548133039039824,0.5,0.1665451377662538,4.833454862233748
600,4.721112551805011,0.2788874481949906,4.98142318701888,0.018576812981123864,4.997899749394163,0.026995038953356303,4.378879884064602,0.621120115935401,5.0,5.0,0.9751052116524885,4.966744588015962,0.03325541198404046,5.0,1.543895222678271,5.0,0.3883862322344666,0.11161376776553333,2.0,1.5280245160203874,0.5,0.200027872627555,4.799972127372447
700,4.626924121555474,0.3730758784445264,4.975172161875301,0.0248278381247018,4.99670170071806,0.0297271085996511,4.2936104694273,0.7063895305727026,5.0,5.0,0.973571190682296,4.962435831169923,0.03756416883008001,5.0,1.5305319329214206,5.0,0.36142950122025735,0.13857049877974253,2.0,1.501493523186754,0.5,0.23324051033961335,4.766759489660388
800,4.523300659719688,0.4766993402803128,4.96821075128544,0.03178924871456328,4.99513764000027,0.03228785955911129,4.212700036881929,0.7872999631180748,5.0,5.0,0.9725745004406263,4.958496286858417,0.04150371314158578,5.0,1.5171838172014405,5.0,0.33680455260951186,0.16319544739048802,2.0,1.4752272209117132,0.5,0.26618087047464417,4.733819129525358
900,4.4121395713436815,0.5878604286563195,4.960605836098214,0.0393941639017895,4.993170143576077,0.034745697079270194,4.13588467268092,0.8641153273190835,5.0,5.0,0.9720841593446603,4.954888629246316,0.04511137075368678,5.0,1.503849015565177,5.0,0.3154393766115293,0.1845606233884705,2.0,1.4492286721102985,0.5,0.2988468200941905,4.701153179905813
