miliseconds,miR,miR_gene,miR_gene_TF1,miR_gene_TF2,Signal,TF1,TF1_mRNA,TF2
0,999.9952776959292,2.009262322140145,0.0,0.011064913770232259,0.0,0.0,0.0,1000.0048521488887
100,999.9787566063977,1.9739988087465095,0.0,0.02707318935905189,0.0,0.0,0.0,999.9778644261996
200,999.9341717739666,1.969438676023888,0.0,0.03621380015115977,0.0,0.0,0.0,999.958711411311
300,999.8759132240489,1.949074904807414,0.0,0.06801090164827979,0.0,0.0,0.0,999.9303221545033
400,999.8558724100741,1.9284371151539432,0.0,0.06819305317530466,0.0,0.0,0.0,999.9160960840351
500,999.7995129516497,1.9088356998586073,0.0,0.0955667540556223,0.0,0.0,0.0,999.9008552090562
600,999.786851419297,1.8931895161312566,0.0,0.1188084281980195,0.0,0.0,0.0,999.8720379472097
700,999.7215081797691,1.871026807653314,0.0,0.12750804731326915,0.0,0.0,0.0,999.8705081241025
800,999.6990266253928,1.8466691453203925,0.0,0.14443764664175268,0.0,0.0,0.0,999.8393454443936
900,999.6744865820515,1.8238459821236919,0.0,0.1671772852210472,0.0,0.0,0.0,999.8261707177803
1000,999.6313196542143,1.8077748477105382,0.0,0.17880292474481718,0.0,0.0,0.0,999.8115078749773
1100,999.583331628582,1.7992681623787534,0.0,0.21944620479846735,0.0,0.0,0.0,999.7924507840498
1200,999.5546244243537,1.7764622519737143,0.0,0.22131851473779007,0.0,0.0,0.0,999.7772758367475
1300,999.5159361057807,1.7590206251660232,0.0,0.24571702943374132,0.0,0.0,0.0,999.7488817610041
1400,999.4857045901769,1.7442320798101827,0.0,0.26644549251975314,0.0,0.0,0.0,999.7474971228207
1500,999.4479923443585,1.7288903022608053,0.0,0.2712089674319821,0.0,0.0,0.0,999.7137188681493
1600,999.3904485786045,1.7005469133302065,0.0,0.28563389612549944,0.0,0.0,0.0,999.7103283223042
1700,999.37667601184,1.6914383922706882,0.0,0.30831096591660345,0.0,0.0,0.0,999.688111063534
1800,999.3208228217649,1.6781454310223949,0.0,0.3295288924560336,0.0,0.0,0.0,999.6756063320945
1900,999.3202809932839,1.661468137306932,0.0,0.34592839171393047,0.0,0.0,0.0,999.6565054444943
2000,999.2793519047823,1.6487291315644055,0.0,0.3565280923016755,0.0,0.0,0.0,999.6442273173064
2100,999.2260151770457,1.6131848201445722,0.0,0.38654547292752345,0.0,0.0,0.0,999.6142091211574
2200,999.2122719411337,1.5999182157812148,0.0,0.3957873608368167,0.0,0.0,0.0,999.59502170239
2300,999.1902467693117,1.5972313796925832,0.0,0.41050178657496256,0.0,0.0,0.0,999.5791412357923
2400,999.1419828631947,1.572364090010806,0.0,0.4332022453492791,0.0,0.0,0.0,999.5834441204961
2500,999.1177008001997,1.5678633202524461,0.0,0.43620215225327935,0.0,0.0,0.0,999.555525960183
2600,999.0612887232302,1.544937297099158,0.0,0.4679640169372634,0.0,0.0,0.0,999.5360834794949
2700,999.0424816930234,1.5375700185309935,0.0,0.48291998516678614,0.0,0.0,0.0,999.5358555803766
2800,999.0146494373014,1.520766066473545,0.0,0.492197639156997,0.0,0.0,0.0,999.5072028244426
2900,998.9739051400718,1.4891439462133707,0.0,0.5100163351776361,0.0,0.0,0.0,999.4934005552847
3000,998.9808015966158,1.4859188724723391,0.0,0.5209101509070996,0.0,0.0,0.0,999.4800073693144
3100,998.9390671415993,1.4761563003093188,0.0,0.5254201198509341,0.0,0.0,0.0,999.466073406982
3200,998.9183287642285,1.4590225916063475,0.0,0.5532869346252134,0.0,0.0,0.0,999.4621610821328
3300,998.8885796471133,1.427845370197639,0.0,0.571089748374408,0.0,0.0,0.0,999.4317326605952
3400,998.8700171325729,1.4136988928863572,0.0,0.5720427683741683,0.0,0.0,0.0,999.4138306503615
3500,998.8110482752396,1.4166559112856036,0.0,0.5799707717676006,0.0,0.0,0.0,999.4085454091454
3600,998.7734588349466,1.4074239547631098,0.0,0.6113503662036501,0.0,0.0,0.0,999.3995876586844
3700,998.7675191168246,1.3874131827028582,0.0,0.6246720200784827,0.0,0.0,0.0,999.3819854460064
3800,998.7513458506206,1.3585131311354683,0.0,0.6255876008315819,0.0,0.0,0.0,999.3688027295577
3900,998.73198201574,1.3614761067174612,0.0,0.6358235078138041,0.0,0.0,0.0,999.348637949353
4000,998.6797227841622,1.345239958898567,0.0,0.6604586491017661,0.0,0.0,0.0,999.3463798271324
4100,998.6512562376893,1.3208657643241086,0.0,0.6811785867305481,0.0,0.0,0.0,999.324754955186
4200,998.647811225413,1.318468691363575,0.0,0.6810464293323331,0.0,0.0,0.0,999.323896063579
4300,998.6186334972991,1.3007356056857606,0.0,0.6990213479879955,0.0,0.0,0.0,999.2961328794477
4400,998.5644978051718,1.2853593230340346,0.0,0.7066638816799415,0.0,0.0,0.0,999.2993923063439
4500,998.5336670542587,1.270107016948856,0.0,0.7280915435546231,0.0,0.0,0.0,999.2740843329153
4600,998.5106183529443,1.2683545937320888,0.0,0.7380833329076414,0.0,0.0,0.0,999.2583420814543
4700,998.4977999449584,1.2502564831574872,0.0,0.7393644906077629,0.0,0.0,0.0,999.2532989872651
4800,998.4662422115332,1.2302878139519713,0.0,0.7613922960047091,0.0,0.0,0.0,999.2352585081253
4900,998.4452656957999,1.2369880834586395,0.0,0.762092365049332,0.0,0.0,0.0,999.2291260781103
5000,998.4170590612229,1.2134315493394816,0.0,0.777761073090309,0.0,0.0,0.0,999.2127166085137
