milliseconds,G0,G1,rR,I,rI,R,RI,R2,G2,G3
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.9999999999924306,7.56991919523239e-12,0.08920906000307874,0.03303024716048638,0.04682261346088344,0.06292841730464671,1.039046574547731e-06,1.7980893019363829e-06,0.0,0.0
200,0.9999999995528109,4.4718960889109687e-10,0.17827639029746709,0.1319880946257361,0.09357083812114825,0.25139618171513944,3.317343199526892e-05,5.2471153448103724e-05,0.0,0.0
300,0.9999999952796917,4.720308782887821e-09,0.26720221594478766,0.2965631824713516,0.14024479216499025,0.5645258853455184,0.0002511630664216977,0.00036511082661443725,0.0,0.0
400,0.9999999753443011,2.465569940261367e-08,0.3559867611921061,0.5262009687172142,0.1868445935888575,1.0006713203190454,0.001054236210395832,0.0014152386671475732,0.0,0.0
500,0.9999999123380812,8.766191907577009e-08,0.44463024870308887,0.819988070773811,0.23337036020173282,1.5572152558316807,0.003200747564265293,0.003984580429491193,0.0,0.0
600,0.9999997555337002,2.4446629997464385e-07,0.5331328983040056,1.176548120238879,0.27982220962543164,2.230452161604606,0.007912322987125256,0.009167622515318066,0.0,0.0
700,0.999999423359793,5.76640207416683e-07,0.6214949252353389,1.5939532046921683,0.32620025929489915,3.0155424345396313,0.016962417219108815,0.018350209485589554,0.0,0.0
800,0.999998796713612,1.2032863884095844e-06,0.709716537942723,2.069656220583768,0.3725046264585074,3.9065322548807755,0.03274396051031401,0.03316578180932107,0.0,0.0
900,0.9999977136047274,2.286395272882233e-06,0.7977979354808142,2.600448854905697,0.4187354281783517,4.896434241480071,0.0583113764670288,0.055434028093128904,0.0,0.0
1000,0.9999959655100321,4.0344899682884555e-06,0.8857393046282992,3.1824489683900095,0.46489278133054657,5.977363001946008,0.09739319837058477,0.08708679040835643,0.0,0.0
1100,0.999993295664528,6.704335472454126e-06,0.9735408168347622,3.8111190897372964,0.5109768026055211,7.140716056109239,0.15437357446912345,0.1300868383366166,0.0,0.0
1200,0.9999893994368904,1.0600563110076841e-05,1.0612026251254192,4.481316803498439,0.556987608508314,8.377389088080173,0.2342418796338845,0.18634542543044225,0.0,0.0
1300,0.9999839266860469,1.607331395363559e-05,1.14872486110485,5.187374074880418,0.6029253153588682,9.678009995117156,0.3425133900423211,0.25764491558450875,0.0,0.0
1400,0.9999764859266984,2.351407330216204e-05,1.2361076321744584,5.923201698313646,0.6487900392923245,11.033176995631731,0.4851248341577306,0.3455719414889743,0.0,0.0
1500,0.999966649984259,3.335001574145356e-05,1.3233510190804079,6.68241302123252,0.6945818962593163,12.433685970591537,0.668310668451595,0.451465583622614,0.0,0.0
1600,0.9999539626739177,4.6037326082843595e-05,1.410455073847264,7.45845922039219,0.7403010020262615,13.870735628412083,0.8984678006330851,0.5763824132593827,0.0,0.0
1700,0.9999379461525185,6.205384748187729e-05,1.4974198181858076,8.244769726749858,0.7859474721756557,15.336098237389834,1.182015164294846,0.7210813253317243,0.0,0.0
1800,0.9999181084261278,8.18915738725871e-05,1.5842452423965034,9.034890138132916,0.8315214221063646,16.822252702198018,1.5252558057560344,0.8860259423027246,0.0,0.0
1900,0.9998939505304181,0.00010604946958231891,1.6709313047364085,9.822610016028523,0.8770229670339148,18.322476955570377,1.9342490867790154,1.0714023017111458,0.0,0.0
2000,0.9998649731098752,0.00013502689012517092,1.7574779312304163,10.602076121454106,0.9224522219907868,19.830900593069742,2.414697448240737,1.2771491407987596,0.0,0.0
2100,0.9998306821433712,0.00016931785662924615,1.8438850158887872,11.36788754217732,0.967809301826704,21.342521400160354,2.9718512824598493,1.502997179779462,0.0,0.0
2200,0.9997905935761594,0.00020940642384088218,1.9301524212637409,12.115169373344363,1.013094321208924,22.853190913923193,3.610435252075419,1.7485131637389884,0.0,0.0
2300,0.9997442368576838,0.00025576314231646796,2.016279979257415,12.839625309621933,1.0583073946225283,24.359576137875802,4.334595697437408,2.0131452831262995,0.0,0.0
2400,0.9996911572597516,0.00030884274024871924,2.102267492137346,13.53756722712347,1.103448636370712,25.859101337338114,5.147871054192858,2.2962670483557335,0.0,0.0
2500,0.9996309173049983,0.00036908269500190305,2.18811473364163,14.205928073868446,1.148518160575073,27.34987956798218,6.053178962404208,2.5972179518572633,0.0,0.0
2600,0.9995630972570552,0.000436902742945034,2.2738214501485,14.842257399316118,1.1935160811758982,28.83063690570986,7.052820736553092,2.9153390988563666,0.0,0.0
2700,0.9994872945979115,0.0005127054020887482,2.359387361871753,15.444698532167564,1.238442511932456,30.30063222335683,8.148504187228612,3.2500018888577844,0.0,0.0
2800,0.9994031228610383,0.0005968771389619335,2.4448121639950187,16.011953708622702,1.283297566423279,31.759577078451077,9.341378492391085,3.600630617037856,0.0,0.0
2900,0.9993102101160011,0.0006897898839991963,2.5300955276943267,16.54324266207981,1.328081358046455,33.20756003413905,10.632075607223003,3.9667195901148533,0.0,0.0
3000,0.9992081971497666,0.0007918028502335899,2.6152371010456044,17.03825585911046,1.3727940000199108,34.64497672905579,12.020757027702308,4.34784469124014,0.0,0.0
3100,0.9990967353699006,0.0009032646300996851,2.70023650981535,17.497103001783795,1.417435605381701,36.072465804531205,13.507165287810887,4.743669649763184,0.0,0.0
3200,0.9989754845613031,0.0010245154386971961,2.78509335811688,17.920259040417086,1.4620062869902914,37.4908508871117,15.090677946312436,5.153948038962463,0.0,0.0
3300,0.9988441106570637,0.0011558893429367883,2.8698072289115464,18.30851055059492,1.5065061575248464,38.90108948737108,16.770361209268447,5.578521998212219,0.0,0.0
3400,0.998702283650801,0.001297716349199361,2.954377684317933,18.662904935466642,1.5509353294855117,40.30423107220811,18.545020727282964,6.01731778155937,0.0,0.0
3500,0.9985496755119408,0.0014503244880596448,3.0388042659490067,18.98469997578657,1.595293915193701,41.701373190746374,20.41325204499798,6.470342453264766,0.0,0.0
3600,0.9983859583041023,0.0016140416958981573,3.12308649501181,19.275317727906994,1.639582026792378,43.0936297246583,22.37348670264149,6.937676695726423,0.0,0.0
3700,0.9982108027193167,0.0017891972806837208,3.2072238721400166,19.5363085227486,1.6837997762463417,44.482126027129624,24.424028236597405,7.419459224244014,0.0,0.0
3800,0.9980238762495924,0.0019761237504079495,3.2912158775867244,19.769303620511305,1.7279472753425082,45.867943597716746,26.563099524231887,7.915890760635423,0.0,0.0
3900,0.9978248422768877,0.0021751577231126926,3.3750619706465743,19.97598852818679,1.7720246356901939,47.252116411206174,28.788869465926577,8.427222513159741,0.0,0.0
4000,0.9976133591018367,0.0023866408981637866,3.4587615895322825,20.15807849802519,1.816031968721396,48.63565047708067,31.0994774861516,8.953734130211906,0.0,0.0
4100,0.9973890787852211,0.0026109212147792872,3.54231415111551,20.317283748928453,1.8599693856910768,50.019469470483024,33.493068311614785,9.495743480140687,0.0,0.0
4200,0.9971516468249034,0.0028483531750971066,3.625719050459661,20.455295246640507,1.903836997677444,51.404417654102666,35.96780619061536,10.053598065093277,0.0,0.0
4300,0.9969007017670404,0.003099298232960073,3.708975660454405,20.573771177947286,1.9476349155822303,52.7913022462089,38.52188841838845,10.627647058565687,0.0,0.0
4400,0.9966358745732287,0.0033641254267718465,3.792083331421648,20.674312869684496,1.9913632501309757,54.18082473638785,41.15356941764144,11.2182635914266,0.0,0.0
4500,0.9963567886970385,0.0036432113029620868,3.875041390611521,20.75845856130243,2.0350221118733063,55.573589970345566,43.86116696553589,11.82583708006431,0.0,0.0
4600,0.9960630602453889,0.00393693975461158,3.9578491417549975,20.82768291286629,2.0786116111832125,56.97019968726052,46.64306268523396,12.45072619587445,0.0,0.0
