milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,ARF,ARF_Mdm2,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totdamDNA,totp53,totMdm2
0,5.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
100,5.004840061478353,5.0050193736311845,94.99494333496699,5.0024848020698484e-05,0.0,0.0,0.0,0.007837291401795914,0.007800000000000001,0.00021660479279096055,1.2381658384266294e-09,2.5013451281346075e-10,5.00250981552398e-05,0.0,99.99996270859818,99.99978339644534
200,5.009673797534524,5.010033045659251,94.98989278841823,0.00010009935602066768,0.0,0.0,0.0,0.01567416592249545,0.015600000000000001,0.00043341900113459425,4.953914481092004e-09,1.0007908042610121e-09,0.00010010035681163478,0.0,99.99992583407749,99.99956658595275
300,5.014501210327958,5.015041017436965,94.9848483584798,0.00015022346465150922,0.0,0.0,0.0,0.023510624083212875,0.023400000000000008,0.0006504423420609655,1.11498412885396e-08,2.2524931896039624e-09,0.0001502257171450402,0.0,99.99988937591677,99.99934956880776
400,5.019322302102985,5.020043290394805,94.97981004319533,0.0002003971139941896,0.0,0.0,0.0,0.03134666640984754,0.031200000000000006,0.0008676745301845717,1.9828516748472938e-08,4.005760959287466e-09,0.00020040111975558358,0.0,99.99985333359014,99.9991323452983
500,5.024137074484983,5.025039865577937,94.9747778411447,0.0002506202613218957,0.0,0.0,0.0,0.039182293277348526,0.03900000000000001,0.0010851153620679416,3.09917649876761e-08,6.260962623772954e-09,0.0002506265222852467,0.0,99.99981770672264,99.99891491562968
600,5.02894552964989,5.03003074438666,94.96975175042637,0.00030089284951548284,0.0,0.0,0.0,0.04701750518695717,0.04680000000000001,0.0013027645657554974,4.464202329956421e-08,9.018590565568539e-09,0.00030090186810768904,0.0,99.99978249481303,99.99869728007626
700,5.033747669940116,5.035015928343041,94.9647317689881,0.00035121481815372275,0.0,0.0,0.0,0.054852302668833335,0.05460000000000002,0.001520621853629909,6.078186271652869e-08,1.2279164185157329e-08,0.00035122709732041265,0.0,99.99974769733114,99.99847943892821
800,5.038543497461361,5.039995418811788,94.95971789498634,0.00040158611266268127,0.0,0.0,0.0,0.06268668620184399,0.06240000000000001,0.001738686965891663,7.941360780250734e-08,1.6043153091415646e-08,0.0004016021558189871,0.0,99.99971331379813,99.9982613924477
900,5.043333014644651,5.04496921738696,94.9547101262861,0.00045200667138678777,0.0,0.0,0.0,0.0705206563269081,0.07020000000000001,0.001956959609108566,1.0053987668298919e-07,2.03110861985837e-08,0.0004520269824766995,0.0,99.99967934367307,99.99804314093075
