miliseconds,ACA,CAR1,PKA,incAMP,ERK2,REGA,excAMP
0,3.3967128856915005,2.4311137437566575,1.5998712273491806,1.1896895571478268,1.129740868023105,0.8944099748382963,0.48355543934105105
100,3.3871738781633427,2.4639204831887027,1.652871679272067,1.2277107118859436,1.1234979187415366,0.8769126242553498,0.47773022513863944
200,3.378693121807293,2.4744727831283027,1.7048222529102315,1.2427972643988365,1.1339505048674146,0.846002997207821,0.4847763524185427
300,3.3224124087497646,2.437990590112152,1.7558688124851414,1.2587063199061315,1.1175812710803865,0.8287881731056468,0.47886562397864896
400,3.276593128886739,2.4381585508620023,1.7955484171360068,1.2593377627765234,1.1118609506308936,0.7985811830880547,0.4796339370295911
500,3.220177962412395,2.444631413717527,1.854192735454824,1.2878816564983075,1.0860481502642305,0.7887030206896076,0.47295990075447775
600,3.172668585179368,2.4519996726925792,1.8947403367918103,1.2927555965314759,1.0734138182742612,0.7866610806873178,0.4684544506721747
700,3.128963231971729,2.418550432832046,1.944399008416084,1.3169547268733055,1.0555409875116823,0.779140373770853,0.45766975219961986
800,3.03548199402558,2.365617367759398,1.956310743111064,1.319500513426536,1.0291311792521767,0.7695469558363051,0.4533677455263512
900,3.0069114732298594,2.3466142173301034,1.9970255921183728,1.3395615210978518,1.0170632176590642,0.7603664701527489,0.44918950160130583
1000,2.9385634896150714,2.3036072157142593,2.024038497481797,1.3326305218986614,0.992157031705408,0.7574212915669705,0.4353536221567622
1100,2.836991548512172,2.263798132794166,2.073402749770622,1.3371242566580068,0.9645109883152134,0.771492226207075,0.4309128888954539
1200,2.801759548683243,2.2180722026611517,2.0777694358349437,1.3533128801061531,0.9541277590053866,0.7721772377286851,0.4191759978750783
1300,2.7123381704442004,2.17374922447437,2.0988379250797626,1.3457623721339886,0.9294485589240228,0.7794949587610871,0.40566118085823977
1400,2.6295122831046553,2.140323427777681,2.123401466086543,1.350809843510702,0.9002050349308223,0.7871752533901113,0.3961442938310833
1500,2.5559727530993155,2.1008007948381184,2.1537067874039533,1.3298451324828267,0.8740088115368373,0.7974726809307029,0.3890990215163747
1600,2.499260586601247,2.0230516200639643,2.1606900232332764,1.3269931538063777,0.8399914452291487,0.8088328919991814,0.3711946539415054
1700,2.386155067846767,1.989294421328032,2.144494686579091,1.3134506915578426,0.8260524711037546,0.8169722769104609,0.36837382728195744
1800,2.304023623364036,1.931467607793917,2.1703630507212903,1.3010544965331916,0.809455517433787,0.82286723770329,0.3569496257258704
1900,2.2873492470499546,1.8797742285691088,2.1459032184515063,1.2851810112028943,0.7759742284317024,0.8410610863370978,0.3464715653068753
2000,2.214295749345855,1.8340807499445335,2.149224555700094,1.2503249384366273,0.7513157289683157,0.8597303491643444,0.3371743789635851
2100,2.130107437046255,1.7662244720096858,2.154886797804602,1.2477847385694136,0.7417350990874072,0.8784143515323243,0.321694222715024
2200,2.056514453044351,1.722450409736095,2.1386083472957336,1.22529794704986,0.709967474986419,0.898178443795649,0.3191302517830424
2300,2.0314777433872395,1.664586822696294,2.122372866004547,1.1941716097040624,0.7063786180173441,0.9083647781994537,0.30749770169364016
2400,1.9988089617176732,1.6087827584344219,2.076848034699361,1.1576559950497551,0.6754241087701863,0.9254102581667375,0.3023893766274778
2500,1.9323743544317746,1.5710541879357327,2.068668012931906,1.1302654482408476,0.6661994659932564,0.9520202182122506,0.2879900638822978
2600,1.898952581688567,1.5531628280153766,2.036362769519578,1.1193341074997816,0.6587380181130875,0.956205299345612,0.2881984353139891
2700,1.84137328132172,1.5238043099285106,2.019033395187523,1.09000029269823,0.6427901401110934,0.9785069738903832,0.2808030530965532
2800,1.8499457699842274,1.462118216368008,1.9889135941828278,1.0534605605900285,0.6273488492224355,1.0081045681002143,0.2739049383159626
2900,1.8023129725114062,1.4451302900373644,1.9433612333858088,1.0236108809941933,0.6211536565231518,1.0242656672579882,0.26476630598713974
3000,1.752789698824148,1.4062906530375139,1.8952803218639136,0.9879625406604092,0.6150190231102672,1.0432750218654852,0.2603714091429993
3100,1.750483361314976,1.3839525737332468,1.8745683072465809,0.9554792640261128,0.6002734895483116,1.0498933422173602,0.2597326318402878
3200,1.7200204538089954,1.3367994066787279,1.8375487459140094,0.9273297591776563,0.6025428782484366,1.0720613940181956,0.25307879440513587
3300,1.7205930358219212,1.3309621816236332,1.7829228845670577,0.9071022767197802,0.5797314376092884,1.0880849364542378,0.2502948228277205
3400,1.688030627731848,1.2941639354570587,1.7494663409270454,0.8676764712673175,0.5811588533388565,1.1124695629583699,0.24470668313949778
3500,1.69756361053465,1.274772409463986,1.711721705556566,0.8425332940291387,0.5731650314013905,1.126269286131322,0.24840920007858672
3600,1.69599131048242,1.2738237130866041,1.657988377036268,0.8350981759045741,0.5732609455681485,1.1393126608593804,0.24426386859937263
3700,1.686686127286908,1.2865472511804183,1.618802163385531,0.8089512769312514,0.5842879092365878,1.1525461973616182,0.24652183574975137
3800,1.7409119332286316,1.260982582254376,1.5743927889843448,0.7921999242131313,0.5916663968674492,1.1653177189770358,0.2483347487834191
3900,1.7355653276141285,1.277105366885422,1.5261584209208447,0.7512593119646124,0.5889689214865028,1.1725882021846983,0.24239971191440676
4000,1.766794479697683,1.2756422893292878,1.5072463885679226,0.7383044731693158,0.5931904816400274,1.1777473638310634,0.2501064640066352
4100,1.7658658094060966,1.2389299003510683,1.4507573379502496,0.7357761492893096,0.588031053886706,1.1915137063555792,0.24860685497323667
4200,1.7831992791844828,1.2468458608172048,1.4217496205161708,0.7207576655632859,0.608128016554222,1.1906616243564971,0.25341407252142856
4300,1.832733689603551,1.2721437038625172,1.3761147336186164,0.6887761688297496,0.613757346637221,1.2018596455684953,0.2494690641969581
4400,1.8552211207536993,1.2659037627740464,1.3661651470590122,0.6820836502488794,0.6197761568585471,1.206504260283295,0.2528889170020769
4500,1.8620974221107505,1.3131817006895785,1.3349269190218294,0.6696462485953816,0.6272055644601963,1.2078402485537165,0.2553928908826288
4600,1.9015619738888692,1.2951138760393701,1.2896910628055334,0.6673074408045221,0.649457439075901,1.2172235738875778,0.2674889683577299
4700,1.957016120957952,1.326359666909515,1.2663565704983806,0.6667155862033406,0.6453498517424119,1.2045222985246904,0.27263921313377437
4800,2.011660469946832,1.358319931297644,1.2533597949357413,0.6620126024300523,0.6719061421888197,1.2087165720830242,0.2703294726705762
4900,2.0511621638837423,1.3829090672861595,1.2159143423800267,0.6631847277742463,0.6849824694429478,1.1941480578550936,0.28147014747177973
5000,2.0746212158149246,1.3942956567016145,1.2055818022833655,0.6480088242881046,0.706993182954691,1.1966090746690827,0.2891056949991971
