milliseconds,R,LR,G,Gt,Gd,RG,Gbg,LRG,LRGt,RGd,RGt,LRGd
0,852.737953906098,0.0,523.1266659953076,-0.00021268237491513803,0.00018719892444113868,2.257248189591826,-0.0760997411921057,0.0,0.0,-0.021321115812665336,0.0005025888421820877,0.0
100,692.7822059448338,0.0,371.4516132170999,0.023734756585142833,0.04673320343783082,162.32885203971696,0.14079295710600076,0.0,0.0,0.017417461254007546,0.032707175789973314,0.0
200,589.2601507838698,0.0,276.2183878724855,0.03534027285127235,0.07022481274162988,254.43896293646046,0.1806277907608672,0.0,0.0,0.10308111958435738,0.0005949947796104298,0.0
300,536.8016283885823,0.0,211.82015521370647,0.040433128187985536,0.08360462638236325,308.2453576337686,0.2752946286813903,0.0,0.0,0.1405087396884758,0.04849386227291146,0.0
400,497.9604612562422,0.0,177.6941678376091,0.04154938007726655,0.08965353933471683,357.09362851029465,0.3438045933010199,0.0,0.0,0.22150644608454456,0.053599493429370204,0.0
500,469.33508035503195,0.0,139.85975117793703,0.045006030295196245,0.08942918427827387,382.09364599659085,0.5310338266130543,0.0,0.0,0.28116912352240186,0.12284657339492609,0.0
600,444.24609750572654,0.0,125.26998893834735,0.044449384195769964,0.08903903704473339,404.0577634331612,0.5434628760683542,0.0,0.0,0.2933187436290273,0.1547703575605802,0.0
700,428.3258317885031,0.0,105.41309473224575,0.04382382628192333,0.08917897597968534,423.0409627321604,0.7319122833806395,0.0,0.0,0.35971562474029506,0.17748807590574353,0.0
800,402.98068015305336,0.0,89.55799898178839,0.04381950288888905,0.08764929169465255,432.65289950424733,0.8374331469088947,0.0,0.0,0.41472601991451685,0.17758222957734676,0.0
900,389.94602535498655,0.0,84.19766881815599,0.04294517089825908,0.08460829493801553,435.9702387147406,0.927654678914698,0.0,0.0,0.4625275555517486,0.2534991707822398,0.0
1000,382.1827897616923,0.0,75.0731542059512,0.041708748173525274,0.08182477897962578,459.2529293144384,0.9901401176020047,0.0,0.0,0.5932243376835251,0.27886307646283054,0.0
1100,385.24154339570464,0.0,65.61479424947359,0.03963302799458982,0.079748351978373,461.4872148196971,1.089799855726503,0.0,0.0,0.6471789220906222,0.27721716245284167,0.0
1200,386.96132523711776,0.0,47.414690184281966,0.041084261277613394,0.0774325538479293,458.3888470992305,1.0493212197512993,0.0,0.0,0.7140312356470607,0.2956253171887978,0.0
1300,371.4794072823058,0.0,52.620027639395076,0.03891097584560552,0.07772625386094772,472.85575485646217,1.1392082095765936,0.0,0.0,0.696188988493191,0.36677343807142,0.0
1400,365.1549349463705,0.0,46.95400235221436,0.03889031811056255,0.07475419919239966,474.8574907372515,1.2538123056100696,0.0,0.0,0.7776488541674621,0.41047183071014515,0.0
1500,369.51145893397035,0.0,40.955698880652186,0.04078347145810096,0.07589462228162276,467.3326246075347,1.3993194954363923,0.0,0.0,0.8100375061401289,0.38513815046109173,0.0
1600,359.30596844607373,0.0,33.788048488561564,0.04071823055694211,0.07414083018133576,469.7202211637021,1.4984204063617006,0.0,0.0,0.864821582200441,0.41036713272547787,0.0
1700,371.3223290942792,0.0,39.798170680888205,0.040559693031426855,0.07425448587072864,476.1125073674985,1.4247703197141328,0.0,0.0,0.936059667428897,0.4551515716731376,0.0
1800,352.26342934353937,0.0,31.12771789270862,0.041556422477480176,0.07342430816485898,476.54670103984813,1.5085323521264553,0.0,0.0,0.9343674317715248,0.45790511007233653,0.0
1900,350.44965337557056,0.0,39.09369080375465,0.04074249369127229,0.0735753360746277,476.7020939993809,1.5841958619435483,0.0,0.0,0.9790523898455393,0.5102579564746015,0.0
2000,351.6067238226755,0.0,28.294236401941877,0.040950682156881926,0.07266914508541013,485.66516333681955,1.6929565922026442,0.0,0.0,1.0189653410649384,0.5154249892707425,0.0
2100,351.2359651982962,0.0,37.3624006570673,0.04394901564661934,0.07350660543741598,491.03406550389303,1.685301134050315,0.0,0.0,1.060523840187254,0.5655007699836253,0.0
2200,349.4266363727388,0.0,26.587432522529646,0.043956052465941205,0.07298042229421299,477.66600785661467,1.8744424369640467,0.0,0.0,1.0673292352000179,0.6241992313855456,0.0
2300,349.6730717534761,0.0,32.534351157361804,0.045837633702823885,0.07401747207392695,477.38370793772623,1.8292411410193172,0.0,0.0,1.0801219809346758,0.5970829455744058,0.0
2400,352.4530655113284,0.0,31.96376479665983,0.045797165080709884,0.07306809070608108,484.07865511281744,1.8846553259486967,0.0,0.0,1.1641754416759489,0.6549105317001056,0.0
2500,360.3788432417799,0.0,30.715186334083164,0.04653878218786017,0.07517020703190158,492.6896406645107,1.8971387279029932,0.0,0.0,1.1529173606943974,0.6962607241872546,0.0
2600,362.99989252667524,0.0,38.86799680419793,0.046764317477035286,0.07398848903759446,493.3439049960828,1.9438835594835535,0.0,0.0,1.1451571375125418,0.6725301490767287,0.0
2700,358.8353912289166,0.0,24.959108904671773,0.0478788341735348,0.07556355469793835,492.918753691826,2.0827734412125207,0.0,0.0,1.234493208019688,0.7320560968870251,0.0
2800,361.41798436565654,0.0,36.39233835339636,0.04999360089026337,0.07503042573870232,489.8894080184295,2.093172131023968,0.0,0.0,1.2588577693376923,0.7397540900969076,0.0
2900,360.71437884256636,0.0,28.808504045516955,0.051105806543988,0.0757165759542037,494.2871419980128,2.0764414566271103,0.0,0.0,1.225134498262009,0.7712157716947907,0.0
3000,360.007651346648,0.0,39.2237306899239,0.051013975635400576,0.07687854637190496,480.56144298257476,2.189294540737578,0.0,0.0,1.2551638377834697,0.7627965642500678,0.0
3100,352.196729250898,0.0,31.582473078386425,0.05209137119982257,0.07801667367318212,485.6791317231405,2.253194400012898,0.0,0.0,1.235196541484386,0.8166348269091368,0.0
3200,360.060515065796,0.0,33.02261545758773,0.05461930839251066,0.07729527009915577,483.7244234885877,2.1945150864377103,0.0,0.0,1.241024390789524,0.8462126887732071,0.0
3300,351.61080009396625,0.0,37.91817653383979,0.0549454732176393,0.07845401251651427,482.2682467740136,2.2347019710199283,0.0,0.0,1.267077573850614,0.8569380252241477,0.0
3400,346.4568132877978,0.0,38.58029971812593,0.057613871561163536,0.07740064699501811,480.66320970579926,2.2536221461001635,0.0,0.0,1.2708520550901645,0.888591182609925,0.0
3500,350.20986534820076,0.0,30.83555899623798,0.058032803286740986,0.07801128560132659,480.3121105728471,2.3866225499905775,0.0,0.0,1.3424917230821938,0.8702291460672114,0.0
3600,358.4807999628597,0.0,30.448776206323366,0.058451982156118104,0.07919614934697922,485.133479486057,2.4298425917252797,0.0,0.0,1.2717802590430478,0.9054045390809425,0.0
3700,359.5690828395533,0.0,38.70331010785735,0.06073200673053763,0.07949321080769504,487.2777635527534,2.3642679466297314,0.0,0.0,1.3306094905016284,0.9630923104212498,0.0
3800,346.694766807593,0.0,27.044027848725975,0.06175491465956269,0.07847074928578711,491.45357785530985,2.402786794052769,0.0,0.0,1.2824064945612448,0.9789995749031352,0.0
3900,352.0424548456246,0.0,23.024034747303368,0.06353578890588574,0.07878616993745478,487.55477767562445,2.4051022250161336,0.0,0.0,1.318924836350388,0.9415389773763606,0.0
4000,352.24923028014376,0.0,38.27626104831814,0.06409356377660787,0.07942904903566521,485.37895378455283,2.499582648056237,0.0,0.0,1.3300031174137674,0.9963442117143745,0.0
4100,346.63419494373494,0.0,24.32348406612805,0.06537595785405513,0.07865391527754426,493.96102265722163,2.5282840164299674,0.0,0.0,1.315316898326948,1.0308790896379185,0.0
4200,344.0270044515504,0.0,33.12128678204715,0.06747813732603872,0.07956292832965912,482.7725243706376,2.485791359080826,0.0,0.0,1.3739137489985156,1.0467559073884531,0.0
4300,344.01913156852436,0.0,27.123720209035746,0.06746400928594386,0.07896725475253914,489.48576893577723,2.48292737717204,0.0,0.0,1.3212561309741149,1.0466256537065268,0.0
4400,354.06485037647633,0.0,31.631939291187553,0.06872671521486964,0.07994643053896891,495.86895291959854,2.599207653695559,0.0,0.0,1.312264052661064,1.0495731932728791,0.0
4500,350.3699136457662,0.0,22.312973754356648,0.07110321730885183,0.07988632005849926,486.42770661073695,2.5085491458693143,0.0,0.0,1.351207132687672,1.1162831817850232,0.0
