miliseconds,X_gut,C_p,C_per,C_e,C_t
0,-8.8501043870107e-27,0.18418374207237295,0.28562553214563097,0.19813128328016277,0.22691913633015498
100,8.207350268706134e-27,0.1840748920838233,0.28774553766200106,0.19896772743097269,0.22281046568186375
200,9.647263184169728e-27,0.1804571606709239,0.27799112714896185,0.19514715650885767,0.22267298605152416
300,8.211670717224566e-27,0.18107084975624116,0.2804586761391853,0.1891141690787135,0.2194183599485337
400,-2.57996390376433e-27,0.17521201220085814,0.2740263955200386,0.18890386851215957,0.2132921150289768
500,9.894075352784856e-27,0.17590072531175943,0.2669377404444714,0.18488270070612361,0.21402654619018213
600,4.995303239143143e-27,0.17059588213951477,0.2686153917996152,0.18672713585806877,0.21085977534929012
700,1.925252651780759e-27,0.17028080846578664,0.261443529831907,0.1814327130865636,0.20884733868510794
800,-8.990943498031188e-27,0.16818212102961966,0.2581671272862511,0.1786683591211459,0.2027463730869322
900,3.0918671486235668e-27,0.16389026535957724,0.25371673044376,0.177530026868159,0.20012397750287547
1000,-7.571772573700952e-27,0.16417878650922452,0.25201830718173857,0.17719538505280769,0.1951512639757012
1100,5.5294717501677846e-27,0.15933363858838226,0.24913814692077935,0.17230978353725165,0.19655750681720535
1200,-1.0580510343581733e-27,0.15771826229000407,0.2428620891534969,0.1698358587946184,0.19460991169412012
1300,5.529905973418974e-27,0.15663986966055796,0.23973716035205803,0.16938341789250835,0.1906849329902963
1400,4.579358395489321e-27,0.15576143050572305,0.24370469436880102,0.16654396398290164,0.1908729937732744
1500,2.8214971324469557e-28,0.15050064370998462,0.2354043075783673,0.1639916973884466,0.18703986280183885
1600,-1.3035757800314537e-27,0.15273035069249413,0.23552586998209163,0.1611231109459218,0.18460072474942385
1700,5.850579497706859e-27,0.14647468087477863,0.22817084613210223,0.15666019316723484,0.1795844867701808
1800,2.9596825522544178e-27,0.14837565676789402,0.2311098429381172,0.15517156202054047,0.1779676470969863
1900,-4.991733177730945e-27,0.14361505795877003,0.2234420113434435,0.15219108479405147,0.17652838642211255
2000,7.916318209216311e-27,0.14109549386650194,0.21980800689645022,0.15159445113643097,0.1714933926348283
2100,9.201578362540703e-27,0.13974809757129347,0.22245812558730058,0.15208166387586336,0.17379585279386187
2200,-2.803350602682437e-28,0.137286845290724,0.21963816434190428,0.15044329017938526,0.16583040408726635
2300,-9.929498286311113e-30,0.13482205218833881,0.21547209259099884,0.14654731914624677,0.16676230664381758
2400,-5.3583852930986546e-27,0.13420568154166962,0.2074203540356697,0.14400190264228147,0.16341392705020594
2500,3.388995161405031e-27,0.13352475707877576,0.21096612543514656,0.14259734574425473,0.16517146283961806
2600,5.486984306524903e-27,0.1338304370173148,0.2003955669753887,0.14021300992591398,0.16314509177088968
2700,4.549340863390085e-27,0.130371455416938,0.20382842657011319,0.13658638294660802,0.15775722250827023
2800,-6.91681499682139e-27,0.12963647120058133,0.19823138158257805,0.13562537229667943,0.15713576382165273
2900,-9.151926601892853e-27,0.127754362207613,0.19594897455331844,0.13804513511661448,0.15289507798849394
3000,-2.4018961986521535e-27,0.124609035925287,0.1955505038341767,0.13379010158757648,0.1499211026694145
3100,-6.693784410343404e-27,0.12227223066931192,0.18778653837296647,0.12986857392393916,0.1477963074508327
3200,-2.921330296201483e-28,0.12109989115682424,0.18843132063722395,0.13204824030519627,0.14521910303783736
3300,1.5291736200061975e-27,0.12000590626694262,0.1896884484058812,0.12714430277140631,0.14559191798325494
3400,-6.532145189186504e-27,0.11665690635391822,0.18177258328878773,0.12880702855277065,0.14193073020532007
3500,-6.832181682909736e-27,0.11896273962797216,0.18498513652100054,0.12490848729749847,0.1390988654431563
3600,-2.2457613030327595e-27,0.11291799576665668,0.18142062408105894,0.12453081679285123,0.13744148829885688
3700,-1.5943763382619678e-27,0.11528702508617787,0.1758924411027286,0.1210844851279412,0.13974595554178093
3800,-3.2033109526376924e-27,0.11072788651641423,0.17746085290947464,0.11840288077766675,0.13828224982736753
3900,4.220872870813614e-27,0.10817389680461711,0.17386271362341618,0.12009009609236757,0.1362131926584498
4000,8.328783383529532e-27,0.10968450835745293,0.17345642662062793,0.11828970778213688,0.13549747753570954
4100,-2.7191738618962948e-27,0.10736384624991414,0.1687610179060938,0.11688793262130284,0.1320597879424656
4200,-8.824338975496562e-28,0.10852693773568288,0.1685139028781951,0.11188578819420855,0.13243267324891947
4300,8.36935465348936e-27,0.10647914048540423,0.16584208969555841,0.11474521414028117,0.12504699549492124
4400,-3.921470846494959e-27,0.10272178313533223,0.15910119580779383,0.11001804187436418,0.12894962935682105
4500,7.706464315081516e-27,0.10099730667720146,0.15679730242760087,0.107432915062648,0.12406005262251533
4600,4.612049067265308e-27,0.10311832317686478,0.15840741393634483,0.10794618391785102,0.12438532480137392
4700,5.1686462783218755e-28,0.10152360529813463,0.15770570265744238,0.10700547953240656,0.12123621889262787
4800,7.359488316773522e-27,0.09813145593789818,0.1511915414429305,0.10769562371422661,0.12146404356778961
4900,3.7552165441308925e-27,0.09455171344710406,0.1474611064180203,0.10157362932211972,0.1176820150519241
5000,-8.021942820009914e-29,0.09493500781021523,0.14620258326834012,0.10230884919489647,0.11661458605392393
