miliseconds,X_gut,C_p,C_per,C_e,C_t
0,-2.6054790687726984e-16,0.6963290348569807,1.0858354375681718,0.7558617841495191,0.8502645255165652
100,1.566351263744518e-16,0.6892963161931459,1.0689173482182466,0.7450365435153734,0.8359637213072766
200,-2.7580426899927683e-16,0.6827323857968358,1.0622986155781728,0.7250603656581239,0.8241163602631889
300,-7.17729185736456e-17,0.6738451825215724,1.0404104345553433,0.7251319650792941,0.8225114563382416
400,-2.217611943448581e-16,0.6776578134430813,1.050975120842257,0.7213207763854558,0.8175979596540287
500,-1.3476249897366104e-16,0.6687039643377801,1.0238505335320944,0.7133983472471495,0.7923279314287467
600,2.3194215145944044e-16,0.6603778688059182,1.0106511635753304,0.7076882896090816,0.7941112850273171
700,-8.291128846668188e-17,0.6427446957774885,1.0124648432311525,0.6904510458401352,0.7881485170341456
800,7.890667421806873e-18,0.6407905754336168,0.9804542892020637,0.6873138016118957,0.7664441744335484
900,-2.2825049566386774e-16,0.6229065457314017,0.9575525878127907,0.6740184053850393,0.7662830985312934
1000,2.881537717118427e-16,0.6185923328254886,0.9676249507132968,0.6505884305145819,0.7579310669115631
1100,3.0091653590170618e-16,0.6000906680430735,0.9402929463994278,0.6454202867881498,0.737953794849007
1200,-5.700577592334005e-17,0.6045658093000597,0.9330371868424795,0.6349364206461698,0.740574602099795
1300,3.120653266715935e-16,0.5980323810792224,0.908821931701477,0.633197609436165,0.7304979064313166
1400,-2.9700877520753004e-17,0.5845055798108285,0.8993959749836107,0.6313266684560459,0.708872653129403
1500,2.033619761055397e-16,0.5795859602929023,0.9033402195607093,0.6275282125790714,0.7021273874154428
1600,-5.2000264269464194e-17,0.5676778605117125,0.888772061662742,0.6117518921798862,0.6969960311201717
1700,-1.4634723121872263e-16,0.5710319513391536,0.8619645347938893,0.6085787908616298,0.6866805468191303
1800,-9.073485076573536e-17,0.5559918073511013,0.8651065891852467,0.600878896142376,0.6732253109076654
1900,-1.9758379886947294e-16,0.5555630615549344,0.8451670265428256,0.582982380518437,0.662162903727939
2000,-2.2137525161649926e-16,0.5411235138803134,0.8413660994681036,0.579589333657835,0.6603386783960487
2100,-1.9127253881080521e-16,0.5413981346980695,0.8202227782230804,0.5655642361827178,0.6585680849670182
2200,2.3441182327478365e-16,0.5243635582362703,0.8045260910997977,0.556092760017504,0.6311798599243665
2300,-9.587747744742792e-17,0.5242334248533422,0.8135267165865487,0.5553127778713868,0.6325496587789794
2400,1.982832060782983e-16,0.5056389455192213,0.8035302689659185,0.5564442189610967,0.6320235400033027
2500,-1.5808967444712186e-16,0.5150118840462957,0.7929838580190274,0.5407935027475509,0.6184398595571206
2600,-2.0045516645026061e-16,0.5065907774847568,0.7810307773153711,0.5244838806688941,0.6134073418943301
2700,-1.0009897830380805e-16,0.49551307443397496,0.7649858411711167,0.5323711933557241,0.60435134247312
2800,2.2660225002025476e-16,0.490214716769676,0.7533326128454333,0.5127984932529683,0.5820687902838052
2900,2.4604353419872726e-16,0.4759930147769156,0.7540620219817707,0.503914863322277,0.580688072334215
3000,-1.8739192465054647e-16,0.475323444856794,0.7257433252970316,0.5077670765339541,0.5817909873690039
3100,2.2263727513860853e-16,0.47459606958879624,0.7200673862553391,0.49065724244715075,0.5593805073612761
3200,5.5238511688842035e-17,0.4542724157376914,0.7284366765755783,0.4866668352667589,0.5550593858078929
3300,-2.0685370151802543e-16,0.46243113934222435,0.7120679695914099,0.48503707170243965,0.5503756452801896
3400,1.94453855193527e-16,0.4495925108829257,0.6966101336349932,0.48778120077923304,0.5413161001800997
3500,-2.5625036183047887e-16,0.4336919701300348,0.6721813608553179,0.46699273447450723,0.5444130991098217
3600,-6.301196003824555e-17,0.42977202349259847,0.6667866959569287,0.4603228323760043,0.5340239641728737
3700,5.4395160325653124e-17,0.4369442082581514,0.6546061185297681,0.4688998516959464,0.528120732695928
3800,2.957807446959866e-16,0.43445866720206716,0.6580564475140377,0.4516601558752613,0.5107618015858753
3900,2.821893564249688e-16,0.4131359574614137,0.6653287770069879,0.45322062630950455,0.5114322145128268
4000,3.111862501725574e-17,0.40943634081721875,0.6483043359251285,0.44625454155314537,0.5042713477087778
4100,1.0297472420526535e-16,0.41122534775461084,0.6294694717954944,0.44343050657415034,0.505571562076644
4200,3.2383151577532245e-17,0.4049582504563629,0.6115228048798114,0.42109202808197094,0.4848017812913137
4300,-1.9019870115288907e-17,0.39982938011994673,0.6128437198491273,0.4251298129548161,0.47971680206090656
4400,-1.0663957503589415e-16,0.3893995495291387,0.6034184473341783,0.43054818314199256,0.46716572005480766
4500,2.1686401834421895e-16,0.3889641383810125,0.609076397334927,0.42422939603837134,0.47574939728290433
4600,1.6622484884372265e-16,0.38514109336930363,0.5974834292397295,0.4025432295317496,0.47229794094090133
4700,2.3952109735650605e-16,0.37122019578250987,0.5875606089338005,0.40324212510563695,0.46718073021309753
4800,1.0370799450967637e-16,0.37647845233992616,0.5733708823405168,0.4031201489794806,0.44198778557264007
4900,3.133287598200523e-16,0.3618283236393824,0.5778321738288967,0.3998158914495429,0.44509037958527237
5000,-3.155817713958923e-17,0.3530060801741532,0.5492777545747441,0.3778755782962733,0.4333394063636285
