miliseconds,X_gut,C_p,C_per,C_e,C_t
0,-0.003493903322472645,2.891288176742237,3.9893632070595557,3.1161546907491315,2.5750423130411204
100,-0.007348574127995134,2.822499173330409,3.983590635461132,3.0747132365391767,2.6020546500056394
200,-0.006498766602448804,2.760774414896108,3.9205447721288977,2.974571734353517,2.5928803402054736
300,-0.004557846166881799,2.621289420170575,3.873096701795198,2.9042103541710595,2.62823897844786
400,-0.0005044597653509975,2.6139386538470095,3.9079556931149684,2.8868335191333654,2.6595064102632606
500,0.007359594951209256,2.5890722019154566,3.843536382772346,2.861723672575152,2.6496540943887728
600,0.006503937265244572,2.521181788127527,3.790600268194315,2.802390605862064,2.6072588625994197
700,-0.00445304971278438,2.460648864559313,3.756958892641213,2.6945621773803246,2.6166720904840237
800,-0.003209477950231619,2.4394673808412364,3.698488495687606,2.6912200374227924,2.6334166053064996
900,0.003754225085704631,2.38093539239236,3.6201829387056654,2.6495772151337476,2.617589083568777
1000,-0.0006273359492149081,2.381598873072808,3.5949856649099625,2.5725638045541976,2.588597171104524
1100,-0.004219385811903126,2.2954260399661295,3.5757745326892083,2.516858754556568,2.5745249256525486
1200,0.002224707970591428,2.278660393448829,3.4887206489634988,2.5130036118051793,2.5502977700719462
1300,0.007113919175062224,2.2510376939587777,3.477040724449273,2.479237127145378,2.534603909350555
1400,-0.0053462473212822145,2.2554696379633574,3.438594151347035,2.424907551970077,2.483651697180383
1500,0.0007032858807590325,2.145648864883488,3.3959043827896283,2.3698741408737356,2.506489153492906
1600,0.0022424714349439704,2.2073154125494505,3.3598772662458347,2.360625322574014,2.452749499822013
1700,-0.0070617013464643105,2.089138460958593,3.2955149851406476,2.3311590654440253,2.4598719872524377
1800,0.0014122299673402468,2.080919926301647,3.2385066762119927,2.2623832679481413,2.4093020669976526
1900,-0.007386213169093998,2.0393555734925304,3.256759464732286,2.20704640643604,2.4089415478611382
2000,-0.0035722917220874983,2.039178275708829,3.229480836635087,2.2403532618851054,2.3544366844658273
2100,-0.007337807809572357,2.0279296687126385,3.137686225732859,2.1440550236867377,2.358399228064928
2200,0.00033858987877687086,1.9970340332702163,3.090285368108954,2.118651341810948,2.3352114923348988
2300,0.003222745083733424,2.0100217755038274,3.0092691061451626,2.0954497560725645,2.3239196505040507
2400,-0.003043508437692084,1.9139450006228995,3.0329344312459985,2.0547306384008595,2.2501835868787414
2500,0.007368429504155761,1.9529791442201716,2.9666171458578026,2.025974156592738,2.258568654122566
2600,0.0008555271344018759,1.9106232179678768,2.9319768915518782,2.0023909178241146,2.1850496661087195
2700,-0.006926673591474902,1.899192495673619,2.8892230787866735,2.011901189153954,2.2133732991857924
2800,-0.0060607526083460705,1.8878610456279576,2.8204974874580158,1.9955490419463748,2.186419112181193
2900,0.004741332854365988,1.803881410763818,2.7833735311184267,1.980380360800799,2.109466710717352
3000,-0.0012919432533257062,1.7768131784108443,2.815323973203126,1.931602961905204,2.097098699785315
3100,0.0039000455978647586,1.7697482099863704,2.713298393654529,1.9341035921302594,2.1199298592243903
3200,0.0010509378381621127,1.7219510313728004,2.7011127564392,1.863420373723727,2.0440244761410002
3300,0.0019121902767728364,1.704510893353683,2.7169308524181237,1.875026974125985,2.054400652832767
3400,-0.007058263691651596,1.6536339617361422,2.6539125750653465,1.7853368724635004,1.9982802439599312
3500,-0.00249178768132949,1.682109308222089,2.633339936013923,1.7701721783386055,1.966902808217298
3600,-0.003973987254974809,1.628558880104102,2.5653413694621903,1.7611002887155485,1.9424376221549045
3700,0.0011356458648301645,1.6747032446779033,2.5809335446165935,1.7505519053692855,1.9587242313586974
3800,-0.004862259374277442,1.6196861516977283,2.5414784628770146,1.6990516871351524,1.9153669132971411
3900,-8.546594581997117e-05,1.581158331657697,2.49861111409577,1.6931979067988931,1.885886987355507
4000,-0.0007894819040687178,1.603089537505978,2.4479744870353244,1.6660178716391094,1.8654705730457013
4100,0.004760368998701378,1.5663422597782302,2.3867415285174,1.6765460731073345,1.8586169707718716
4200,0.001225243258866331,1.5736077201903846,2.3467642878433064,1.6581615562074705,1.8126828995445576
4300,-0.007002119366510478,1.5256014431088614,2.3841966388733704,1.6399586090232618,1.7869556920365093
4400,-0.0021014309554721095,1.5151010898145445,2.3612938572980706,1.5701988675930207,1.794235729084937
4500,0.006274694085995915,1.4695815201588052,2.2982400770665414,1.5808917243327656,1.7884204613972277
4600,0.000620207943475747,1.4594586819213644,2.259932005562307,1.5494679276702943,1.7474218868489626
4700,0.002746032967591597,1.4554791896605,2.1782797506283913,1.5296701648719409,1.7178681789052332
4800,-0.0009010551791164472,1.4445172606894812,2.1436380447737453,1.5288030812589735,1.6715745217420888
4900,0.0036700026132136278,1.3751688191056104,2.208092898130819,1.45425516322174,1.663047955803957
5000,0.004699118657395042,1.3436982625331901,2.149285475343052,1.4904122206812536,1.6821417953052082
