miliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,-0.0005877379733727494,0.0006299862767151887,0.0010100607384055515,0.00434391357600491,0.002246633597028898,0.0034386304234203793,-0.04570081377501891,-0.0017044178951080347,0.21117230187315733,-0.008969688815692663,0.008818036328663967,-0.0031185791172409823,0.0005399224839780992,-0.0008570163026892721,0.0006878433552071474
100,-0.0034138044290206097,2.9437904347736738e-05,2.276232049955145e-05,0.0023431151267003943,-0.0015198065964586007,-2.9120884482689013e-05,0.0429692194635011,0.010006269447351905,0.25385616995037596,0.00899906168756551,0.0037560344151894346,0.010391796147499348,0.002502679699530342,-4.000354756047402e-05,-0.00021509140517630702
200,0.0032203232068563517,-3.7944757610503807e-05,1.987909142254221e-05,0.0030061702625534333,0.002648870602386921,0.004039896044114008,0.013791912201673577,-0.002624157129552005,0.2788950100491861,-0.009871110286311808,-0.00891746186942469,0.00467614833326893,-0.0024941767719414516,0.0002652075244667213,0.0011627632156682483
300,-0.0007250713439934461,0.0002286873614685398,1.2765623023247925e-05,0.007379009099252031,0.001250440114203642,-0.00030610537331579547,0.08712496143018053,0.005830097686858798,0.03959098114930602,-0.00504482192977918,-0.007580527871391428,0.0024766701256170864,0.0008171779947641855,-0.0018183300568445815,-0.0004002090222561739
400,-0.001829423012329387,-2.344534929018938e-05,3.814149991973527e-05,0.0038365144805481595,-0.000725611232797655,0.0031359238308631614,0.19756744914204294,0.01764615802996674,0.02884318572599688,0.018015918554726135,0.015369067312561109,0.005570557166866346,-0.0018954517372525045,-0.0005941851683876098,0.0005718217208618102
500,-0.002737541726655923,-0.00020315428084519501,2.728322695394482e-05,0.004396242023509786,0.001358711589342913,0.00018918742044632657,0.21984747485078499,0.011549349652269149,0.1413595440903868,0.03270569207815811,0.020078962541159387,0.0013643101058449132,-4.650488736129959e-05,0.0002452945966139439,0.000369470866532583
600,0.003765025213282711,-2.4367720610425964e-05,2.0885480562547527e-05,0.002843856206636957,0.0004998594285503008,0.0026830841822131526,0.21871280319383007,0.034191075872610846,0.3054585346973811,0.05925017482702528,0.04086857214687083,0.02212156283553869,0.0005393038262343992,-0.0009735350648978805,0.00022975929071590874
700,-0.0019625910662752983,5.6320312008959165e-05,4.4547807312246465e-05,0.0028773791971383597,0.006534041961577079,0.0033761041837446736,0.07159371127738895,0.03678817286726976,0.4017004538823329,0.06601593386363655,0.06363509045242019,0.03343100556479491,-0.00020122018707470517,0.0017728945430158334,0.0005865279380011825
800,-0.0013528238465379731,0.0002481784943095617,3.3447262950126815e-05,0.008346490808831646,0.0007317705896266232,0.002630440630447645,0.0396217057763128,0.05960500501652271,0.41768066509889257,0.1089909929008092,0.0680771310313637,0.04766391642832734,0.000497185861636635,-0.0010460502286437695,0.0004789663296303257
900,0.0037692583354399997,-0.0002991359428134155,3.200373548877524e-05,0.0013358396981342597,0.0006396180856419196,0.0015363608760477316,0.0911780812518437,0.06293791566552921,0.19075111469239664,0.13425999763235522,0.09444691457578344,0.06942901378440593,-0.0010257024173700637,-0.0015259813436711914,-0.000652988313451087
1000,0.002179115962098767,-0.0001575524249327321,4.539760218394916e-05,0.007015028709204051,0.0024112778702703773,0.005670268326350522,0.12978972567330185,0.08735077865370092,0.11432729248044063,0.1979024202435259,0.12441737539805318,0.08428042928128972,-0.0006919442760964717,0.0004875490123177717,0.00018240618049688532
1100,0.001803442105564692,-0.0002195043226216317,4.129866094552297e-05,0.002928242609371703,-0.0004540733090164454,0.004176158896904173,0.19959464926518383,0.11298112034508478,0.3479720305809294,0.23767947717671442,0.15962005834045256,0.106049297500847,0.002490076496409116,-0.0018620645364234546,0.000519222905643029
1200,0.0023405995122154264,0.00028309203760424934,4.922005838608726e-05,0.008204537677936215,0.006115610084917709,0.0030333341033606607,0.278189313756402,0.11983942881610207,0.46930789495810515,0.266943389565513,0.21382150990289203,0.13902385218062502,-0.002334088865409676,0.00020758459285618452,0.000372689603051041
1300,-0.0029976995887791126,-0.00024142391149310592,4.898277999893401e-05,0.003519742116465259,0.005894639783670467,0.005900864377587986,0.043259636043225344,0.14856406733874813,0.5376786280457552,0.3075604784884678,0.24604227100605383,0.16718727044932521,-0.0019177284238586529,0.001696425859814177,0.0002710243814417568
1400,-0.0034301774973610464,0.0003964273897490181,4.227196356609419e-05,0.008920380555330528,0.004284337651162758,0.0009558367517699634,0.2848427452459142,0.17771798226290653,0.6267375270300726,0.3575741235887226,0.2673734223186501,0.1931824702978924,0.002039093998536261,0.0018340769333008472,-0.000749712580279908
1500,0.0034317973769681775,0.00028874000508814443,3.2772691928750004e-05,0.0011578733119419044,0.006903834243028307,0.0016139311017360648,0.2185383865327372,0.19952752523096204,0.19918860611781908,0.3781859429933905,0.304192472312324,0.21724281679509838,0.00215579205356542,0.0007941831048589,0.0010254005228646833
1600,0.0014845476485523743,0.00028052614797023347,4.77726057947114e-05,0.0007379693480723997,0.007211048728132631,0.0044937984758076695,0.19644943478265164,0.22177832055622793,0.35721580148506615,0.41379899166685014,0.36533698734187914,0.2472832148774851,0.0027184347342615093,0.0005023790703955861,-0.00010000267174705919
1700,0.0007825390710112003,0.00010671543931231532,5.239409350947987e-05,0.006835090386038655,0.0026655316316954595,0.006128635094182622,0.1294242059567654,0.2477036828830245,0.28956122071690826,0.4605888551754735,0.3892542335191442,0.27936624407049465,0.0012610399926071365,5.777233065144637e-05,-0.0010799630946193195
1800,-0.002553799358008627,5.889509766076531e-05,5.361695497518526e-05,0.0071453358208590665,0.006772466777819492,0.0026240634087514323,0.15405922330504282,0.2681292129270094,0.5113253374892774,0.502030281494476,0.4154581303306635,0.32753704189081007,0.0008483710702085845,0.0015946016402198066,-0.00020122899097932143
1900,0.0032487586245677114,-0.00019760651803061126,4.480715612623416e-05,0.010051980881739433,0.007458811510676467,0.002423201439982478,0.1716518449252744,0.3098193445090012,0.5322214784383253,0.5331838358625514,0.4635806932676699,0.3532898962711128,0.0017755692125382312,0.0014592481612624904,-0.00043773515187239603
2000,-0.0029426675945940766,-7.194956567993283e-05,4.294917472346142e-05,0.0008293820472350544,0.008101227784551631,0.0046797259638285855,0.27107943868530804,0.3271051578140011,0.20249447247021798,0.5471414754006902,0.4967346694689612,0.3945699878500452,0.006610302511026379,0.002661735349918702,0.0017936159122881998
2100,-0.002934467999384649,0.000491368824070164,4.1653046954622776e-05,0.006639734196741058,0.0013983462264720707,0.0017963658556712017,0.3373750314947148,0.3588757389423643,0.288580909759757,0.5700194328499335,0.4966892044053409,0.4207150713825607,0.008113082474679071,0.004141861644727648,-0.00014367818994078657
2200,-0.0010248681270054474,-0.0002560752404021646,5.155764381975557e-05,0.004213236746787606,0.003557064315233246,0.002909485759328123,0.3923152237402169,0.3783573470408209,0.5547360239930349,0.5834766774493049,0.5498685184463039,0.4289204738286471,0.00622991153514032,0.005574055531144819,0.0005588445756847851
2300,0.001121234494654782,0.0004490743829866803,6.182957752871531e-05,0.012671040756010376,0.008927083590272358,0.004755492679958628,0.5612937000213468,0.40339739274845465,0.35337912303257596,0.6064446986077274,0.5684598345273388,0.47569611450916943,0.009616335844914767,0.005792541111258684,0.0018325197085040327
