miliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
2400,0.0038141028638141485,4.3949404692544553e-05,8.684155876294802e-05,0.008687999993699803,0.009736132914603648,0.004449831202503486,0.4825972893026465,0.43605032920453923,0.8011452829446752,0.6291906050288281,0.5837059276001575,0.4806971818608522,0.013416226742771351,0.0063112371152513995,0.003219114536011802
2500,0.003554439521567332,8.828301342510252e-05,0.00010220602358177593,0.0107924798127924,0.010456187741779765,0.011258461912494555,0.4667237791721328,0.45095700822298096,0.8410274474424261,0.6464464767094388,0.6037218279729276,0.5133296518229157,0.01735454152147123,0.008935941595227937,0.0026055825518675265
2600,-0.0030628241957687883,6.310979303200134e-05,0.00012090179841685986,0.013538358289536777,0.014876687402910177,0.008571197456229397,0.8318710653274156,0.4706612824361323,0.7273610324439497,0.665009128981621,0.6188375871953439,0.5229848464630478,0.020130109098046044,0.013469459094078196,0.006007259927602865
2700,-0.0032702625432086928,0.00031051381063490203,0.00015412291193897228,0.02492966392998217,0.019385164552597693,0.011045574001812938,0.9672930279101846,0.4848781469745004,0.9388560193883488,0.6733153085346512,0.6472908007750415,0.5606701860103271,0.024625025246320507,0.014152963515596367,0.005434051973346651
2800,-0.0013583826284439971,0.00024251311601337168,0.0001941933004422684,0.025367199304105748,0.017586161940149572,0.015054313189412792,1.0331596193794181,0.5052763333652106,1.4344630237582827,0.7101213071949674,0.6469040237518225,0.5636460803218736,0.03052905616733923,0.01814008678656481,0.008893008710360164
2900,-0.002676059081377291,0.00027611179422795283,0.00021629900531022292,0.03397457304382641,0.026273295693336227,0.019490653245125653,1.2674889255293298,0.5098120875185556,1.6315698472698745,0.7038866727639262,0.6706207619079192,0.5803239354095396,0.03484610929843887,0.0239757471402657,0.009179156407253142
3000,-0.0025644704162025183,0.0010158974787440366,0.0002536427990869543,0.043968883931599465,0.030019802081885993,0.025616899025849453,1.3013947164181363,0.5163304507685027,1.9407442895009719,0.7125636224877314,0.6724840144225691,0.6061044618038157,0.04121463642020692,0.02852366837107798,0.01206079795963897
3100,0.00244389530200129,0.0006832017959613698,0.00032040222312912847,0.04356251218869292,0.038222934453490766,0.02699188021364067,1.6120601764362033,0.5164722051856749,2.3436583365457127,0.7319606740861673,0.703051635604773,0.620211340837008,0.04507471096829733,0.03278295904728104,0.016194583091824005
3200,0.0006613839722501142,0.0013006860871085434,0.00036686656236880987,0.05505448999156567,0.04467942253047747,0.034143014740300175,2.0114085502262933,0.5118535970998409,2.7178807780665695,0.7473928283029051,0.7072689115509795,0.6400133793799387,0.05044840871005358,0.03797953597227236,0.01830144026219098
3300,0.0056067887941932265,0.001922188089952873,0.0004174333979596315,0.0661261255376895,0.05082186780523957,0.04022398390686391,2.341352183047828,0.5104425799886685,3.1253034288105814,0.7574895997315919,0.7251401664739516,0.6437053904805273,0.06055746948375643,0.040506848373855174,0.020475218135147435
3400,0.001054419211015522,0.002331888258241937,0.0004572468663845062,0.07761841140909594,0.05861144208584768,0.04484360611732732,2.593960831911847,0.5019626996927973,4.042560325214456,0.7597706584956923,0.7188149750393696,0.6429939727844909,0.06313830017309248,0.04645469819164538,0.024801426796140325
3500,0.004333325796898294,0.003590301709042253,0.0005043592738863335,0.09060069070510358,0.06941206085824864,0.05105920191140174,2.8366860323941,0.49428224099424023,4.120638780446883,0.7613227350634819,0.7363500681851363,0.6730793972561643,0.06868470354605404,0.05300249126377228,0.02898011676649011
3600,0.005367972387530909,0.004921033902609907,0.0005284599127402558,0.09711963797450579,0.07922560471357704,0.05772196883238378,3.1209254973426623,0.48101859881370085,5.086372186008736,0.7612194486995305,0.7293708763479527,0.6626181194257481,0.07505830585439585,0.05764416965111915,0.03239935558104475
3700,0.010813776797835942,0.006780162900942569,0.0005458733393888274,0.11639107328322117,0.08950075441094131,0.06452030129045618,3.682252385134805,0.4754638424262922,5.9625105710872015,0.7525038757020833,0.726129617737581,0.665619682651515,0.08538175914874986,0.06430559778397323,0.035698616920567874
3800,0.022828060764402174,0.008485230391328214,0.0005639872969590263,0.13427181076582412,0.0938405847766717,0.07336013813618775,4.069694383942346,0.46091424843869677,6.850840734352168,0.7725193885139847,0.731316613098806,0.6727613371523243,0.09147435861179304,0.06718935355307501,0.03834012567561795
3900,0.030523410979567837,0.010706417537818744,0.0005712474872240944,0.1436391733072227,0.10858653289745183,0.0837329436716233,4.324114164890473,0.4545742675638684,7.537501867461383,0.7729655206723242,0.7587412093221564,0.6917918019655651,0.09683007160393302,0.0739666401174979,0.04382393024226414
4000,0.04157191477222942,0.012062523579518236,0.0005750654470166494,0.16269059720955997,0.12367950133619914,0.09089124308602904,4.937683574796686,0.45976732040674345,8.875701638457151,0.761064095663451,0.7550343022636268,0.6722761599037016,0.10182113689106703,0.07971081651525881,0.04618310946592439
4100,0.05737391982618943,0.013939900061330408,0.0006046373149171231,0.18399422777296465,0.1309707476482065,0.09994366356698074,5.395646240855396,0.44515701614399117,9.795159681716381,0.7710138162578833,0.7610473462990084,0.6733739966804608,0.1073713528350852,0.08455941267299705,0.049653996761610496
4200,0.08181784836239812,0.015004387936901509,0.0005857787369247268,0.2057209197312821,0.14769199757832743,0.10882542198412377,5.842905813414341,0.4271270996169516,11.13168337917506,0.7602624237030975,0.7358501498468863,0.6851317695202463,0.11408538228825217,0.09081660478207565,0.05246009394243906
4300,0.09656157415302481,0.016937694416617084,0.000596677680464955,0.22709823194140194,0.1612524658364364,0.12196351750557616,6.1150289875401365,0.43067223049278913,12.00296265455478,0.753416641243799,0.7359855143791826,0.6840090461279515,0.11692306736448144,0.09496547238615967,0.05544413931012562
4400,0.12659997463056996,0.01787850463771346,0.0005909785793569432,0.2432058686419467,0.17217780685944561,0.13526986765317398,6.750054659474553,0.4115341636006756,13.014600708893584,0.7627594306054843,0.7305585722947664,0.6629719347127709,0.12312047598720148,0.09869456401473173,0.05927780922789099
4500,0.1523340826587146,0.019707690629994782,0.0005971581874715102,0.27763544282805996,0.19157925170430348,0.14685070671654854,7.296926111991257,0.4060386857925836,14.147938139777501,0.7658339863580585,0.7273276495140018,0.675360305318547,0.13104203714441873,0.10294450759561405,0.06068015793383017
4600,0.18554266114669224,0.020641262716976982,0.0006154409671922088,0.2914971889831245,0.20425232888067812,0.15520760690242164,7.623525976276788,0.4056818595445057,15.552231267254262,0.7648656496457285,0.7324463798541196,0.665487770200405,0.13334397265050318,0.10884838293309028,0.06276867054902693
4700,0.22425810537154445,0.02201164140412,0.0006049441561231576,0.32229921426940006,0.2176888741936487,0.16414430516221645,8.031500930819698,0.39998393700533375,16.79491655827929,0.7382395408305674,0.7206390758712181,0.6599894091121137,0.1341244273882479,0.11306430680041063,0.0651610277892075
4800,0.2600523402505621,0.02374471121697574,0.0006216887556560501,0.33991087504370593,0.23755735435611897,0.17923756180405925,8.464774823425387,0.393449825821365,17.94814542875009,0.7339902479040198,0.7242728139368171,0.6481652524990201,0.1409880569613895,0.116106533070263,0.06806400822462488
4900,0.3034678462369902,0.024419730886265995,0.0006057338532292078,0.37401980136261626,0.24926794842517067,0.18884901014787778,8.937826120271735,0.38559831487442964,19.113649552337485,0.7471087076705969,0.7276340829718982,0.6428940454118981,0.14410231703938117,0.11718308232558076,0.0677557905331304
5000,0.3387135790783131,0.02599022548990519,0.0006137445664182674,0.39611472515595353,0.26540716302914497,0.20422565191298053,9.458546440561113,0.36303980811121733,19.782086089214488,0.7346466240069631,0.7099068916931286,0.614353479501418,0.14661389852202325,0.11893790712994186,0.07001789045816009
