milliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,0.0035913150170716448,0.001339696602176233,0.0010063277379598339,-0.000790256820840209,0.0029197046180769264,0.0023245094286877353,0.09849242358324904,0.006806665597096834,-0.17555621965088414,-0.011741152602606003,0.0015880413746936057,-0.004755821847411604,-0.0012304323762563102,-0.0015085151894280056,0.00014841626425380299
100,0.0029478647923035276,-0.0003097395446068373,1.546249586307585e-05,0.007153226672277999,-0.0018639984412424418,-0.0016737997264214043,0.08003249121847464,-0.007726431189303727,0.2567803762248808,0.012067023965032073,0.013024579774610367,-0.0022128898995499146,-0.00019183788104407078,0.0001636070845356291,-0.00027284295793787564
200,-0.0008723189181259859,0.00017574796230076863,1.2923805623575824e-05,-0.0011599192890867343,0.003127598384562774,-0.0015039358075493005,0.13603021690836076,0.0008713062705651426,0.02733532336228555,-0.010276767880028695,-0.008213261714698512,-0.011396154428051157,-0.002484638417157079,0.0009425033085021358,-0.000218329852628276
300,0.0005715691411809474,3.68341683112069e-05,1.0484744037868155e-05,0.0005100368561162952,0.0018959895573424758,0.00422465112418007,-0.017405610724650224,-0.0006775621213514311,-0.07900987073330369,0.02106052257859909,-0.00849135075072392,-0.004646158981073812,-0.0008812429994580364,-0.000608730915107954,-0.00033959626819941895
400,0.002000022643619696,0.00010137817683064021,3.335577432995949e-05,0.007253919914420732,0.0011273832445537503,-0.00030184493783760695,-0.03436841521765323,0.011499568793521887,0.26937140106545876,0.003995362626533756,0.020814949840591894,0.011620676783053088,-0.0018063135027250833,0.00015778097683349525,5.8602446529473965e-05
500,0.004053830321567656,6.97487797075387e-06,3.688918790540497e-05,0.0019096466118184894,0.0017660089924344763,0.004091100957774318,0.10085616337973931,0.02224711266371364,0.01575787987118088,0.018088427680270205,0.007006352698996193,0.02132128875801289,-0.0006044303619353924,0.0007914103926665354,0.0009623016722775805
600,0.0032603822838064324,0.00019253186278567037,3.49565568730949e-05,0.0033561225419630183,0.004832091856189013,0.0009407260626658788,0.1456542718644922,0.024372750698717496,0.36996303650785933,0.049447646790035764,0.04384115313423628,0.028275653792079285,-0.002286048431850631,0.00012905166493141896,-0.00028624684366113887
700,0.001920788735237696,1.964541503792609e-05,3.343153596106416e-05,0.00821080895213865,0.005832835413049277,0.0026132905137541598,-0.03790377687382976,0.03681704471598885,0.22040222833457476,0.06755772404421606,0.05384265155979925,0.03809376424364449,0.0016714639975467186,0.0015867654705343135,0.00018258695190378457
800,-0.0008585815688504559,-0.00013047467676696533,3.5948428989206715e-05,-0.0007721578092502739,0.0025436914552458005,0.0030370072066953795,0.2562991476143692,0.05109075353238716,0.4081758176845657,0.12097854451387043,0.08884767014744926,0.05489000093450797,0.0015571245751378356,0.0005491641890004942,-0.001109270886138193
900,-0.0028214871885357193,0.0002126643562173286,4.418273790819552e-05,-0.0002302459003366169,0.00510270427285035,0.0036586532003809497,0.1332599084938453,0.06466493841866769,0.09056630073176641,0.1465697464499473,0.10869349242340588,0.06273889690292803,-0.0013588450844622645,-0.0013026175714051112,0.00034723202173578483
1000,0.002979519006781384,4.99713491865394e-05,5.091159637015949e-05,0.0012237305886032284,0.0052116537830863875,0.0030416926506719347,0.11296493344982206,0.08887717290330967,0.40321902769005447,0.1772242679136562,0.1372313837762622,0.07281765079277384,0.0007195405376786766,-0.0012854864821409942,0.00024111840417569838
1100,0.002437018454483949,-0.0001352399334575265,4.927272225882297e-05,0.005827159166501793,0.00549586571263533,0.0040230916662429795,0.0026112929340015856,0.11052229774512137,0.029839766696979853,0.23397765234677367,0.16177036478259982,0.102490353284936,0.0012583184591636674,-0.0007316558755489888,0.0007070849294024468
1200,0.001758091020034251,0.00029661230429241795,5.229274211879581e-05,0.005826896600366948,0.0035340665002918975,0.001091623681640843,0.12312447570529697,0.12162449671511447,0.4196193711703249,0.28032936900503225,0.203121857390304,0.1391930611990228,0.0017370840423338305,-0.00021413978109351432,0.0008345128111321065
1300,-0.0038628902078279787,0.0002270211789712586,4.1944339402593876e-05,0.0012132093020006457,0.005697133893404566,0.002459450087718832,0.17102546808373845,0.14186266437867304,0.2802990760002608,0.2946177562067934,0.24337210526904948,0.16820828855988076,-0.0006241594925352616,-0.0003824921539669366,-0.00031956920663939046
1400,0.002827168314712953,-4.07697556031632e-06,4.394301843386555e-05,0.0003190673212385294,0.00014945803230488695,0.002597305544044117,0.1458726561646663,0.17276768934692352,0.5709948011336164,0.35599894121366876,0.2812994494713399,0.20922309153971275,-0.0007491164981106096,-1.5715825358551165e-05,0.0003869553937175571
1500,0.002224262696859789,-1.858098371613157e-05,2.9375683422908403e-05,0.005409012669265366,0.0008239794162546669,0.005246327730377973,0.12554172073227826,0.19988343826397198,0.39907303330072125,0.3991983381254707,0.32459137930329496,0.23784749651551196,-0.0018724281252746164,0.0007079289319075783,-0.0009375888851359435
1600,5.745785577123926e-05,0.00013618337729645824,2.7562616725523574e-05,-0.0019823195294178305,0.0011712393503777786,0.005723881760441122,0.23024342269862746,0.23101953574118833,0.19126271445534082,0.41258829423503735,0.3473324523173631,0.2641853717953611,0.0027301806355693684,-0.0014854619882436902,0.0010109784427832435
1700,-0.0035277651101060887,-1.776519291922388e-06,4.054971291283033e-05,0.0017787764846362443,0.005875876316953719,0.0015859770810798361,0.21982788469615658,0.24166147149935624,0.5500785272031109,0.4692886968365832,0.38557126493555344,0.3041641054423298,0.0018035396346252608,-0.0014384819265280816,0.0004369973314239376
1800,-0.003899786669617171,0.000462222312776894,3.306618749028013e-05,0.002442991401463279,0.0031245293449272005,0.00571879607756959,0.3428082869321936,0.28217265413003384,0.12430698916004257,0.4802087459649963,0.4184012092756888,0.3124417857904482,-0.0002750219818647521,0.0029097722935556127,0.0009957612093581402
1900,0.0006123449610802537,0.00045546676081049546,5.6142644769040844e-05,0.0020516666111703107,0.0023653265488407316,0.0013491920682257813,0.3349773474348954,0.3081988708742515,0.31370067387404277,0.5169405660130396,0.44718910929051436,0.34534461195512817,0.003928850340286026,0.0004146675529183197,0.00017257568144736252
2000,0.00067973794441032,0.0001318280343323622,5.56519803438055e-05,0.006328380969105628,0.007949074774731823,0.002379937682013598,0.39791280309233235,0.32921545248271433,0.7167189162243852,0.5600326532182226,0.482086220059671,0.39448227307965716,0.0029599189495558057,0.001691928397403518,-0.0005417984689190932
2100,0.0034370159991378726,0.0002007521529034485,4.338366201535854e-05,0.009830154799448314,0.002799439759877345,0.004843906681812182,0.438129860156778,0.3497413749460487,0.3521550697879318,0.566729885606259,0.511357428812103,0.40407798659371846,0.003952117431280558,0.0022235525478816335,0.000867960720671508
