miliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,0.0003777020890378752,0.0009268353031424433,0.000990927262419213,0.004248450570535819,0.0046178739100385564,0.0022563310200099714,-0.10987441432872358,-0.0016020026810229853,0.25518618087420814,0.00908660556719542,-0.005841398895308814,0.009803141253456736,0.0011073718255893905,-0.0010189881452009435,-0.001195965025909843
100,-0.0032434712010154356,0.00011273177602217984,9.789901442389942e-06,0.005769018992411121,0.003021508206938154,-0.0009606040037732336,0.14758286762213765,0.008906934422298679,-0.11565082288086179,0.012128646498846192,-0.009991338062986467,0.0008972063877908316,0.0010467526601567352,0.001458068286111412,-0.000445662250106397
200,-0.0014211704689666013,4.912626312078655e-05,8.445353937284948e-06,0.0031347896254847944,-0.0012185742062627485,-0.0010119062989359098,0.16143514559924876,0.004212298608237561,-0.2044513653833136,-0.00043117162459706607,-0.00401635855706325,0.012971502641931162,-0.0016813626819351527,0.0011924507029499264,0.001168225036770325
300,-0.0032844831881235713,2.5867749515896154e-05,1.7998277192241406e-05,0.008187554945531535,-0.0003866190168599934,-0.0009390574739509029,0.0036485717227966313,0.011300874725392072,0.31900708015305274,0.005100499622123467,0.007291992229837275,0.002688205476714028,0.0012320229700253397,0.001751487484362454,-0.0008123535731886322
400,0.0010807376926258044,1.4302609054148274e-05,3.8050001813846345e-05,0.004461788810392553,0.0032074978392813,-1.0151886912449209e-05,0.1395205487282089,0.015323825715229618,0.2083378032733327,0.028305295721695788,0.004393588839019109,0.008401502819272188,-0.0021570036654216447,0.000946899133042138,-1.9667778772551522e-05
500,-0.002836886637710223,-0.000297237574896088,4.051691620204359e-05,-0.002317846055873932,0.0007437155261016373,0.003185203814363766,-0.037634363989336006,0.00816811582858134,0.2890079881965688,0.02279076871043763,0.00951011473227693,0.009861667005248704,-0.0005667258049034679,-0.00039709105476410506,0.0005519968176892978
600,-8.470667089466115e-05,0.0002890252787594421,3.44309551494607e-05,0.0023340308871260674,0.003409204591916141,0.0010775707869484456,0.07703428641025774,0.022200469218435527,0.24069348877062988,0.0438089516287082,0.03168161386360119,0.008131374883908183,0.001587960016742832,-0.0015240196406027288,0.0002533475886939791
700,0.00018164127165195258,3.0478527243740084e-05,4.645803068846279e-05,0.00861642867054329,0.0019311445707666085,0.0037795140094423387,0.0366549876685153,0.04501377806334537,0.10299502330045007,0.08843160630185509,0.06203470958901664,0.01799362342757383,-0.002421267815319939,0.001786624233586402,-0.0004396984606644881
800,-0.0007405973443453065,-0.00030429240697704924,4.687931200278153e-05,0.000850272898074292,0.005350283245643605,0.0031141697299565062,0.24335265736129313,0.05320800840768768,0.14486432273157268,0.10748799206752628,0.07355106468947727,0.0391919810505427,-0.001188251354587287,-0.0020570324491566774,-0.0009130477783258861
900,-0.0011526101262487444,-0.00012433917637469315,4.092349528342961e-05,0.007850397121326451,0.0023542470559622473,0.002783318914126226,0.020273541105162676,0.06870678670510272,0.3597693555414345,0.14395187888316838,0.09777903664978466,0.0659031666198048,0.0010573504560359183,4.7317839036429575e-05,0.00030241791705129913
