miliseconds,species_0000001,species_0000002,species_0000003,species_0000004,species_0000005,species_0000006,species_0000007,species_0000008,species_0000009,parameter_0000001,parameter_0000002,parameter_0000003,parameter_0000020,parameter_0000021,parameter_0000022
0,0.0013117465642992201,0.0008956608745810518,0.0009906449934716846,0.005457938864748853,0.004471755369395943,0.003928853329956933,0.031088383768173924,0.007759231824838806,-0.035312969434675635,0.00485145439264721,-0.012672743861113481,-0.010777201725556596,-0.002560935843885212,0.0006496870336902697,-0.0010069484690876417
100,0.003992905403248648,3.414105785416651e-05,1.0077915158539375e-05,-0.002264185324813511,-0.0019072673505910282,-0.0017689962643052347,0.04516461432992169,-0.0074303891806542744,-0.10493840739877458,0.008188453061881248,-0.011372021996985037,0.008172723192391899,-0.00026385549480190357,0.0020664576054140586,-0.0009272788412236284
200,0.002682241324744494,-0.00014257266181290717,2.193911288079926e-05,0.0051147105286068785,-2.866718391659269e-05,-0.0003783413039074085,-0.09355403386931521,-0.0019992789208719045,0.32787080596891316,-0.0034293941361923964,0.002589211987913794,0.00824463210790003,-0.0018868097143586342,-0.00018917785734517284,-0.0004358828095475116
300,-0.00257963089076865,-0.00035270674701053535,1.910924750936373e-05,0.0030737055590818745,0.0022525075794738087,0.0026080705451284724,0.09197784288343314,0.008196513245654024,0.03451667186110287,0.021918754040395012,-0.0023318628901899457,0.008834974640111546,-0.0025459448234580757,-0.001283449114535926,-0.00046441567539157587
400,-0.0009556277299550214,0.0003159574864927145,1.3994736323347697e-05,0.00803977159308705,0.0035277420599296753,0.0017424942157811517,0.17359849601670574,0.009027924458139092,0.0032630311823158564,0.030188738061765266,-0.0034645826693042742,0.007456202154986772,0.0016645806418049405,0.0003940257415440203,-0.00041891492488884004
500,-0.0030596354553980953,0.00011361833060184013,2.8678754413696233e-05,-0.0019438499417319343,0.004781353849466952,0.0032863010287347842,0.03991021323786506,0.011770300628677191,0.22332671527121395,0.026758398166202502,0.019152663136983973,0.0070535164643781,-0.0013939454567046755,-0.0019118841438649351,0.0005348647182684909
600,-0.0015308476427473362,0.00020957676574744492,3.137376530933782e-05,0.0019325820787489231,0.0001486964256948546,0.0044625526454356015,0.03141988734636873,0.02288001596912814,0.23541243552001118,0.06012917138061235,0.03465694170405108,0.02843202677155752,-0.00224923922250943,-0.00025468634230499393,0.0008109820210669745
700,-0.002031155525943866,0.0002570750438068168,4.736350991206733e-05,0.002712595141995713,0.00675221945149314,0.00010723250328229655,0.0367990912886776,0.03722464786480395,0.1627027385796722,0.08141682136808374,0.05438557707033849,0.038737766936947915,0.0005452137827354899,0.0006997611400057289,0.0009076273743689293
800,0.0026711066245204136,0.0001952869866812193,4.439371281599764e-05,0.00011122947669561485,3.0116774716116082e-05,0.005720358287109522,0.056309298457200216,0.05135066316802253,0.013313677656412087,0.11991869417437957,0.06761624465399314,0.044518612983238115,0.00047106344327696144,0.00156031571998414,-0.0006493341904707903
900,-0.0038103018552518965,-0.0001641205314511106,3.1531871281303934e-05,0.008490917897677256,0.005152298451515665,0.0007578760711659267,0.22175145386569028,0.07633027211778233,0.5393743583451145,0.13837388687027646,0.09996367881555446,0.07188821231866653,0.0007700787750506561,-0.00030452379540080827,0.0008478732860270259
1000,-0.0022999245458522615,-0.00031430225132210904,4.331844710323336e-05,0.005387580704692632,0.006794847699065569,0.0019985521379733842,0.13761919519477342,0.09136274011811442,0.11645703797382498,0.17101295108349351,0.13265984723371738,0.07528274529400975,0.0012929981947773525,0.0016279374093652187,-0.0005236890394992708
1100,0.0013529835287889639,2.58588145488992e-05,4.583709735111553e-05,0.0027603309074795282,0.00522354655566901,0.003142604623368772,0.1902820680478611,0.11535850269014988,0.16803470091493752,0.23669546056696256,0.16188401851591636,0.11603377802042217,0.0017170420849245756,0.00010050113781577721,0.0010841318801688804
1200,0.004113115549017183,9.835773035775784e-05,4.008279650506148e-05,0.0015063713240028621,0.0070330708730772535,0.003880522634852301,0.2794898773082011,0.1198238173965802,0.5896981965648099,0.2700498966189867,0.21647873763615189,0.124943415989252,-0.0022164714538681837,0.00030707772018940405,-0.0006897392650218237
1300,-0.0040305012097355195,0.00016629849593435754,3.304390706163731e-05,0.0037624899454811707,0.0040405687888435534,0.0008215883749846309,0.016661390969401946,0.15090159084882093,0.10179940860049944,0.30830837482837237,0.23892629015729538,0.17225361102122333,-0.0008061510704069518,-0.00047543548734024023,0.0010216100131229262
1400,0.0032668151277706896,-0.00031140844170799814,3.232524319288885e-05,0.00028814161896470675,0.0054842857314151006,0.004228802218350466,0.2624126528244337,0.180924943016309,0.6174543667930166,0.3469460402604002,0.28582374997849597,0.18514503241191896,-0.0015668390826559233,0.0016820126876650858,0.0009271082016551168
