miliseconds,JAK2,EpoR,SHP1,SOS,Raf,MEK2,MEK1,ERK1,ERK2,pJAK2,pEpoR,mSHP1,actSHP1,mSOS,pRaf,ppMEK2,ppMEK1,ppERK1,ppERK2,pSOS,pMEK2,pMEK1,pERK1,pERK2,Delay01_mSHP1,Delay02_mSHP1,Delay03_mSHP1,Delay04_mSHP1,Delay05_mSHP1,Delay06_mSHP1,Delay07_mSHP1,Delay08_mSHP1,Epo
0,1.9855517717389488,1.0048108195655345,10.92247321044233,2.505028373768841,3.7719576700812176,11.000530461022967,23.999333336975834,7.027389909883802,21.05240239927215,-0.02461470293037838,-0.008017710543740031,0.0257119561207253,-1.002394950399588e-06,-0.00013920521448589768,2.7743654148429816e-05,-0.001277713669592572,0.002492034980417744,-0.0024690046475754793,0.004361081514206236,0.010251280962147207,0.0025195720187078333,0.0004989678316967496,0.012441600819406012,0.0524616135329604,-0.021299678307242574,-0.00026527103190052256,0.010151327580057429,0.001655395713118213,0.00017785305885524723,0.00012503794404805253,-2.172175023902399e-05,8.018423132989918e-06,50.0
100,1.9080950123079912,0.9948119145979223,10.744136548754458,2.520783890888837,3.7718866343616537,10.996155556092505,24.002482737816454,7.010771755511677,20.921629383755533,0.09497365286334848,0.03051133516342558,0.05314268986225007,3.6881578339740916e-07,0.00018201632681773245,-4.5162810392324324e-05,-0.000773079087712306,-0.0017774529545773715,-0.004739888636898862,0.009185777820555626,-0.008107892707174515,-0.0016961594760361695,-0.0003888047338346896,-0.007110450645338767,0.07292931606700515,-0.05081081968769495,-0.0009739031220042752,-0.003307552599176782,0.003018126872884513,0.0005408013478300492,-3.5935219721921757e-06,-5.7151625203859585e-05,9.121587889780109e-06,50.0
200,1.7962874848237087,0.9278606370129785,10.648685747736755,2.499563979107278,3.7719320809119807,10.996164006299436,23.996978417639777,6.985519134244309,20.947340193960102,0.22509372919184206,0.07929708944034937,0.08109418329913458,-2.0867226414798286e-06,0.0006231291592578258,8.040545240586338e-05,-0.00345757755501384,-0.0004257959137256484,0.007496453364944505,-0.01016334879465789,0.010479823567852676,-0.0010402446355313288,-0.00033587161804510696,-0.018496252037185183,0.07113579321631733,0.012058275200984271,-0.025747398987563976,-0.009655741345521484,-0.0014122555888602482,0.00017773536963192527,-0.00013004559058836965,-1.9654967034617607e-05,-8.407965477635305e-06,50.0
300,1.6855589847652828,0.8387549984273971,10.711823880543125,2.5171087505361474,3.7717918321609036,10.999821818746836,23.998378304504378,7.029959037213025,21.089623218511928,0.31623347463040635,0.14477559489750674,0.07511849894671406,-1.8172359580339249e-06,0.0016357667428065507,0.00012185853163536878,0.0011826956331060325,-0.0024170174761382413,-0.008448006227717388,0.005890612555288828,-0.006478152748293415,0.0014768386621188778,9.058132037982383e-05,-0.01955655065617695,0.0027607967466932205,-0.009072601068097067,-0.018829401678504117,-0.00507531704588033,0.0010933961299430623,0.00015704430520817374,-0.00019902356969057772,-4.502415230696431e-05,2.651556971235009e-06,50.0
400,1.5786356973060494,0.7401331937593634,10.714483920852988,2.5148661992728596,3.7716401718990955,10.999997027232087,23.997438201802677,6.979057725370547,21.0654751966015,0.41658435435644325,0.2562265013841649,0.09991663242562512,-1.3258596633828133e-06,0.0031545771178024947,0.00021647274905729874,0.0011784987910361889,0.0015695792120321288,0.0028033160472701697,-0.028639245599328875,0.004685584134536481,-0.0013617844155058923,0.0007350866196320858,-0.008285663636173496,-0.0693108754819809,-0.0441166763681859,-0.02661234655451986,0.011516468084584371,0.002402608054296552,0.00020500968080694159,0.00019675852019985138,4.310925180985186e-05,-1.573000044451106e-06,50.0
500,1.4731600674453749,0.6422825690232372,10.448554639257619,2.5002184513807033,3.771541350513974,10.996555996030008,23.999961930090596,7.015789945812355,20.925202140836905,0.5262633922627714,0.34542987549698945,0.23949995204479024,-2.0875347726388046e-06,0.004923421051447449,0.0004222094036509801,-0.003138391151198627,-0.0006105563486182992,0.008637207329806655,-0.00010776370522888712,-0.010937965748275678,0.0034246722469735954,0.0009395571816557576,0.010802156765048393,-0.01829349507953514,-0.01070795073733608,-0.0015000605760058985,-0.009301966263687358,0.0006303164473164432,6.920437630073808e-05,0.00018761452503402573,-4.052049734521593e-06,-8.94996198400349e-06,50.0
600,1.4075898466638852,0.536296680243153,10.285857182000916,2.5021822304419987,3.7712158410740066,11.000548127637407,24.001225835266773,6.981877968980338,20.983507514873793,0.6049044964337202,0.4743569739769013,0.3773061795361002,-6.817402856625317e-07,0.006437580553916537,0.0006940207918670197,0.00010839953412758576,0.0025744395087412965,0.0017662985757687163,0.004778397183862985,0.010194632765813874,0.0027322454947229114,0.0013480780648883763,0.005935442984170606,-0.0468091447863411,0.05904469647729779,0.006498264610426574,0.0038066726326285113,0.0019181502734126046,-0.0009378606544018047,-0.00023004881002223386,-4.455936770030384e-05,-4.666799277666491e-06,50.0
700,1.2928858077692413,0.42628034619808064,9.995012516938976,2.4989818694314354,3.770790360798943,10.996702952224728,23.996512916666703,7.009531000255339,20.89982826630614,0.7043857791353914,0.5645922896676934,0.6491659582768315,-1.2751137087965371e-06,0.00826193030334665,0.001022306785688232,-0.00283164266508205,0.001254972598735091,0.007064315143934342,0.02888574768108741,-0.007644921475825039,0.0037240830761676195,0.0028819949559260685,-0.0024986864626751768,0.052604987370069294,0.09331158050052499,-0.007797355688010728,0.0009327717945230542,-0.0015595648654875111,0.000124847154126644,4.666140245935205e-05,-2.354329403993672e-05,-9.174664656524917e-06,50.0
800,1.2210341964053109,0.3459606829536177,9.730357226310268,2.5091288852265956,3.770368901124358,10.993201652867043,23.99501667003555,7.0095989478635286,21.05554655796936,0.7736095018428963,0.6540740006353901,0.883689853667776,-1.2531850375556457e-06,0.009796139005859501,0.0014916856302045743,0.0031823460873551,0.0019725944429905737,0.00040382890540185105,-0.01818217461344615,-0.0015603215198945974,0.011607947391438965,0.0050449084854035766,-0.016217832028098088,0.0508363677142451,0.09963877103565592,-0.008310931185267205,-0.00973716682712937,0.0015195932628083212,0.0002429097078664403,-0.0002399957780550662,4.593413067769438e-05,-1.0206337914667678e-05,50.0
900,1.1545185713006778,0.27773133261574406,9.658302515973421,2.4978704886171545,3.769839323327618,10.985427992238685,23.994790067969706,7.003925589317802,21.016653784993284,0.8528425675581524,0.7192809202188727,1.0947336392611235,-1.3332297821380128e-06,0.011101315806967249,0.001998499715611196,-0.0004608358610331244,0.0013933350255931499,-1.8336967385929977e-05,0.021352224190092608,0.004068227789166127,0.018121666874817074,0.006458205949638926,-0.00010302677417217991,-0.010185389686240975,0.07008726395325714,-0.01539834764999939,0.011455102942351929,0.002045459436914782,-0.00016982940480954293,0.0001369634621613278,6.640584996631758e-06,-3.356094685185338e-06,50.0
