miliseconds,JAK2,EpoR,SHP1,SOS,Raf,MEK2,MEK1,ERK1,ERK2,pJAK2,pEpoR,mSHP1,actSHP1,mSOS,pRaf,ppMEK2,ppMEK1,ppERK1,ppERK2,pSOS,pMEK2,pMEK1,pERK1,pERK2,Delay01_mSHP1,Delay02_mSHP1,Delay03_mSHP1,Delay04_mSHP1,Delay05_mSHP1,Delay06_mSHP1,Delay07_mSHP1,Delay08_mSHP1,Epo
0,2.0244732596378916,0.9868136837372014,10.801353727600906,2.5190407892154028,3.7719460904018196,11.000924817370658,23.997819748905258,7.017043755716913,20.93657970862044,-0.005530964333662637,0.011848055410340933,-0.06438782184096614,7.033958220998038e-07,-0.00013984558657217287,1.2824588384871772e-05,-0.003199082868051296,-0.00017485495976449306,0.001159418663825733,0.014169902236129413,-0.007356957759007869,-0.0006545916919529426,-0.0001085436146756176,0.01873351223054399,0.017487001643492463,0.036464513382351085,0.0019739386303613948,-0.0026707791159229165,0.0013301845125015675,-0.0005808594195112225,4.898727846054233e-05,1.0075162308117016e-05,-7.488748307046683e-06,50.0
100,1.9009238192189024,0.987938142301543,10.73700674719509,2.513442072522869,3.771904592107698,11.004372630020372,23.99931946394487,6.9951967107238575,21.06342503380234,0.13586782032390876,0.03296502371222918,-0.0018978562979042731,-1.4602873050638808e-07,0.00025314389442509383,5.552293681958793e-05,-0.00032849067286722377,0.0003778434979673681,-0.005022277665999082,-0.002992000837380604,0.006771077891141753,-0.002803663975298605,0.0005880851883284086,0.023488863190850865,0.040793671795229074,0.01704831544313461,-0.010811040492619812,-0.002282795732203083,0.0023327930914047185,-0.00041547734600106496,7.487446624382138e-05,2.520367123341141e-05,-5.401857483111117e-06,50.0
200,1.794714179403715,0.9169329135484233,10.642561155846767,2.49950390966861,3.7718887226929354,10.996916717190174,23.997469962272476,7.017641692731114,20.97238706612184,0.21536073091238733,0.06500640581436964,0.07045301591745717,-2.049391819564567e-06,0.0005461054946356889,-2.7670066937661076e-05,-0.0034377391728156624,0.0006135464102392629,-0.0028328358545774437,0.018992579625895012,0.010040227095256047,-0.0026408259117801014,-0.00025560497139513733,-0.008181121791577883,-0.04805246155316027,-0.014032159298214613,-0.018742348717562866,0.001042407226736194,-0.002028009405244692,0.0009919068595208834,0.0001176242299469584,4.3043355927083685e-05,8.760261242357244e-06,50.0
300,1.6622459528498184,0.8626440431161211,10.797999338359626,2.5052372289792126,3.7717630328018856,11.002909014844676,24.00201802778377,6.995277017561061,20.897618538679485,0.31580343972384634,0.13926205992469037,0.07897944764516217,-1.0007408566000932e-06,0.0018276119365342313,0.00013654309752579642,0.0016563472004049945,-0.0022720948855319088,0.005572862919939295,-0.029481441013767172,0.007634762976993111,7.732040677472942e-05,-0.0002293061209799206,0.012453227940080148,-0.04146438266139898,0.002166478118138892,0.01926364428287217,-0.009163878921342888,0.0008748176284048535,0.00021539052097818036,0.00019793459444722043,-5.391974341493498e-06,7.319453554710486e-07,50.0
400,1.553272333594586,0.7398446141148122,10.606534210305552,2.4972083480546745,3.771746280694552,11.00050909047957,24.000584275229965,7.005377398435194,21.096402263213253,0.41513897988538395,0.25232536936105815,0.12757542396744614,-1.195007881005511e-06,0.0030786995644939094,0.00016390132921531984,-0.002095608180853161,0.00094167747005598,-0.0014448076202638173,0.0016701060720917017,0.00025007373453524807,0.001971005079567997,-0.00019761102144399365,0.002965961612701024,0.04099733027729987,-0.039539268954052596,-0.015336686503538467,0.005465054718436054,-0.0005620352652552535,0.0005568956514210499,2.7022012360443923e-05,3.0957746259979236e-05,-1.148528933221445e-08,50.0
500,1.4931963104540507,0.6477091538289521,10.403835719829948,2.514950709897269,3.7714415522182874,11.003962213517044,24.00062381025973,6.981688809493519,20.905841525154056,0.5152581471979243,0.36381098889778907,0.2495495386441437,2.084414367062515e-06,0.004729362643176325,0.00045685849533556454,-0.0025769772288642733,-0.0002205444728519126,0.008262863184083102,-0.0006201586359591693,-0.007514960607883799,0.00031215012038937227,0.0002898876829482331,0.0004047737351684512,0.008989966702796122,0.06487745087179565,-0.0054663963243633,-0.011042419748663981,0.0017746177077745096,7.519418143186339e-05,-0.0001412287726785118,1.4485162782307922e-05,1.1431581050413936e-05,50.0
600,1.3865154893260188,0.5435005041498457,10.429153545169884,2.513503118393987,3.7712590909652746,10.9980891132969,24.000741775502377,6.988331456145474,20.93936657253541,0.590253123725631,0.46461161740424284,0.468107576108251,2.057220576925859e-06,0.006575234337019206,0.000724340015689346,-0.002966783620895721,-0.001235563569058776,0.004939103361334796,0.0019667526978486864,0.006368328441855382,0.003053308558134359,0.002094553611133596,-0.009471612018223885,0.01894529379116844,0.05044877037223969,0.00863305914142634,0.0016152370499425985,-0.0008024396521546529,-0.000952839686268744,6.570955312487989e-05,5.327064238140066e-05,-9.759859340149913e-06,50.0
700,1.2979199969509148,0.43279207424396077,10.254218776928253,2.497686360534532,3.770883876219634,10.993930431931545,24.000043723095278,6.96786188120867,21.086349054435175,0.7108342150830224,0.5743777159206016,0.5740587292857985,-2.2307299328718055e-06,0.008313043683091128,0.00103229447791488,0.0033433948825421734,-0.000793088478923042,0.011107522734744583,0.025748471000286058,-0.005420397501480443,0.006499702900479415,0.0035140228483734673,-0.010928118246200305,0.0011154783042611014,0.02524447672567797,0.0008590446490055262,-0.0014417372078815345,0.00127216635669496,-0.001010485310382646,-0.00019075558515813869,-1.8327448960230527e-05,1.2265556047556552e-06,50.0
800,1.241105332367927,0.3541551582148525,9.766302836483284,2.501465324370024,3.7703616903999646,10.99180115447949,23.99221202705382,7.018971554492124,20.965403334680524,0.7492275717152495,0.646774189749779,0.8571276365750081,7.874471611771141e-07,0.009859295224097162,0.0015297254481127702,0.0038113503833116912,-0.0011380779601972903,-0.0011432228563482665,0.010834292205997659,-0.007949364684180261,0.007739858099154066,0.005174334242523552,0.020387620745948947,0.046705453692001866,0.11023017051372591,0.021439983547803992,0.009901397601142992,-0.0020966525700886387,-0.0009272046976587623,1.2883899267682709e-05,5.893774555151658e-05,-5.274464221912874e-06,50.0
900,1.1674206231364606,0.25857489974098075,9.49008607892825,2.5087383368264957,3.7699060632869648,10.982647049519777,23.991285014236613,7.024120452534293,21.051232776234134,0.833977073246311,0.7223298754523979,1.1259538521823231,-1.402245572831281e-06,0.011316803350143628,0.0020107984377053666,0.0037681985642890174,5.894327096534358e-05,-0.006294430551721168,0.007948575687161523,-0.010862971238560804,0.013312263581679399,0.00712931104197687,-0.0016934787384418914,0.07480945561599124,0.08592257540705078,0.00791617290192995,-0.005273146520986545,0.0010208747257333243,0.00013886900029639625,-3.1355255203163644e-06,-6.15181902552142e-06,-6.575228645089699e-06,50.0
1000,1.0764011723378226,0.19387123474438153,9.313866696086679,2.4931894555818293,3.769332845718954,10.970155504786876,23.986112112220876,6.987807433141609,20.964668203857105,0.9194420149461685,0.8066699919513816,1.2559318640801973,-1.9800488398102394e-06,0.01217599809572747,0.0025379561122576915,-0.0015252178893498721,0.0006479305040217056,-0.004989467509323052,-0.013994564689505237,0.008487351504935023,0.022676983939629046,0.008817579926325644,-0.009925002951130187,-0.013052177488618696,0.19736906711687158,0.02652918189079409,-0.008026584711889544,-0.0027925679111140116,-0.00023484470918785875,-0.00012847798746711946,-1.0038209429481476e-05,7.355565074036192e-06,50.0
1100,1.0455628219653703,0.15091110646365422,9.111008948234554,2.5056037547638232,3.76872123494872,10.967418347113064,23.985627015046465,7.012364604674348,21.041815813585085,0.9860747683431903,0.8619460252284683,1.5428841686761037,-4.258055422918064e-07,0.012358791742678158,0.003146172281026296,0.0038304968376357746,0.004917638339300128,-0.00812694017464425,0.004803206941526425,0.004085784263610479,0.03207744063972639,0.012151049918456412,-0.007273111779452314,0.06016742283714052,0.253358682868217,0.03466872886392466,0.009462540648945694,-0.0014561002581110457,0.0002550720401248287,-0.00016043151855498793,4.066914771858608e-05,-6.391293750036764e-06,50.0
1200,0.9768233933463757,0.09748631621605819,8.593318296734454,2.4971364820968556,3.7682788131773037,10.949887761646385,23.977635428781852,6.986370199684708,20.824799797987716,1.035871667713828,0.9040292376841533,1.7516654774613853,8.596262676849897e-07,0.010912250985742831,0.00361073651983747,0.005443995715261662,0.008538301454036471,0.005745869718018871,0.01696262772056716,-0.001200034389634931,0.0397622554534276,0.014500838082568406,0.03910956534841072,0.01434646133093824,0.3129491843425101,0.02787957528350583,0.0025341118726115225,0.0023545098922046963,-0.0006980233878712616,-0.00013317792819602758,3.126119447620495e-05,-7.258094056438567e-06,50.0
