miliseconds,JAK2,EpoR,SHP1,SOS,Raf,MEK2,MEK1,ERK1,ERK2,pJAK2,pEpoR,mSHP1,actSHP1,mSOS,pRaf,ppMEK2,ppMEK1,ppERK1,ppERK2,pSOS,pMEK2,pMEK1,pERK1,pERK2,Delay01_mSHP1,Delay02_mSHP1,Delay03_mSHP1,Delay04_mSHP1,Delay05_mSHP1,Delay06_mSHP1,Delay07_mSHP1,Delay08_mSHP1,Epo
0,1.9927768526435963,1.0004354996330194,10.805361527461761,2.5103749040455776,3.7718501520797454,10.996381896133247,24.000007172284015,6.985454753697379,21.046132553209638,-0.003664268960177011,-0.013360245240562434,0.00250776440951029,2.465278612584987e-07,-0.00012741503154912814,-9.309742370559626e-07,0.002159202531940728,-0.0007215464059627622,-0.0008447504589137624,0.0005994155776466764,-0.0005717749722162496,-0.0006255781549238729,-0.00033182210614017283,-0.005747273717373473,0.030272910902206712,0.03304287558477045,0.02666975837439219,-0.0001885612257880755,-0.0029769420372224467,0.0006179397901081655,-0.00012829963788523426,4.898075639654442e-05,-1.0637637857093604e-05,50.0
100,1.8935493166230972,0.9766294106567774,10.811244996236198,2.5192400842086125,3.771847502720727,11.002380945914473,24.001081420282826,6.96928190106597,20.990129958374766,0.12038080414707784,0.009706892538271415,-0.025818435763878052,-1.8792358274929962e-06,0.00012504147706088287,1.2591473565542326e-05,0.0017016473499653607,0.0008879839192756141,0.007827316046362512,0.013035425994779306,-0.00026838678831672517,0.0024047848922976655,-0.00011729123345148342,0.006044154398291536,-0.07330230220932535,-0.027779887352305268,0.015328139162079828,-0.010145803755760996,0.003731122200882963,-0.0003748010843365775,0.00018669863437880384,5.412031253054802e-05,-1.0520196062907662e-05,50.0
200,1.7944487012517587,0.9277491533174532,10.863223742127662,2.520715194402484,3.7718565528023413,10.996822689667999,24.001948845280335,6.990953713535981,21.076327465787916,0.22794065462822863,0.0591271741391532,0.06386177162745876,1.2773857234732683e-06,0.0005098486369878867,7.081396485974585e-05,-0.001205263546291733,0.00035120304176872115,0.0008282700666523236,-0.014588013706792073,0.006517821466268801,0.00023102838549809014,0.000540013423521314,0.017319499999323848,-0.07312191012775962,-5.293943248381092e-05,-0.020895754518237615,0.00260351512683607,-0.0008517935773626929,-0.0006362331469420533,6.585843099015943e-05,-7.782603131794615e-06,8.380679916821196e-07,50.0
300,1.6607386701430507,0.8473074320096895,10.636644904769847,2.5101152121865615,3.7717866125590946,11.000188853521754,23.999061811920388,6.979932531174932,21.05741422606867,0.3516287342891806,0.1400089994793605,0.10606107693840464,-2.7904004392644407e-07,0.001710942597755673,5.730348129924287e-05,0.0011238826486311632,0.0013821016435405708,0.0017261773128871363,-0.01222879434663321,-0.006337232958361097,0.002358435191802725,0.0004698955460874295,0.015502378781767641,-0.05062915652779309,-0.03702469410170086,-0.023735692349410184,-0.009467251407126658,-0.002370178457557253,0.0009168634915961985,-0.00025163513458982827,4.0512364602832586e-05,-5.233239768393145e-06,50.0
400,1.5866697186308378,0.7654564155176752,10.548994480874871,2.507574565887405,3.7717126434786143,10.999908167733977,24.001956460614913,6.9751202666106265,21.000141779339543,0.4249478403653605,0.23677078046297997,0.21734967355071874,5.760145850155373e-07,0.0031765449119071187,0.0002453498312536356,0.002154553505451549,-0.00046017192244979374,-0.01024589842595658,0.018273159379020885,-0.010029656129635061,0.0009270747610634922,0.00031324392152042995,0.01864579282097261,-0.051877466721379946,-0.04439797581247673,0.0043555616175382636,0.007136883583006084,-0.0028405725189213577,-0.0008500927249687856,-0.0002258652985029657,-2.0491054907679017e-05,-2.110979034066045e-07,50.0
500,1.457337281447709,0.6460862985509144,10.41506159363512,2.5014110925258115,3.7714654049084197,10.993324823714666,23.997756666526804,6.975903243194577,20.93832456117029,0.53939213749092,0.34418015085373044,0.29413473998388423,-1.2961457715299761e-06,0.004690329522880417,0.0004505754272052345,-0.00014236753092555757,-0.0017630893682490422,-0.005396163829111094,0.01858967052047221,0.008104459442316884,6.719330134293466e-06,0.0012748256807930333,0.015787663658865053,0.06333887328655276,-0.03429025050228536,-0.006688674343366494,0.008046846018929523,0.0009045832252791107,-0.0007204507896995412,3.72931601842949e-05,3.172520380469797e-05,-8.095500675431147e-06,50.0
600,1.37386530982276,0.5508876398193002,10.359604068897905,2.5005378536164096,3.7711528980145754,10.991559413123465,23.997732104627556,7.0215953918749285,21.028134372366363,0.5880639133553209,0.4578013421269016,0.4234612285892927,1.3473955921534882e-06,0.006396148043872427,0.0006514758158670239,-0.0027721244611446046,0.0021221885227260136,0.008324183353905643,-0.0020285065595231264,0.007529595355971085,0.0035035319895989395,0.001851829870388541,-0.012330469345342142,0.007401440857299105,0.00041638644445510936,-0.007478868251859156,-0.010579592741107452,0.0004585609077762532,0.0005027859176337067,0.0002444457061839953,3.602162275940038e-05,5.680745970805497e-06,50.0
700,1.3309714319018882,0.43394676137985966,10.115694890013172,2.5103349959802763,3.770832877026686,10.991307032596476,23.99775263135084,6.976444661570706,21.01079912828691,0.6949865601453397,0.5741684416708127,0.6660269670616217,-1.1962663154902338e-06,0.008176972409768859,0.0010838906873640957,-0.001218508701899332,0.001572250047165646,0.0008272211084473232,-0.020779622989807074,0.007485343238322642,0.004053232720745193,0.0034609329584366472,0.017408226183731643,0.0017613496066683008,0.07058621076790324,-0.01960376693350969,0.009767713642880904,-0.0016198208064843057,0.00027838331698829173,5.089290642174784e-05,-5.753420253899393e-05,-1.0465206384006372e-05,50.0
800,1.227083882106462,0.34908873523723916,9.793719203593145,2.4953767680064995,3.77043911611553,10.987971390442182,23.99754627912861,6.980246008875104,20.961852598245073,0.759282816265868,0.6626603171586056,0.7855812530244932,9.972453394942748e-07,0.009713332176928215,0.0014923885973220133,-0.0015378510208104174,-0.000947140050405695,0.002597803141876012,0.007344210186194923,-0.010819703199373256,0.01154834459194005,0.005169854995317464,-0.01217347596757609,0.05317737874706982,0.08395949058541206,0.02908602416179682,0.0020005328680167897,-0.0009539215609266082,6.290499798356139e-06,9.50035137191155e-05,-4.960005096992212e-05,3.4935654042215116e-06,50.0
900,1.1501867555146237,0.2811846814143555,9.713020932240717,2.499425703134923,3.7698779378128595,10.983013637135292,23.99486565188257,7.015879915807855,20.97493641232224,0.840001668444687,0.7337246522092556,1.0218938032259859,2.1887247618422165e-06,0.010972769939678079,0.0019790287036259217,0.0027814374285791634,-0.0013032376820116352,0.007838324582848805,-0.009092416476131682,-0.0019006722571346213,0.01594544093391353,0.006960344056566952,0.012257883606365167,-0.061131997334448095,0.1343503214563193,-0.0031755456714889427,-0.004587710577427931,0.0023771721538769983,0.0005761031169748956,0.00022527242173547602,-5.360283862785264e-05,-2.9388778059841623e-06,50.0
