miliseconds,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells
0,0.00024079620728316545,0.04742819943609348,-0.0004423802214181009,0.5563417402112589
100,0.19313726923865393,0.04592989471469743,-0.0035173667255916047,0.5603272654871854
200,0.3373146967409144,0.049543081130088956,0.00268920833427535,0.5562592511825863
300,0.47306646982950673,0.043204741791085834,0.01767798111846933,0.5525280545888344
400,0.6114315441845036,0.04498574328137212,0.022708567946314373,0.5561163885160073
500,0.6985942555375078,0.040673821982386435,0.025642286189402397,0.5474685654832665
600,0.8178496720647976,0.04632733790763119,0.048232956805402995,0.5519094094676964
700,0.8985155004012921,0.048207089808040594,0.05654176221915756,0.5374239119744595
800,0.9795157520081585,0.04306769984749265,0.07209760135765264,0.530297716004109
900,1.0307772548880532,0.050013456257073846,0.08678805044329434,0.5247453223747788
1000,1.111966934487405,0.0544470018553992,0.0948558891959405,0.5068966650238235
1100,1.1579785878115574,0.06255303987434746,0.120768164833776,0.5075760788579905
1200,1.2156546150734007,0.06214593521824394,0.1344620301024421,0.49580122897670253
1300,1.2581423084301053,0.06552241002083435,0.15014204642608145,0.47527672071416266
1400,1.2877113145920291,0.07504618473828059,0.16174923582347409,0.47434698243242657
1500,1.2929890357896925,0.07832465639676092,0.17798134847081262,0.4570356991952235
1600,1.3202451559456159,0.08357446972436741,0.19677058752182877,0.4520431327144961
1700,1.3654206481647975,0.08860758637024634,0.20392866255633474,0.4297738570129763
1800,1.3815251133609012,0.09665427321808762,0.22651965250658254,0.419672831811724
1900,1.4071179242261251,0.11091629940543667,0.23729486169581265,0.41047277283959266
2000,1.4227058880285863,0.11516721966240145,0.24933051613278898,0.4009511911360949
2100,1.418957153352513,0.13544474371965365,0.2596078477257736,0.39131083878665124
2200,1.4312852326038132,0.136429926714898,0.2691894242191913,0.38268562289950486
2300,1.4177082130173215,0.1564522440079844,0.2887063833851494,0.36308576367664724
2400,1.4334325421872103,0.15638260064690013,0.2904388049436877,0.3551975449065967
2500,1.4434992176587864,0.16849861625412133,0.298279899501587,0.35188483622090405
2600,1.4391900662368164,0.18181957633651702,0.3154189594069951,0.33813333076652974
2700,1.4210235339561075,0.19009290797792944,0.31464753587910055,0.33300871306110813
2800,1.4514650639609332,0.202598536626649,0.32411814764127894,0.3215825148308793
2900,1.4265628680454032,0.21725266280955471,0.33003444690134875,0.31122598962719905
3000,1.4182595143929875,0.22639582825380505,0.3377451291307396,0.29424807811218123
3100,1.4318503096864663,0.24139539143816421,0.3330569586306104,0.28503473208944863
3200,1.4296038605683135,0.2422321354231962,0.3439326736524486,0.27765561335420186
3300,1.4141425956753226,0.25924470274542655,0.3441787591651034,0.2719408338173751
3400,1.4150715534788147,0.26503098735091885,0.3379025312531271,0.26686700764001253
3500,1.3853098892441607,0.28376132396782894,0.34110244600247147,0.26590757292542627
3600,1.393603015819131,0.28663893640799737,0.3380096063991035,0.25323361647858655
3700,1.3695477327156964,0.2980128429164043,0.34006237455060034,0.2527938880825165
3800,1.3824199040172513,0.30193136783131336,0.34025272263633577,0.23709748276995607
3900,1.3668258576958734,0.317375209363161,0.33650192314058974,0.2296182338490854
4000,1.3474634735792004,0.3198495645710678,0.33331197858013256,0.227047354303918
4100,1.3459019411709996,0.3260479789803559,0.33342500040719963,0.2193097366468587
4200,1.3470281556421568,0.3377706365652628,0.3264612836120459,0.21967929365644706
4300,1.3229971920265158,0.3462673472611133,0.3258777695514992,0.20999592961209465
4400,1.3079992591491503,0.3505800152183118,0.3160334227671078,0.20826648324207522
4500,1.3033644263298871,0.354493395318175,0.3146456626249043,0.20194138925362085
4600,1.304231519826284,0.3594319693355658,0.30568600565022175,0.1907332199279923
4700,1.2894171273086235,0.36458243163340603,0.29814603966492614,0.18583314133138168
4800,1.2769691873348192,0.3659821160032432,0.29790663250058724,0.18353171402322307
4900,1.2780387956168324,0.37134663553101827,0.2922370451694529,0.1789134140134947
5000,1.2839543606195873,0.3847024393110382,0.2844546588946639,0.17083532032866414
