miliseconds,BCG,Effector_cells,Tumor_infected_cells,Tumor_uninfected_cells
0,0.016194803346103653,0.05585289819372775,-0.0033754712540785374,0.5547373180755567
100,0.17345793722685268,0.04391281077290772,0.0007287340228485021,0.5578121683601842
200,0.33306204870167117,0.044548928635035,0.005793763678144911,0.5525407182125737
300,0.4673092028325686,0.050932893892913056,0.015240150462849631,0.5638217287694594
400,0.5891751680393108,0.04645767231730217,0.02160663851407231,0.5549844056625353
500,0.7118372043574259,0.04407507327468091,0.03288752059946294,0.5457154466894389
600,0.8121999063465785,0.04803747945250683,0.040793755599570505,0.5441084513562049
700,0.8819385923187987,0.04418260794142869,0.054250093396330266,0.5396261560582591
800,0.9885570561316858,0.0446857743712405,0.071656594262312,0.5313211468471635
900,1.0264031033930392,0.04915208687876719,0.08227251192672333,0.5284178987552741
1000,1.1067087712271027,0.049375322632364195,0.10327676353608874,0.5102226826807712
1100,1.1652420683057694,0.05771105296260862,0.11492964520701743,0.500788040593083
1200,1.2126614001522111,0.06082004527488348,0.12687914000150183,0.4888990669298173
1300,1.2287652845420296,0.06296166007055311,0.15065818344132928,0.4789390475758936
1400,1.261823621704401,0.07719342177230207,0.1609344733955376,0.4760569358440234
1500,1.3114306847613602,0.08383958393987562,0.18190446395835952,0.453205525471587
1600,1.3215555507810752,0.08656731230629136,0.18844550134137944,0.4495610872579405
1700,1.3485558583323165,0.09171976313256369,0.21284241962524367,0.44115237714484945
1800,1.3847664973733669,0.10218519544008257,0.22381505182242922,0.42596835278630457
1900,1.3929475076417919,0.11349171456569813,0.23392810701310468,0.413514807122566
2000,1.3934001724429708,0.1253616431178112,0.24933714415667516,0.4013960136542682
2100,1.4102080994317916,0.1347280294553816,0.2656275181792541,0.38392163811594937
2200,1.432256562504198,0.14382845334478445,0.2703657793881621,0.37204095632935874
2300,1.4187183863187163,0.14784505101719617,0.2830451696283246,0.36188649728105876
2400,1.4521724594492074,0.16170426900615573,0.29826591361839133,0.35673012149775724
2500,1.432721495215676,0.16678673355310952,0.30035571288940355,0.34993882598261294
2600,1.4236689232059196,0.17896474674702845,0.31581770000211057,0.34054993222713636
2700,1.435577129622081,0.1942090790618345,0.3132126746564289,0.3236798006718102
2800,1.4397968452469232,0.20775044337677723,0.3278050758559335,0.3165334087374581
2900,1.436545568606842,0.2104660506756461,0.33192887988061437,0.3041879426209116
3000,1.4305734967374808,0.22982915019049652,0.3351396127154483,0.30463380244370786
3100,1.4341028520634065,0.23226657564782727,0.33596473103346264,0.2956827898992181
3200,1.423998838773992,0.24958859913886078,0.33972453805368386,0.2860720781374233
3300,1.401308713104824,0.2529788556429338,0.34173215739256996,0.2809122481841145
3400,1.4127532418352395,0.2723607085919412,0.3416336261035835,0.26306802289613684
3500,1.379048113451125,0.27906666928942364,0.3413672565645633,0.25675540338942127
3600,1.385699379314113,0.2822857889214809,0.3402145518277674,0.25738024398670506
3700,1.3873717839987074,0.3017318243332387,0.33867160583282785,0.24920170171704079
3800,1.3813003252698697,0.30084279719869716,0.34261706122431823,0.24096740645674733
3900,1.3673631036562641,0.3164018468257445,0.34132606933162146,0.23708108215741358
4000,1.357467751551641,0.3270114239210831,0.3317242272344475,0.22970862415301413
4100,1.3488673121325778,0.3313326765814011,0.33101074845191897,0.22562231896725252
4200,1.3460165080134712,0.34325548716952786,0.3263701843711818,0.21755865373146024
4300,1.343347621894787,0.34164909739188176,0.3181029723901854,0.21373092874554744
4400,1.3243141829822824,0.3526388736779631,0.3217250618508751,0.20271239217714246
4500,1.3094145204973724,0.3508862613172649,0.30848427491034824,0.19675511982711844
4600,1.2958703274057781,0.362932837594268,0.3095513937165875,0.18967507583865825
4700,1.2967017905344151,0.36597799781593077,0.30703575286891865,0.19032595061608817
4800,1.3046363046079774,0.37628517651551074,0.30232691527966604,0.18588505283536727
4900,1.294191810728899,0.3797226314384911,0.2882905212876173,0.18647452239742587
5000,1.2960238936276816,0.37558237363022223,0.2893229207322886,0.1791341191303674
