milliseconds,IPTG,C1,C2,A1,A2
0,5.0,19.957937862478865,20.01536045848932,0.06698354939797072,0.1201854629949984
100,5.0,18.81514983766318,20.154993049850848,0.29236361989358994,0.19969755648470716
200,5.0,17.4849415352549,20.58033405918563,0.4816082148025813,0.24021134327399946
300,5.0,16.847228543467136,20.86858822940452,0.6489540037645453,0.2886334959338251
400,5.0,15.640219346030207,21.092362331870596,0.7719244496088437,0.3299700059955587
500,5.0,14.949395831479004,21.418673324189413,0.9560137420676781,0.401548408924021
600,5.0,13.98526412699307,21.551778130027653,1.0722636089233741,0.47946450801059615
700,5.0,12.983264969814275,21.776662671272636,1.168236607734575,0.5438834504827594
800,5.0,12.628852713011621,21.93563470989413,1.2608219972016363,0.587513120384797
900,5.0,11.650029679931109,22.159263674760602,1.3936554889109325,0.69394030040235
1000,5.0,11.181876495888158,22.388288473513466,1.514696593713663,0.7577939191133347
1100,5.0,10.753761449467397,22.673587597654215,1.6095355325031862,0.8312732915336913
1200,5.0,9.889497949512108,22.89229466362262,1.6348361166374636,0.8524735596080111
1300,5.0,9.564352630545104,23.231191556959015,1.710572839986435,0.909300498158369
1400,5.0,8.993950689122535,23.310656920756646,1.788248857093338,0.9920488339916747
1500,5.0,8.636035616829,23.540369411772947,1.8710803649746175,1.0810933458773486
1600,5.0,8.176732703463674,23.683718891514218,1.9017588803431558,1.1206533164527597
1700,5.0,7.920330688168906,23.95802593973073,1.9571160186702974,1.1520503288054813
1800,5.0,7.5901554229179,24.00363564935527,2.01196735888058,1.2056447357677782
1900,5.0,7.063037882226237,24.272841503007758,2.099487213505021,1.2638050216478276
2000,5.0,6.915628151251018,24.52349672967138,2.103670988995031,1.325854528937639
2100,5.0,6.927501328013678,24.56388504237484,2.2037574503151136,1.3679949186335134
2200,5.0,6.335935034598762,24.803861509487213,2.232251526939879,1.422862873620333
2300,5.0,6.3023967563843,24.822333760303444,2.2329857193878113,1.4678177642194323
2400,5.0,5.960139076521416,25.040596766832145,2.2698482886242295,1.5882689651712962
2500,5.0,5.95403600001189,25.161532659531172,2.3080316282596804,1.638650487362349
2600,5.0,5.570924903349081,25.43598573491244,2.3151255914747533,1.637993059282298
2700,5.0,5.185937066962942,25.517645674008826,2.374286782639638,1.7089364694238187
2800,5.0,5.260041937809987,25.72635627900938,2.367713807486798,1.7814635814321442
2900,5.0,5.105793224739248,25.663230341789674,2.4242378761382195,1.8179102768298985
3000,5.0,4.764242403603276,25.800287206242402,2.393000205198937,1.872924681181106
3100,5.0,4.9235724381352295,25.98653476659881,2.4593708536920653,1.8873513850748151
3200,5.0,4.5078038068476545,26.202355682229317,2.4195469484562486,1.9357861127046645
3300,5.0,4.4656128768513765,26.235198438355127,2.451414639539534,2.0088307210271137
3400,5.0,4.577022948512306,26.477677920762606,2.492034057292404,2.081966756532323
3500,5.0,4.154815458761904,26.517085987362364,2.515860228862638,2.1137196945732524
3600,5.0,4.08819328281737,26.803766680127758,2.502628224744691,2.1541863034005244
3700,5.0,4.149660717760618,26.769068477556736,2.5124038173996803,2.2112048024312
3800,5.0,4.064345333465315,26.951110958461822,2.541424459044323,2.2719211179870777
3900,5.0,3.8267857197667237,27.12394232590289,2.5026434030824283,2.272120681717711
4000,5.0,3.713053926173049,27.217136444778067,2.5391632629423437,2.3043975385619335
4100,5.0,3.7443264222399044,27.350753554748067,2.529913810091206,2.3574582991780604
4200,5.0,3.8608129533308913,27.538851044779605,2.5181844907720405,2.3876464430153086
4300,5.0,3.7978523729758553,27.629040787729103,2.51208995556839,2.4811662826694643
4400,5.0,3.4170914233783245,27.74232267616895,2.5672612971142774,2.518830271305076
4500,5.0,3.54059000569791,27.740951473476116,2.5674567369924723,2.527948060038866
4600,5.0,3.305741753753267,28.035965738581485,2.542542166546431,2.6062303106844347
4700,5.0,3.4414964192480206,28.15896235045836,2.556763048740923,2.6272256197169397
4800,5.0,3.2574985920463853,28.215631712643468,2.5698682133902855,2.648596932378014
4900,5.0,3.098096564507124,28.292266908566223,2.512294355091688,2.719069014742981
5000,5.0,3.348354902885065,28.467720160339805,2.557080155993591,2.7455556167371267
