miliseconds,IPTG,C1,C2,A1,A2
0,5.0,19.978797784139722,19.913253060974164,0.12409843640526769,0.08235915218569254
100,5.0,18.880128820122543,20.163447523203047,0.30806229113294653,0.1801165319623445
200,5.0,17.481022975782345,20.47931708766134,0.471135854938907,0.20059421149700618
300,5.0,16.66934117344981,20.78885182792193,0.6057808173622063,0.28600520594155876
400,5.0,15.765723188500834,21.088466929190563,0.8163423184352461,0.38704846179765073
500,5.0,14.92738633611718,21.246723393338836,0.9533138119637599,0.4599235570983037
600,5.0,14.063433283420842,21.47080845674972,1.0670880657367228,0.504539761072717
700,5.0,13.22082922253854,21.764082518589902,1.1505595914490452,0.5324204057637802
800,5.0,12.369133587236623,22.086712301926177,1.2877241313310104,0.6289443495746794
900,5.0,11.64983044030607,22.234448706080183,1.425721995121366,0.652722277429537
1000,5.0,10.99878971208574,22.466650482868882,1.4891525233459408,0.778237304317483
1100,5.0,10.655552144265807,22.80083599621731,1.576697964715165,0.8004984321759129
1200,5.0,10.262306455768497,22.813463060120373,1.6690138631811244,0.8469935439015752
1300,5.0,9.458344386868271,23.113933097543732,1.7440982940194478,0.9362013322132072
1400,5.0,9.017061013790997,23.22819462530243,1.8291035358113719,1.0163317190761287
1500,5.0,8.831347223205126,23.513467770762873,1.8516938381538135,1.088275213593209
1600,5.0,8.27798850716371,23.658601254994785,1.9595193125021984,1.142626325172724
1700,5.0,8.041836557931903,23.88640823559546,2.0072425433259498,1.1803686737757917
1800,5.0,7.478540826563276,24.092404753358963,2.0612740366776845,1.2215040578055583
1900,5.0,7.168160964278447,24.229550427630002,2.103131384024072,1.2801509165897662
2000,5.0,6.85963285362068,24.434993687601352,2.145935016594785,1.375575474093477
2100,5.0,6.61761227704417,24.575046218096816,2.1796703982020404,1.362187938209295
2200,5.0,6.291711964149415,24.746025453714267,2.198440281859273,1.4188197595060466
2300,5.0,6.28561830378246,24.80505492597092,2.2677757720043963,1.477409441900002
2400,5.0,6.164613557366613,25.005485516701544,2.266260187253949,1.5233944087838414
2500,5.0,5.887745696980803,25.131980775821678,2.3022411595433843,1.584671828962311
2600,5.0,5.349594342119573,25.25426053930848,2.306584998386287,1.6702108402992557
2700,5.0,5.596167118878733,25.594461576191573,2.328128084827663,1.7316592738099197
2800,5.0,5.003290564178145,25.553961684273702,2.382837027300773,1.7266570565633532
2900,5.0,5.147000666147373,25.868627726093713,2.4274493513969166,1.7800815044564233
3000,5.0,4.936360586652027,25.87674591759803,2.391617001256291,1.8416297543369884
3100,5.0,4.572534578163621,25.970958129000646,2.423112748495905,1.8748818466291797
3200,5.0,4.811553037523874,26.095561029229664,2.426669494820937,1.9743722144426405
3300,5.0,4.423489736336214,26.375082141520004,2.460175577507012,1.999222395285369
3400,5.0,4.395588794241795,26.426746642364943,2.5001890586850393,2.0387991969349644
3500,5.0,4.280269497303869,26.544890862103518,2.5154821770848903,2.0808895756013466
3600,5.0,4.3644408347388515,26.649590231736976,2.494742463013139,2.1741998689094273
3700,5.0,4.224728302405412,26.942650804770803,2.475147661730458,2.193187803808178
3800,5.0,4.114351107889483,26.920026965159657,2.48094905342484,2.237202812658123
3900,5.0,3.9473052002885303,27.16077309308262,2.520362066484522,2.2558368526293924
4000,5.0,3.8936822810200886,27.327390551993982,2.4965655072596893,2.356215066581887
4100,5.0,3.856479616851104,27.24901202628793,2.510915155679425,2.3792912753398365
4200,5.0,3.603123742852834,27.453575331301767,2.5641103412119683,2.430741414373045
4300,5.0,3.3786840787525536,27.66614938045677,2.5566240447004143,2.4401291936284046
4400,5.0,3.656415335681926,27.757633930137963,2.5096986357615876,2.4678538347501933
4500,5.0,3.4827485783283767,27.972718480656074,2.555143301212202,2.5759964888911147
4600,5.0,3.4761181809612607,27.863136822695193,2.516113783421616,2.5978038266365013
4700,5.0,3.179490473938557,28.080163775847872,2.5323404977335935,2.5916555262383825
4800,5.0,3.083098813973813,28.218739105919138,2.520375902026527,2.6533039148342223
4900,5.0,3.198255103761373,28.370985287090395,2.549289192885803,2.7043934431163708
5000,5.0,3.228300777506311,28.59351645064948,2.5368028278672474,2.7156153015292235
