miliseconds,IPTG,C1,C2,A1,A2
0,5.0,20.19514156989554,19.88292774622207,0.09603754179998349,0.0748635584214718
100,5.0,18.664679043633175,20.22186194207326,0.3107417854323772,0.17509792360985987
200,5.0,17.73173789385883,20.453999198188736,0.4837093516558399,0.21718853122649834
300,5.0,16.7012444100726,20.824257152344813,0.6015983974912109,0.26222984860653903
400,5.0,15.644580828209234,21.160816823380692,0.7786303863358475,0.37750287360289875
500,5.0,14.536333948296424,21.25502131871939,0.9367414892285872,0.4597117450609116
600,5.0,13.96709417646974,21.58171113216031,1.0624984767987553,0.46465146236859733
700,5.0,13.05559954411527,21.886029263868835,1.1835517156971738,0.5935305923681574
800,5.0,12.439930517672558,22.017323112080867,1.2616726359992476,0.6076920573543834
900,5.0,11.632024444201354,22.164340533441887,1.4251168013800788,0.688696117065748
1000,5.0,11.232352565597596,22.53649349396344,1.5213055270195617,0.7199427062096061
1100,5.0,10.70781127255918,22.608520571113562,1.569296600385676,0.7728893433320486
1200,5.0,9.877510126100045,22.933922396721663,1.6383655341177525,0.8348433416380501
1300,5.0,9.570475942689718,23.219760634113204,1.7080742036793994,0.9087920164594901
1400,5.0,9.188253200862404,23.338531833067687,1.7900123598020696,0.9580807706745782
1500,5.0,8.583917186460457,23.56771608738462,1.8874699838154112,1.0364964888881154
1600,5.0,8.32674507448062,23.701360673121535,1.9658334211222603,1.146377157834614
1700,5.0,7.823179217274158,23.928637837219146,2.0066341996209123,1.157933183864206
1800,5.0,7.812885956102341,23.9570472713653,2.0221586009490164,1.250242732093366
1900,5.0,7.384751584739408,24.118153408107204,2.0752539394257776,1.3092603553349447
2000,5.0,6.776572789818402,24.407321051308458,2.1054057636521732,1.3052829183492505
2100,5.0,6.676437023292707,24.62141736713659,2.143429191113613,1.3812578189878024
2200,5.0,6.429349906520762,24.686472447071196,2.198191340058604,1.4184560878293262
2300,5.0,6.317726254432736,24.813500680242978,2.247269824532882,1.4844074601058217
2400,5.0,5.851806437534691,25.077323936133453,2.3001140084745324,1.528009235320279
2500,5.0,5.944726233797135,25.166203888220167,2.2899205115211703,1.6065737401166582
2600,5.0,5.438029903778704,25.44262667815992,2.326918297664363,1.67138966282898
2700,5.0,5.531072778470879,25.48691328090133,2.329146669223133,1.6821150945653658
2800,5.0,5.066281084381737,25.57797350211248,2.3796806815551865,1.755895743339912
2900,5.0,5.189237085642572,25.668502410774586,2.397744367651121,1.8503925034383637
3000,5.0,4.944631002620695,25.79850017638998,2.4406077239101758,1.8724609423520562
3100,5.0,4.58280783215887,26.00150770909831,2.4233627753558813,1.9014134569853776
3200,5.0,4.428460685641104,26.100273547716363,2.464805925545176,1.9389967013799867
3300,5.0,4.638795012851218,26.27606261682178,2.4860393669166356,1.9997876027317247
3400,5.0,4.502403539571955,26.56229521350395,2.4691212173449917,2.093056159110944
3500,5.0,4.26628741704222,26.476955827976262,2.458751469845754,2.126773811000702
3600,5.0,4.299422649904163,26.768982371125546,2.50554340075932,2.1118197431534287
3700,5.0,4.117155786966588,26.944355175504626,2.497618096243223,2.1879995456586725
3800,5.0,4.001194497065369,26.956563613217522,2.5184018207385503,2.2229812294508062
3900,5.0,4.097006184183525,27.09183851679785,2.4966524829639667,2.2520907709931404
4000,5.0,3.714403615989801,27.23507844110758,2.5281250078421227,2.349471450386647
4100,5.0,3.64439810974638,27.33578442359342,2.5263454883967142,2.366968877388649
4200,5.0,3.746391964250837,27.515188936509464,2.5404886433655776,2.434095970534893
4300,5.0,3.6899244263987403,27.493743587407096,2.527876164349401,2.4546367337606765
4400,5.0,3.302575632000746,27.78473567230015,2.566352890631954,2.5297328859102928
4500,5.0,3.5305639556874024,27.87611743165461,2.546072065058155,2.5476666709097833
4600,5.0,3.4471198507076317,27.887287226941528,2.521333886507074,2.602498903829102
4700,5.0,3.248396661901077,28.12819788564518,2.5432443402412237,2.6239300847978746
4800,5.0,3.164852769173084,28.208962793016717,2.5742138806422012,2.638493049713037
4900,5.0,3.4655631463604446,28.35232126143809,2.5333414181223266,2.694664057897287
5000,5.0,3.1777041850223737,28.57111788996696,2.5104831832218037,2.767445907052303
