milliseconds,FH2f,DHFRf,FH4,CH2FH4,CH3FH4,CHOFH4,FFH2,HCHO,FGAR,AICAR,MTX1,MTX2,MTX3,MTX4,MTX5,MTX1b,MTX2b,MTX3b,MTX4b,MTX5b
1600,0.0012090673078710527,0.6398867155010852,0.4591879340834425,0.26207470697125446,1.628865172524704,0.9999824474053878,0.00032869652974707396,0.007380227951844813,16.488276165499766,3.695047497790127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.0012090971095586932,0.639879812532547,0.4591961578914503,0.26207869265816575,1.6288435458929396,0.9999990798436781,0.0003287046094454715,0.007380201994435288,16.488549052259636,3.6950480957810825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.0012091252393308344,0.6398729301420502,0.45920358049584087,0.26208228998046273,1.6288247311986999,1.0000140921380116,0.0003287122364474274,0.007380180067897794,16.488795305960235,3.6950486342866693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.0012091520514397268,0.639866068285928,0.4592103756086918,0.2620855831512827,1.6288081162656767,1.0000278380687246,0.0003287195082095936,0.007380160165257057,16.48902068978978,3.6950491101286502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.0012091776496119956,0.639859226908457,0.4592165940475563,0.26208859682141855,1.628793522700579,1.0000404204233695,0.0003287264528460391,0.00738014224918864,16.489226893848855,3.695049525827035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0012092020236908535,0.6398524059485955,0.4592222307574941,0.26209132857429307,1.6287809672583475,1.0000518299312244,0.0003287330682448142,0.007380126221715115,16.489413747316426,3.6950498721920644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.0012092254398972798,0.6398456053582082,0.45922741627763125,0.2620938416817305,1.6287699930987662,1.0000623292700017,0.00032873942564793165,0.007380112132054664,16.489585595545936,3.6950501684518113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.0012092479965820605,0.6398388250815414,0.45923219881234545,0.2620961594997264,1.6287604312052724,1.0000720157657594,0.0003287455515848684,0.007380099733955211,16.489744041128468,3.695050419691278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.0012092696593029874,0.6398320650571145,0.45923656146830416,0.26209827378591255,1.628752340465929,1.0000808557113965,0.0003287514370019781,0.0073800882686452735,16.489888517457796,3.695050624025714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.0012092906159589824,0.6398253252330361,0.4592405963481241,0.2621002292044461,1.6287453981780953,1.0000890347943738,0.0003287571324239972,0.007380077835487072,16.49002208990982,3.6950507912401287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.001209310951360456,0.6398186055531061,0.45924434500660577,0.26210204589465996,1.6287394587057955,1.0000966368443673,0.00032876266068760133,0.0073800682513823265,16.490146140473907,3.695050925855358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.0012093306326726027,0.6398119059567274,0.45924779126826365,0.26210371602809496,1.628734579021156,1.0001036289368146,0.00032876801278703197,0.007380059448451094,16.490260132257994,3.6950510269401944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.0012093497909458726,0.6398052263894283,0.4592509993785845,0.2621052707367264,1.6287305338537985,1.0001101407912345,0.00032877322407452166,0.007380051198308933,16.49036620146104,3.6950511011583793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.0012093684954326519,0.6397985667944802,0.4592540032584185,0.26210672646098016,1.6287272043450953,1.0001162408134094,0.0003287783131837283,0.007380043353087636,16.490465476328513,3.695051152283666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.0012093867183588065,0.6397919271123466,0.45925678922557345,0.2621080765705855,1.628724638479713,1.000121901367966,0.00032878327260948016,0.007380036167192031,16.49055750282479,3.695051179192587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.0012094045525741495,0.6397853072869821,0.4592594027782426,0.262109343116899,1.6287226768217424,1.0001272142184665,0.0003287881273425537,0.0073800293949187155,16.49064379401551,3.6950511868499283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.0012094220516642312,0.6397787072612051,0.4592618701508308,0.26211053881512975,1.6287212274526806,1.000132232262963,0.0003287928917959798,0.00738002295335436,16.490725222655815,3.695051178238692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.0012094391966276494,0.6397721269765214,0.4592641819680365,0.2621116591212913,1.6287203232075895,1.0001369366107975,0.0003287975608689763,0.007380016962228688,16.490801476682254,3.6950511521748237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.0012094560496026493,0.6397655663759041,0.45926636866004533,0.2621127187841902,1.6287198574686412,1.0001413886186628,0.00032880215127382577,0.007380011314751569,16.490873568453456,3.6950511121323144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.0012094726504454927,0.6397590254019231,0.459268449725948,0.2621137272545855,1.6287197619135525,1.0001456276063045,0.00032880667373266483,0.007380005966338115,16.490942146624825,3.6950510603059987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.0012094889937721736,0.639752503996942,0.45927042247170924,0.2621146832264192,1.6287200459779196,1.0001496481453547,0.00032881112680032873,0.0073800009120830005,16.491007121526483,3.6950509963530185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.001209505113153836,0.6397460021034833,0.4592723033131578,0.26211559465602996,1.6287206521420305,1.00015348333898,0.00032881551950874114,0.007379996115582903,16.49106903923644,3.6950509221138215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.0012095210408494138,0.6397395196640643,0.4592741080224038,0.2621164691877513,1.6287215251415739,1.0001571649924061,0.0003288198605369034,0.007379991541495519,16.491128424417433,3.695050839355308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.0012095367732886007,0.6397330566218087,0.4592758347966306,0.2621173059480238,1.6287226712951353,1.0001606894685195,0.00032882414892373307,0.007379987179919803,16.4911852171287,3.6950507478744536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.0012095523252526076,0.6397266129194681,0.4592774908346697,0.2621181084259983,1.62872406537889,1.0001640712837783,0.00032882838864604273,0.007379983008211764,16.491239656849245,3.6950506484741017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.0012095677216946914,0.639720188499588,0.4592790883248681,0.2621188825290282,1.6287256646853998,1.0001673350169653,0.0003288325864176663,0.007379978996664133,16.49129214902317,3.6950505425146405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.0012095829804313197,0.6397137833048585,0.45928063595488905,0.26211963246783676,1.6287274387738693,1.0001704981870567,0.00032883674703212176,0.007379975120525293,16.491342982652142,3.69505043096528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.0012095981192566001,0.6397073972779702,0.4592821424014275,0.2621203624478314,1.6287293572419363,1.0001735782909082,0.0003288408752769103,0.007379971355059155,16.491392446372995,3.6950503147940053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.0012096131364680003,0.6397010303627729,0.4592836067757806,0.2621210720368433,1.6287314232049908,1.0001765735358243,0.00032884497069418043,0.007379967703539695,16.49144051053658,3.695050193941803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.0012096280313934212,0.6396946825030544,0.4592850286947969,0.2621217610478115,1.6287336380069368,1.0001794831486017,0.00032884903310330626,0.007379964167743007,16.49148716231598,3.6950500684038876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.001209642826002248,0.639688353641254,0.4592864188836445,0.2621224346793071,1.6287359640674361,1.0001823287570373,0.00032885306841509845,0.007379960716881133,16.491532758510825,3.6950499393680265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.0012096575294024655,0.6396820437205757,0.4592877817574606,0.2621230950706204,1.628738385916891,1.0001851192641389,0.00032885707908015144,0.007379957338637934,16.491577445956253,3.6950498073444873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.0012096721498732997,0.6396757526842719,0.45928912132478095,0.26212374416391115,1.628740889510461,1.0001878627529626,0.00032886106732609057,0.0073799540218720035,16.49162135795798,3.6950496727998363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.0012096866918182402,0.6396694804763572,0.459290439696368,0.2621243829832106,1.6287434674506334,1.0001905634803638,0.00032886503433803195,0.007379950761373275,16.491664564787396,3.695049535939936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.0012097011540593333,0.6396632270420073,0.45929173625044867,0.2621250112308041,1.6287461219108341,1.0001932201940908,0.0003288689797998009,0.0073799475605257825,16.491707045968603,3.6950493965884617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
